smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,labute_asa,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,heterocycle_ring_count,aromatic_heterocycle_ring_count,fused_ring_count,fused_aromatic_ring_count,bridgehead_atom_count,spiro_atom_count,fraction_csp3,aromatic_atom_fraction,ring_to_rotatable_ratio,planarity_proxy_score,formal_charge,positive_formal_atom_count,negative_formal_atom_count,basic_center_count,primary_amine_count,secondary_amine_count,tertiary_amine_count,quaternary_ammonium_count,basic_ring_count,aromatic_basic_heterocycle_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,benzylic_ch_site_count,allylic_ch_site_count,alpha_heteroatom_ch_site_count,aromatic_alkoxy_count,aromatic_methoxy_count,oxidation_site_proxy_count,oxidation_site_min_heavy_degree,oxidation_site_mean_heavy_degree,basic_to_oxidation_min_graph_distance,basic_to_aromatic_min_graph_distance,carboxylic_acid_count,sulfonic_acid_count,acidic_group_family_count,basic_center_present,most_basic_pka_ge_8,most_basic_pka_ge_9,positive_charge_present_ph74,logp_ge_2,logp_ge_3,estimated_logd_ge_1p5,tpsa_lt_50,hbd_le_5,hba_le_5,rotatable_bonds_le_10,aromatic_ring_count_ge_1,aromatic_ring_count_in_1_3,aromatic_planar_scaffold_present,basic_ring_present,oxidation_site_present,aromatic_alkoxy_present,mw_in_200_500,low_3d_complexity_proxy,acidic_group_absent,high_polarity_or_acidic_penalty,cation_aromatic_pharmacophore_present,cyp2d6_primary_rule_pass_count,cyp2d6_substrate_heuristic_pass,pka_features_available
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,813.9790000000003,813.4510704439999,57.0,41.0,16.0,16.0,3.6209000000000087,202.26499999999916,337.0165074550678,184.18999999999997,0.0,16.0,16.0,9.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.8780487804878049,0.0,0.4444444444444444,-0.8780487804878049,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.457126140594482,,1.0,0.0,0.46716288259205996,0.53283711740794,0.53283711740794,0.0,0.53283711740794,3.290368329554225,0.0,5.0,16.0,0.0,0.0,21.0,1.0,2.380952380952381,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0
CC1=CC(=O)C=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]12C,298.42600000000004,298.193280072,22.0,20.0,2.0,2.0,4.253500000000003,86.24000000000005,132.59366472296722,34.14,0.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.7,0.0,4.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.253500000000003,0.0,5.0,0.0,0.0,0.0,5.0,1.0,1.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,469.6690000000001,469.29807948800004,35.0,32.0,3.0,3.0,7.217600000000008,143.98049999999984,210.68385097940222,29.540000000000003,0.0,3.0,3.0,9.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40625,0.5142857142857142,0.4444444444444444,0.10803571428571423,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.26189136505127,,1.0,0.0,0.12083164366477395,0.879168356335226,0.879168356335226,0.0,0.879168356335226,6.299780683203671,1.0,1.0,5.0,0.0,0.0,6.0,2.0,2.3333333333333335,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,14.0,1.0,1.0
Oc1nc2cc(Cl)ccc2o1,169.56699999999998,168.993056048,11.0,7.0,4.0,3.0,2.1868,40.68380000000001,67.2245448753332,46.260000000000005,1.0,3.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.8181818181818182,2.0,0.8181818181818182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9804120063781738,3.9397294521331787,1.0,1.0,0.0003463995613353464,0.9996536004386647,3.805487972586413e-06,0.9996535991204403,-0.9996497936324676,-1.2736226666251271,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0
Nc1nc2cc(Cl)ccc2o1,168.58299999999997,168.00904046,11.0,7.0,4.0,3.0,2.0633999999999997,43.43140000000001,67.7702018201499,52.05,1.0,3.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.8181818181818182,2.0,0.8181818181818182,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,6.385988712310791,,2.0,0.0,0.9117222480592887,0.0882777519407113,0.08827775194071126,0.0,0.08827775194071126,2.0232625526843164,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.35800000000006,294.14806119599996,22.0,17.0,5.0,5.0,2.4083200000000007,84.68820000000004,128.1232794699642,53.92,1.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.29411764705882354,0.6363636363636364,2.0,0.3422459893048128,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,6.806112766265869,13.869528770446777,2.0,1.0,0.796971769373489,0.20302823062651099,0.20302796028410947,3.392119021567316e-07,0.20302762107220731,2.3097629379300426,4.0,0.0,3.0,0.0,0.0,5.0,1.0,1.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,847.0190000000003,846.4415088040003,61.0,46.0,15.0,15.0,4.615720000000003,226.7647999999994,357.47937089704834,205.54999999999995,5.0,14.0,19.0,4.0,6.0,1.0,5.0,4.0,0.0,5.0,0.0,5.0,1.0,0.5869565217391305,0.09836065573770492,1.5,-0.48859586600142557,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,9.405457496643066,6.3288254737854,2.0,5.0,0.0007650979307370775,0.9992349020692629,0.9902214416989805,0.9217575937899444,0.06846384790903615,1.499437027384582,1.0,6.0,9.0,1.0,0.0,15.0,1.0,2.066666666666667,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0
COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,379.50000000000017,379.214743788,28.0,24.0,4.0,4.0,4.361100000000004,110.13050000000005,167.00458662052273,38.77,0.0,4.0,4.0,6.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.4583333333333333,0.42857142857142855,0.6666666666666666,-0.029761904761904767,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.947352409362793,,1.0,0.0,0.02757427052165795,0.972425729478342,0.972425729478342,0.0,0.972425729478342,2.8016040319876927,2.0,1.0,5.0,2.0,2.0,7.0,1.0,1.8571428571428572,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,1.0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,414.52700000000016,414.1613283119999,29.0,22.0,7.0,6.0,3.368500000000002,114.49500000000005,175.32499934087113,59.080000000000005,0.0,6.0,6.0,6.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.36363636363636365,0.41379310344827586,0.5,0.05015673981191221,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.65701961517334,,1.0,0.0,0.05243135326851878,0.9475686467314812,0.9475686467314812,0.0,0.9475686467314812,2.088091067125619,1.0,2.0,7.0,1.0,1.0,8.0,1.0,1.75,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,0.0,1.0
C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@@H]2O[C@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,804.0310000000001,803.4819766480001,57.0,44.0,13.0,13.0,4.639000000000004,212.59239999999923,338.6959777107149,178.35999999999996,3.0,12.0,15.0,7.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,2.0,0.0,0.7727272727272727,0.0,0.5714285714285714,-0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.101635932922363,0.0,3.0,0.99801618280387,0.0019838171961300555,0.0,0.001983817196130007,-0.001983817196130007,4.638137583417076,0.0,9.0,12.0,0.0,0.0,19.0,1.0,2.263157894736842,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0
COc1cc(Br)c2oc(C3CCNCC3)cc2c1,310.1910000000001,309.036440852,18.0,14.0,4.0,3.0,3.6709000000000023,75.31070000000003,114.62217346691574,34.4,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.42857142857142855,0.5,1.5,0.07142857142857145,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.333673477172852,,1.0,0.0,0.001163645953307646,0.9988363540466924,0.9988363540466924,0.0,0.9988363540466924,0.7367208635494706,1.0,0.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,1.0
CNCCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,310.372,310.148141448,23.0,19.0,4.0,3.0,3.470780000000002,86.28670000000004,135.25878347031795,45.05,1.0,3.0,4.0,5.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.3157894736842105,0.5217391304347826,0.6,0.20594965675057209,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.472420692443848,,1.0,0.0,0.000845691319974029,0.999154308680026,0.999154308680026,0.0,0.999154308680026,0.39799187309247586,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1.6666666666666667,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,13.0,1.0,1.0
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.39900000000006,324.16379151200005,24.0,20.0,4.0,3.0,3.812980000000003,90.91400000000006,141.83369707130984,36.26,0.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.35,0.5,0.6,0.15000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.66702938079834,,1.0,0.0,0.0053780970867740585,0.9946219029132259,0.9946219029132259,0.0,0.9946219029132259,1.543608637952302,1.0,0.0,4.0,0.0,0.0,4.0,1.0,1.5,1.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,14.0,1.0,1.0
CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,353.33000000000004,353.08993719999995,26.0,19.0,7.0,7.0,3.517800000000003,94.38620000000004,147.20500081367507,110.65,1.0,6.0,7.0,5.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.15789473684210525,0.6153846153846154,0.6,0.45748987854251016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.433011054992676,0.0,1.0,0.0010778112567096931,0.9989221887432903,0.0,0.9989221887432903,-0.9989221887432903,0.5503427150749798,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,308.3330000000001,308.10485899199995,23.0,19.0,4.0,4.0,3.609600000000003,87.73180000000005,132.5520250911752,67.50999999999999,1.0,4.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.15789473684210525,0.6956521739130435,0.75,0.5377574370709381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.476648330688477,0.0,1.0,0.0011916000610198152,0.9988083999389802,0.0,0.9988083999389802,-0.9988083999389802,0.6857305167824923,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0
CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,280.323,280.109944372,21.0,18.0,3.0,3.0,4.040500000000003,82.72480000000003,122.02556087673486,50.440000000000005,1.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.16666666666666666,0.7619047619047619,1.0,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.532402515411377,0.0,1.0,0.001354608565955151,0.9986453914340448,0.0,0.9986453914340448,-0.9986453914340448,1.1723138175683614,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,308.77200000000005,308.082874096,22.0,17.0,5.0,4.0,3.5801200000000017,86.89100000000002,132.66005687193478,43.07,0.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.11764705882352941,0.7727272727272727,4.0,0.6550802139037433,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,4.218367576599121,,3.0,0.0,0.9993422182625576,0.0006577817374423534,0.0006577817374424038,0.0,0.0006577817374424038,3.579834235025336,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,1.0
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,351.8410000000001,351.125073256,25.0,19.0,6.0,5.0,3.333300000000002,99.54500000000002,151.14977477093137,46.31,0.0,5.0,5.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.21052631578947367,0.68,1.3333333333333333,0.4694736842105264,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,6.847115993499756,,4.0,0.0,0.7812665417851499,0.21873345821485013,0.21873345821485013,0.0,0.21873345821485013,3.226099225782479,2.0,0.0,4.0,0.0,0.0,4.0,1.0,1.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,1.0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,343.21700000000004,342.043901744,23.0,17.0,6.0,4.0,4.233520000000002,91.90100000000002,142.96332309881646,43.07,0.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.11764705882352941,0.7391304347826086,4.0,0.6214833759590792,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,4.097400665283203,,3.0,0.0,0.9995020515840252,0.000497948415974836,0.0004979484159748784,0.0,0.0004979484159748784,4.233303689890563,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,1.0
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,319.88000000000005,319.18152551199995,22.0,18.0,4.0,3.0,4.810600000000004,96.85970000000006,138.2301567424412,28.16,1.0,3.0,4.0,8.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.5,0.45454545454545453,0.25,-0.04545454545454547,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,10.088799476623535,13.78915786743164,3.0,1.0,0.002043205669671033,0.997956794330329,0.9979567934963517,4.0817082130107404e-07,0.9979563853255304,2.1209120850404424,0.0,0.0,4.0,0.0,0.0,4.0,2.0,2.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,1.0
CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,335.8790000000001,335.176440132,23.0,18.0,5.0,4.0,3.783000000000002,98.27150000000005,143.0243904946372,48.39,2.0,4.0,6.0,9.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.5,0.43478260869565216,0.2222222222222222,-0.06521739130434784,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,8.741804122924805,13.76565170288086,3.0,2.0,0.04353751354753978,0.9564624864524602,0.9564624676933636,4.3087183867819873e-07,0.956462036821525,2.4218636226054473,0.0,0.0,5.0,0.0,0.0,5.0,2.0,2.2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,1.0
COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,259.35299999999995,259.168462292,19.0,15.0,4.0,4.0,2.782700000000001,79.66810000000002,113.52566642868597,60.17,2.0,4.0,6.0,6.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.4,0.5263157894736842,0.3333333333333333,0.12631578947368416,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,10.277918815612793,13.722977638244629,3.0,1.0,0.0013228362785407306,0.9986771637214593,0.9986771630926362,4.753594755430862e-07,0.9986766877331607,-0.0957939031490187,0.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,1.0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,656.6620000000001,656.156362084,46.0,32.0,14.0,13.0,2.752900000000001,155.94339999999977,266.56200328692984,160.83,3.0,14.0,17.0,6.0,8.0,3.0,5.0,5.0,1.0,6.0,0.0,0.0,0.0,0.46875,0.3695652173913043,1.3333333333333333,-0.09918478260869568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.890724182128906,0.0,3.0,0.9967798576447582,0.0032201423552418174,0.0,0.0032201423552418043,-0.0032201423552418043,2.7514992534301457,3.0,1.0,12.0,4.0,2.0,14.0,1.0,2.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0
CC[C@@]1(c2ccncc2)CCC(=O)NC1=O,218.25599999999994,218.105527688,16.0,12.0,4.0,4.0,1.166,58.58970000000003,94.07272113138609,59.06,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.375,1.0,-0.041666666666666685,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.59800386428833,10.833514213562012,1.0,1.0,0.9841060880976635,0.015893911902336466,0.015531228480136593,0.0003684052076531994,0.015162823272483394,1.1590419185450884,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0
O=[S@H](Cc1ccccn1)c1nc2ccccc2[nH]1,258.32599999999996,258.070108004,18.0,13.0,5.0,4.0,1.9979999999999998,71.83810000000003,106.55781455817605,58.64,2.0,3.0,5.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.07692307692307693,0.8333333333333334,1.0,0.7564102564102564,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.206728458404541,8.776219367980957,2.0,1.0,0.9590309897710835,0.040969010228916525,0.0006403984141954838,0.04035445474354451,-0.039714056329349025,1.9798326410279368,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0
Cc1c(OCC(F)(F)F)ccnc1C[S@@H](=O)c1nc2ccccc2[nH]1,370.3760000000001,370.0837073800001,25.0,16.0,9.0,5.0,3.2475200000000006,88.12510000000003,143.26279233965144,67.87,2.0,4.0,6.0,5.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.25,0.6,0.6,0.35,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.839681625366211,8.782470703125,2.0,1.0,0.9575638852578727,0.04243611474212727,0.0027446564883304566,0.0398006974964204,-0.03705604100808994,3.2286877581909734,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.6666666666666667,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0
COc1ccc2nc([S@H](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,346.4320000000001,346.1225375,24.0,17.0,7.0,6.0,2.63204,94.41610000000004,142.2446734747762,77.1,2.0,5.0,7.0,5.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.29411764705882354,0.625,0.6,0.33088235294117646,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,5.546635627746582,8.028871536254883,2.0,1.0,0.7985029833622721,0.2014970166377279,0.013822629281403665,0.19030490145963486,-0.1764822721782312,2.534316543086088,3.0,0.0,3.0,2.0,2.0,5.0,1.0,1.2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,1.0
COc1ccnc(C[S@H](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,384.38400000000007,384.082958432,26.0,16.0,10.0,7.0,2.6166,91.57410000000002,149.324347395739,86.33,2.0,6.0,8.0,7.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.25,0.5769230769230769,0.42857142857142855,0.32692307692307687,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,5.421015739440918,7.864398956298828,2.0,1.0,0.7367345959269662,0.2632654040730338,0.010386786975146755,0.25553278166622073,-0.24514599469107398,2.4839110641366826,1.0,0.0,4.0,3.0,2.0,4.0,1.0,1.75,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0
