smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fused_ring_count,fused_aromatic_ring_count,aromatic_atom_fraction,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,halogen_count,fluorine_count,chlorine_count,bromine_count,iodine_count,basic_center_count,basic_heterocycle_count,tertiary_amine_count,quaternary_ammonium_count,most_basic_pka,num_basic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,estimated_logd_ph74,combined_logp_pka_sq,min_basic_center_distance,min_basic_to_aromatic_distance,methanesulfonamide_count,thiazole_count,quinoline_isoquinoline_like_count,aryl_guanidine_count,phenyl_piperazine_count,structural_alert_count,property_window_violation_count,herg_risk_alert_count,logp_lt_4,estimated_logd_lt_3,combined_logp_pka_sq_lt_110,most_basic_pka_le_8,tpsa_gt_75,hbd_ge_2,hba_ge_5,mw_le_500,aromatic_ring_count_le_3,fused_bicyclic_aromatic_absent,rotatable_bonds_gt_5,num_basic_sites_le_2,basic_center_count_le_2,multiple_halogens_present,positive_charge_present_ph74,tertiary_amine_present,basic_heterocycle_present,quaternary_ammonium_present,cation_pi_proxy_present,short_basic_center_distance_present,long_basic_to_aromatic_distance_present,methanesulfonamide_present,thiazole_present,quinoline_isoquinoline_like_present,aryl_guanidine_present,phenyl_piperazine_present,formal_charge_abs_le_1,low_planarity_proxy,herg_property_window_pass,herg_structural_alert_present,pka_features_available
CC1=CN2C(N)=C(Cl)C=C(C(=O)NC[C@@H]3CCCN(CC(C)C)C3)[C@@H]2N1,379.93600000000015,379.21388826000003,26.0,19.0,7.0,6.0,1.8698000000000004,104.68080000000005,73.63,3.0,5.0,8.0,5.0,3.0,0.0,3.0,2.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,9.75852108001709,1.0,0.004360941219713256,0.9956390587802867,0.9956390526554841,-0.49061976705879506,98.72488570913791,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Clc1ccc2c(c1)CCc1cccnc1C2=C1CC[NH2+]CC1,311.8360000000001,311.13095274009,22.0,19.0,3.0,2.0,2.9927,90.01240000000003,29.5,1.0,1.0,2.0,0.0,4.0,2.0,2.0,3.0,0.0,0.5454545454545454,0.3157894736842105,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,9.823497772216797,2.0,0.003757226802922564,0.9962427731970774,0.9962427731970774,0.5675674118014107,105.45736177074838,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Cc1ccc(-n2[nH]c(C)c(N/N=C3/C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C,442.47500000000025,442.1641051839999,33.0,25.0,8.0,8.0,3.779460000000002,127.18370000000004,116.54999999999998,3.0,6.0,9.0,5.0,4.0,3.0,1.0,0.0,0.0,0.5151515151515151,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.365628242492676,2.0,3.086777883390481e-05,0.9999691322211661,0.009154490701931651,-0.7310346201092282,43.07428432823505,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C[C@H]1CN(c2ncccc2F)CCN1/C(=N/C#N)Nc1ccc(C(C)(C)C)cc1,394.4980000000001,394.228123084,29.0,22.0,7.0,6.0,3.9778800000000025,114.38870000000004,67.55,1.0,4.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.41379310344827586,0.4090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.906038761138916,4.0,0.9689300349836578,0.031069965016342183,0.03106930062656402,3.964172418415535,50.70482314247532,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,409.52100000000013,409.17885633218,28.0,21.0,7.0,3.0,2.1114000000000006,105.81640000000004,12.120000000000001,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,0.0,0.42857142857142855,0.42857142857142855,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.822850227355957,3.0,0.2741538505034259,0.7258461494965741,0.7258461494965741,1.5493943499482872,65.65499563964315,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,375.9690000000001,375.15249935218,25.0,20.0,5.0,3.0,1.7460000000000004,105.82440000000005,12.120000000000001,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,0.0,0.48,0.4,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,7.816936016082764,3.0,0.27687205720289865,0.7231279427971014,0.7231279427971014,1.1882791275948312,64.15300467953188,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
OCC[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,405.9950000000002,405.16306403617995,27.0,21.0,6.0,4.0,1.1085000000000007,111.85320000000004,32.35,3.0,3.0,6.0,6.0,4.0,2.0,2.0,3.0,0.0,0.4444444444444444,0.42857142857142855,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,7.557908058166504,3.0,0.410089029019111,0.589910970980889,0.5899108238963627,0.7213781509012528,58.35074646569817,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,344.845,344.10802622400007,25.0,22.0,3.0,2.0,5.376700000000004,101.84300000000002,17.82,0.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.92,0.045454545454545456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,6.331757068634033,2.0,0.9212693743224398,0.07873062567756017,0.07873062567756012,5.341086634189066,69.00005046619708,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
O=C(c1ccc(F)cc1)c1ccc(F)cc1,218.202,218.054321316,16.0,13.0,3.0,1.0,3.195800000000002,56.232500000000016,17.07,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.195800000000002,10.213137640000012,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
O=C(c1ccccc1F)c1ccccc1F,218.202,218.054321316,16.0,13.0,3.0,1.0,3.195800000000001,56.232500000000016,17.07,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.195800000000001,10.213137640000006,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Cc1ccc(C(=O)c2cc(O)c([O-])c([N+](=O)[O-])c2)cc1,272.236,272.05644599991,20.0,14.0,6.0,6.0,1.91342,68.8187,103.5,1.0,5.0,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.6,0.07142857142857142,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003076285555916991,0.996923714444083,0.0,-0.5985533536550705,3.6611760963999997,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CC(C)(C)c1ccc([C@@H](O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,472.6930000000001,472.32100600408995,35.0,32.0,3.0,3.0,5.028700000000005,143.50629999999984,44.900000000000006,3.0,2.0,5.0,8.0,4.0,3.0,1.0,0.0,0.0,0.5142857142857142,0.4375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.451269149780273,1.0,0.008808215359834162,0.9911917846401659,0.9911917721869694,2.9735879245427417,114.61431223158839,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC(C)(O)c1ccc([C@H](O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,474.66500000000013,474.30027056009,35.0,31.0,4.0,4.0,3.9586000000000032,140.05109999999988,65.13,4.0,3.0,7.0,9.0,4.0,3.0,1.0,0.0,0.0,0.5142857142857142,0.41935483870967744,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.457590103149414,1.0,0.008682048487041832,0.9913179515129582,0.9913179384196805,1.8972222069341416,105.11652451918977,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC[NH+](CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,323.5040000000001,323.24817541209,24.0,22.0,2.0,2.0,2.975200000000001,102.95470000000007,7.680000000000001,1.0,1.0,2.0,8.0,3.0,2.0,1.0,2.0,0.0,0.5,0.45454545454545453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,10.016497611999512,2.0,0.0024124227774698914,0.9975875772225301,0.9975875772225301,0.35765342031408176,109.18203945119193,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC(C)(C)c1ccc(C(=O)CCC[NH+]2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,470.67700000000013,470.30535594008995,35.0,32.0,3.0,3.0,5.800500000000007,143.10419999999985,30.740000000000002,1.0,2.0,3.0,9.0,4.0,3.0,1.0,0.0,0.0,0.5142857142857142,0.40625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.26189136505127,1.0,0.12083164366477395,0.879168356335226,0.879168356335226,4.882680683203669,101.90464917790881,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([NH+](C)C)[C@@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O,748.9720000000001,748.48416772009,52.0,38.0,14.0,14.0,1.0226000000000086,190.17189999999945,184.11,5.0,13.0,18.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,0.9473684210526315,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.726193428039551,1.0,0.32058337137368476,0.6794166286263152,0.6794157498889724,0.5285409917924888,60.739775647481565,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@]1(C)O,734.9450000000002,734.46851765609,51.0,37.0,14.0,14.0,0.3685000000000083,185.38169999999957,195.10999999999999,6.0,13.0,19.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.9459459459459459,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.718684673309326,1.0,0.32436096178444035,0.6756390382155597,0.6756382902706455,-0.12047142049603893,59.71388533598031,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH2+]C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,720.9180000000002,720.45286759209,50.0,36.0,14.0,14.0,0.41720000000000806,180.42039999999963,207.27999999999997,6.0,13.0,19.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.9444444444444444,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.529922485351562,1.0,0.06902619457485365,0.9309738054251464,0.9309736508218389,-0.7437860686759719,72.93363344610619,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(O)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@H](O[C@H]2O[C@H](C)C[C@@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@]1(C)O,720.9180000000002,720.45286759209,50.0,36.0,14.0,14.0,-0.2855999999999904,180.5914999999996,206.10999999999999,7.0,13.0,20.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.9444444444444444,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.714849472045898,1.0,0.32629927065294206,0.6737007293470579,0.6736999992311705,-0.7719838969499538,59.60046973632687,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,719.9100000000002,719.44559114,50.0,36.0,14.0,14.0,1.1315000000000046,181.46779999999958,204.91,6.0,14.0,20.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.714849472045898,1.0,0.32629927065294206,0.6737007293470579,0.6736999992311705,0.6451161030500412,60.79919462632689,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
O=C([O-])COCC[NH+]1CC[NH+]([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,389.90300000000013,389.16264679208996,27.0,21.0,6.0,5.0,-1.0206999999999953,101.82340000000005,58.239999999999995,2.0,3.0,5.0,8.0,3.0,2.0,1.0,0.0,0.0,0.4444444444444444,0.38095238095238093,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.100436210632324,2.0,6.244818909546696e-05,0.9999375518109045,0.3340839916124224,-5.225180151000794,51.45802287125871,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,393.46800000000013,393.11471246800005,28.0,21.0,7.0,6.0,4.511700000000003,113.99220000000003,80.32,2.0,5.0,7.0,5.0,4.0,4.0,0.0,3.0,3.0,0.7142857142857143,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.018954277038574,3.0,0.6781404492626947,0.3218595507373053,0.2937188850504932,4.343019649653027,69.62115603315812,4.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
c1ccc(-c2[nH]c3ccccc3c2C2CC[NH2+]CC2)cc1,277.3909999999999,277.16992509209,21.0,19.0,2.0,2.0,3.2757000000000005,87.36910000000003,32.4,2.0,0.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,0.7142857142857143,0.2631578947368421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.47111701965332,2.0,0.0008482312666966323,0.9991517687333034,0.9991517684115199,0.20421427697012406,120.37450212927344,7.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
CC(C)Oc1cc([C@H](C2=CN[C@H](C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F,560.4630000000003,560.10160388,37.0,22.0,15.0,6.0,5.200100000000005,115.7405,77.66,2.0,6.0,8.0,8.0,3.0,2.0,1.0,0.0,0.0,0.32432432432432434,0.4090909090909091,0.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9174332542256542,0.08256674577434575,0.0,5.162674477964005,27.041040010000057,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
CC(C)Oc1cc([C@@H](C2=CN[C@@H](C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F,560.4630000000003,560.10160388,37.0,22.0,15.0,6.0,5.200100000000005,115.7405,77.66,2.0,6.0,8.0,8.0,3.0,2.0,1.0,0.0,0.0,0.32432432432432434,0.4090909090909091,0.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9174332542256542,0.08256674577434575,0.0,5.162674477964005,27.041040010000057,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,395.4590000000002,395.18450628,29.0,22.0,7.0,7.0,2.5509000000000004,111.05520000000004,71.11,1.0,5.0,6.0,4.0,4.0,2.0,2.0,2.0,0.0,0.41379310344827586,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.2142653465271,2.0,0.9935216424700289,0.006478357529971057,0.0064780280264586845,2.548077332042647,33.695653913993375,7.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
C1CCC(C(C[C@@H]2CCCC[NH2+]2)C2CCCCC2)CC1,278.50399999999996,278.28422657209,20.0,19.0,1.0,1.0,4.269200000000003,85.68840000000007,16.61,1.0,0.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.689099311828613,1.0,0.0005136621322515689,0.9994863378677484,0.9994863378677484,0.9798775502281938,132.48291273813496,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
C1CCC(C(C[C@H]2CCCC[NH2+]2)C2CCCCC2)CC1,278.50399999999996,278.28422657209,20.0,19.0,1.0,1.0,4.269200000000003,85.68840000000007,16.61,1.0,0.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.689099311828613,1.0,0.0005136621322515689,0.9994863378677484,0.9994863378677484,0.9798775502281938,132.48291273813496,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
C[C@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,361.3730000000001,361.14378433999997,26.0,18.0,8.0,7.0,-1.2077999999999978,91.53620000000004,79.03999999999999,1.0,6.0,7.0,2.0,4.0,2.0,2.0,3.0,2.0,0.38461538461538464,0.4444444444444444,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,7.197354793548584,3.0,0.007334218016351415,0.9926657819836486,0.38541943799072065,-3.342446184382082,53.260696864216776,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
C[C@@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,361.3730000000001,361.14378433999997,26.0,18.0,8.0,7.0,-1.2077999999999978,91.53620000000004,79.03999999999999,1.0,6.0,7.0,2.0,4.0,2.0,2.0,3.0,2.0,0.38461538461538464,0.4444444444444444,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,7.197354793548584,3.0,0.007334218016351415,0.9926657819836486,0.38541943799072065,-3.342446184382082,53.260696864216776,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
