sample_index,smiles,y_true,total_seed_count,error_count,error_rate,wrong_seed_list,mean_prob_1_across_seeds,error_type,explanation_seed,explanation_bundle_path,explanation_bundle_valid_macro_f1,explanation_bundle_valid_roc_auc,selected_wrong_prediction,selected_wrong_prob_1
0,O=C(NCCc1cnc[nH]1)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1,0,5,5,1.0,0;1;2;3;4,0.6824326410863244,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6963217566027622
780,COc1ccc2c3c([nH]c2c1)C1CC2C(CC(O)C(OC)C2CO)CN1CC3,0,5,5,1.0,0;1;2;3;4,0.6410606879109635,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6448994052327195
784,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccnc2ccccc12,0,5,5,1.0,0;1;2;3;4,0.5246262616647955,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.53777998368925
788,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,1,5,5,1.0,0;1;2;3;4,0.3099075986689396,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.3227032666705182
789,NC(=O)COc1ccc(C2CC(=O)Nc3n[nH]c(Nc4ccccc4)c32)cc1,0,5,5,1.0,0;1;2;3;4,0.5191834908890993,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5262712638627758
791,CCCCC(C)/C=C(C)/C=C(\C)C(=O)NC1=CC(O)(/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)C2OC2C1=O,1,5,5,1.0,0;1;2;3;4,0.46769778060134454,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4854061493624361
798,Brc1ccc(-c2csc(N3CCOCC3)n2)cc1,0,5,5,1.0,0;1;2;3;4,0.561477683749232,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5619100497561326
807,Cc1cnc(-c2ccccc2C2COC2)nc1NCc1ccc(-n2ccnn2)cc1,0,5,5,1.0,0;1;2;3;4,0.7781959499437331,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7943501989974858
818,COc1ccc(S(=O)(=O)N2CCCCCC2)cc1NC(=O)Cc1n[nH]c(=O)c2ccccc12,0,5,5,1.0,0;1;2;3;4,0.7391903667732971,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7355883108566748
822,COC(=O)CNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2cnccn12,0,5,5,1.0,0;1;2;3;4,0.5733920963796232,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5668411082911247
823,C#CCNC(=O)c1nc(-c2ccc([S+](C)(=O)[O-])cc2)c2cnccn12,0,5,5,1.0,0;1;2;3;4,0.7347118210593564,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7176540144744215
827,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,0,5,5,1.0,0;1;2;3;4,0.5604082191211915,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.562670219070601
839,COc1ccc(-c2csc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1,0,5,5,1.0,0;1;2;3;4,0.5537887697699995,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5398014702049556
846,Cc1ccc(S(=O)(=O)Nc2ccc(C)cc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1,0,5,5,1.0,0;1;2;3;4,0.7056129226036947,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7132044009082723
863,N#Cc1ccc(C(=O)Nc2ccc(Cl)c(-c3nc4cc(Cl)ccc4o3)c2)c(F)c1,0,5,5,1.0,0;1;2;3;4,0.6856770861971849,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6707981262542017
898,Cc1nn2c(c1-c1ccccc1-c1ccccc1)N(Cc1ccc(O)cc1)CCC2,0,5,5,1.0,0;1;2;3;4,0.7042603681890586,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6937225204331616
899,Cc1ccc(-c2c(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)csc2C)cc1,0,5,5,1.0,0;1;2;3;4,0.5829985676595356,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5945010401943083
903,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0,5,5,1.0,0;1;2;3;4,0.609112948121898,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6090868517937068
943,COc1cc2c(cc1OC)C(C[C@H]1CN(S(=O)(=O)c3cccc(C#N)c3)CC[C@H]1CC(=O)O)=NCC2,0,5,5,1.0,0;1;2;3;4,0.5194574229165496,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.525836501936294
971,COC(=O)c1ccc2c(c1)nc1n2[C@@H](CNC(C)=O)COC1,0,5,5,1.0,0;1;2;3;4,0.6722303336720706,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6819793726377986
976,COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1cccc(-n2cccc2)c1,0,5,5,1.0,0;1;2;3;4,0.8205559040698269,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8119255432944573
980,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,0,5,5,1.0,0;1;2;3;4,0.74051427028446,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7414316743837999
983,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(-n3cncn3)cc2)cc1,0,5,5,1.0,0;1;2;3;4,0.6083923303603196,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6088813733947424
1010,O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,1,5,5,1.0,0;1;2;3;4,0.2586195971250533,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.26140802292408
1012,CCCc1ccc(C(=O)NC(=O)c2ccccc2O)cc1,0,5,5,1.0,0;1;2;3;4,0.7223250447332672,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7253230470747785
1014,Cc1sc(NC(=O)Cc2ccc3c(c2)OCO3)nc1-c1ccc2c(c1)CCN2C,0,5,5,1.0,0;1;2;3;4,0.7335618934171515,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7376344095227751
1024,Cc1ccc(NC(=O)CSc2ncc(S(=O)(=O)c3ccc(C(C)C)cc3)c(=O)[nH]2)cc1C,0,5,5,1.0,0;1;2;3;4,0.5094634726011826,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5197159518094019
1026,COc1cc(Cl)c(C)cc1NC(=O)CSc1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c(=O)[nH]1,1,5,5,1.0,0;1;2;3;4,0.48871218079771045,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4865846624894199
1039,COc1ccc(-c2ccc3nc(-c4cc(C)cc(C)c4)oc3c2)c(OC)c1OC,0,5,5,1.0,0;1;2;3;4,0.7100592483982412,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6893678458425037
1040,COc1ccc(-c2ccc3nc(-c4ccccc4C)oc3c2)c(OC)c1OC,0,5,5,1.0,0;1;2;3;4,0.739315604432673,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.73447168614025
1041,COc1ccc(-c2ccc3nc(-c4ccc(SC)cc4)oc3c2)c(OC)c1OC,0,5,5,1.0,0;1;2;3;4,0.733995682866074,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7300869642452362
1068,O=C(NCC1Cn2cccc2CN1Cc1cccnc1)Nc1ccccc1,0,5,5,1.0,0;1;2;3;4,0.7353316672719479,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.733505379261086
1075,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1S(=O)(=O)N1CCOCC1,1,5,5,1.0,0;1;2;3;4,0.3025901138341911,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.3116075863895356
1081,CCOc1ccc(CCNC(=O)c2cc3cnccc3n2Cc2cccc(C)n2)cc1OCC,0,5,5,1.0,0;1;2;3;4,0.8793566695677836,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.876529952949281
1093,CCn1cc(CNC(=O)c2cc(-c3ccc(C)cc3)nc3ccc(Br)cc23)c(C)n1,0,5,5,1.0,0;1;2;3;4,0.7905908314492887,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.800494023067404
1101,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)Nc2cncnc2)cc1,0,5,5,1.0,0;1;2;3;4,0.5657254277792212,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.571874607440463
1106,COc1cccc(C(=O)Nc2ccc([S+](=O)([O-])Nc3nccs3)cc2)c1O,0,5,5,1.0,0;1;2;3;4,0.6421569508984669,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6473701863579396
1109,COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,0,5,5,1.0,0;1;2;3;4,0.5470727209882096,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5489932210758944
1120,COc1cc(=O)n2c(c1C(=O)N(C)Cc1cscn1)CCN(C(=O)c1ccc(C)cc1C)CC2,0,5,5,1.0,0;1;2;3;4,0.8413553134873435,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8274968412897766
1129,Cc1ccc(-c2cc(C(=O)Nc3ccc(-c4noc(=O)[nH]4)cc3)c3ccccc3n2)cc1C,0,5,5,1.0,0;1;2;3;4,0.5704434124027025,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5586809407240102
1141,COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,0,5,5,1.0,0;1;2;3;4,0.5136252397481263,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5219627963071884
1148,O=C(Nc1ccc([S+](=O)([O-])Nc2nccs2)cc1)c1ncn[nH]1,0,5,5,1.0,0;1;2;3;4,0.548967699648609,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5463081402714057
1160,Cc1ccc(-c2cc(C(=O)Nc3ccc(-n4cncn4)cc3)c3ccccc3n2)cc1C,0,5,5,1.0,0;1;2;3;4,0.7468461854020003,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7451990347042797
1174,CC(=O)Nc1ncc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)s1,1,5,5,1.0,0;1;2;3;4,0.40177627336591043,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4038412143631678
1182,O=S(=O)(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2ccccc2c1,0,5,5,1.0,0;1;2;3;4,0.5860387891374943,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5973906542739243
1185,CCC(=O)NC(c1cccs1)c1cc([N+](=O)[O-])c2cccnc2c1O,1,5,5,1.0,0;1;2;3;4,0.32660891916500134,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.3325009544102288
1193,Fc1ccc(N2CCCN(CC3[C@H]4CNC[C@@H]34)CC2)cc1,1,5,5,1.0,0;1;2;3;4,0.4093173040169832,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4170425198083861
1207,O=c1[nH]c(C2CCN(CC3CCCCC3)CC2)nn1Cc1ccccc1,0,5,5,1.0,0;1;2;3;4,0.7304321294808827,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7260433222834877
1218,Nc1nc2c(s1)C(c1cccc(F)c1F)CC(=O)N2,0,5,5,1.0,0;1;2;3;4,0.8433378976814982,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8498052010088608
1225,Nc1nc2c(s1)C(c1c(Cl)cccc1Cl)CC(=O)N2,0,5,5,1.0,0;1;2;3;4,0.7086952445228549,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7113699114293314
1229,CCc1ccc(NC(=O)CSC2=Nc3ccccc3C3=NC(CC(=O)NCc4ccc5c(c4)OCO5)C(=O)N23)cc1,0,5,5,1.0,0;1;2;3;4,0.6102712728212817,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6050024034780949
1230,Fc1ccc(Nc2nc(-c3ccncc3)ncc2-c2ccccc2)cc1F,0,5,5,1.0,0;1;2;3;4,0.7843005078799379,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7661732237172905
1232,O=C(c1ccc2ncccc2c1)N1CCc2c(nc3cc[nH]n3c2=O)C1,1,5,5,1.0,0;1;2;3;4,0.3350675225611172,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.3344282986272928
1244,CCc1ccc(C2N=C(N)Nc3nc4ccccc4n32)cc1,0,5,5,1.0,0;1;2;3;4,0.7939966263604935,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8019533090824531
1259,O=C(Nc1ncc(Cc2ccc(C(F)(F)F)cc2)s1)c1cnc(-c2ccccc2)[nH]1,0,5,5,1.0,0;1;2;3;4,0.6644595397894497,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6789321681703838
1276,CC(=O)N1CCN(c2ccc(OCc3nn(C)c(C)c3-c3cccc4c(CCCOc5cccc6ccccc56)c(C(=O)O)n(Cc5cccnc5)c34)cc2)CC1,1,5,5,1.0,0;1;2;3;4,0.47351719125437447,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4623007520482036
1277,Cc1c(-c2cccc3c(CCCOc4cccc5ccccc45)c(C(=O)O)n(Cc4cccnc4)c23)c(COc2ccc(N3CCN([S+](=O)([O-])N(C)C)CC3)cc2)nn1C,1,5,5,1.0,0;1;2;3;4,0.47121686568994914,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4525592184443205
1292,O=C(NCCCc1ccccc1)c1cccc(-c2cc(O)c3ncccc3c2)c1,0,5,5,1.0,0;1;2;3;4,0.6958825530231201,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6788158109770359
1310,CC1CCC(NC(=O)c2ccc3c(c2)N(Cc2ccccc2F)C(=O)c2ccccc2S3)CC1,0,5,5,1.0,0;1;2;3;4,0.629530457307374,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6382665904595223
1311,CCOc1ccc(CN2C(=O)c3ccccc3Sc3ccc(C(=O)NC4CCC(C)CC4)cc32)cc1,0,5,5,1.0,0;1;2;3;4,0.595089647581926,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5968625303511975
1312,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0,5,5,1.0,0;1;2;3;4,0.6025147535521242,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5951204483402583
1335,CCOC(=O)N1CCc2c(sc(NCc3sccc3C)c2C(=O)Nc2cc(Cl)ccc2OC)C1,0,5,5,1.0,0;1;2;3;4,0.6157431948753905,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6274173488670288
1340,CC(=O)Nc1ccc(OCc2cn(CC(=O)c3ccc(O)cc3)nn2)cc1,0,5,5,1.0,0;1;2;3;4,0.7016144010527197,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7197272506062495
1344,C=Cc1ccc(Cn2c(C(=O)O)c(CNC3CCCCC3)c3ccc(OC)cc32)cc1,1,5,5,1.0,0;1;2;3;4,0.40170338204508244,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4057453212089112
1349,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0,5,5,1.0,0;1;2;3;4,0.5369305330993124,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5442865849547188
1376,COc1ccc(-c2cc(-c3cccc4[nH]ncc34)cn3cncc23)cn1,0,5,5,1.0,0;1;2;3;4,0.8114653807409689,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.8071522296216826
1391,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,0,5,5,1.0,0;1;2;3;4,0.6401721434554011,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.6650714582083909
1405,Fc1cccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)c1,0,5,5,1.0,0;1;2;3;4,0.7645025529687695,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7739490978697348
1420,O=C(Nc1ccccc1)C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1,0,5,5,1.0,0;1;2;3;4,0.7462277242807216,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.7596417837948469
1421,CCCOC(c1cc2nccc(C(=O)O)c2[nH]1)c1ccccc1Cl,1,5,5,1.0,0;1;2;3;4,0.34051885535129517,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.3305316890041683
526,Cc1ccc(-c2nc(NCC(=O)Nc3cccc(C(=O)O)c3)c3ccccc3n2)cc1,0,5,4,0.8,0;2;3;4,0.5182977938165199,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.526733802061714
620,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0,5,4,0.8,0;2;3;4,0.5148052348517858,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.504852783452789
716,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1cc(-c2ccccc2)nc2ccccc12,0,5,4,0.8,0;1;2;3,0.5064244926525052,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5054298078031702
1022,COC(=O)c1cc(Cl)ccc1NC(=O)CSc1ncc(S(=O)(=O)c2ccc(Br)cc2)c(=O)[nH]1,1,5,4,0.8,0;2;3;4,0.49193265705747924,false_negative,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,0,0.4878603310465778
919,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1,1,5,3,0.6,0;1;4,0.4974804173195776,false_negative,4,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_4.joblib,0.7342931937172774,0.8113475177304965,0,0.49466820317833
1013,O=C(Cc1nc2ccc(Cl)cc2[nH]1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,5,3,0.6,0;3;4,0.5048113073679537,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5071264584452788
1397,O=C(Nc1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1)c1ccc2ccccc2c1,0,5,3,0.6,0;2;3,0.5038283493348799,false_positive,3,checkpoints/forest/TDC__PAMPA_NCATS/galactica-6.7b__pampa_ncats__synthesize__seed_3.joblib,0.7342931937172774,0.8131205673758864,1,0.5031605304636948
