smiles,mol_weight,exact_mol_weight,heavy_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,heteroatom_count,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,abs_formal_charge,labute_asa,labute_asa_per_heavy_atom,balaban_j,kappa1,kappa2,kappa3,aromatic_heavy_atom_fraction,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,has_amphoteric_sites,pka_features_available,carboxylic_acid_count,sulfonic_acid_count,phosphonic_acid_count,acidic_group_count,strong_acidic_group_count,intramolecular_hbond_pair_count,intramolecular_hbond_potential_present,mw_le_500,hbd_le_5,hba_le_10,logp_le_5,estimated_logd_between_neg0p5_4p5,tpsa_lt_60,tpsa_le_120,rotatable_bonds_le_10,total_hbond_donors_acceptors_le_12,formal_charge_zero,neutral_fraction_ge_0p5,acidic_group_count_eq_0,strong_acidic_group_count_eq_0,passive_permeability_screen_pass
O=C1Nc2ccccc2/C1=C\c1ccc([N+](=O)[O-])cc1,266.256,266.06914218000003,20.0,3.0875000000000012,76.03910000000002,72.24,1.0,3.0,4.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,114.25224948918896,5.712612474459448,1.9994125693547902,12.102762105524212,4.62042904667944,2.0520116694093296,0.6,2.833710193634033,12.74284839630127,1.0,1.0,0.9999683136078915,3.168639210848756e-05,2.7145534932093066e-05,4.540980443804479e-06,2.2604554488288586e-05,3.0874862385567305,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C1Nc2ccccc2/C1=C\c1ccc(O)c(F)c1,255.24799999999996,255.06955678,19.0,3.024000000000001,71.00750000000001,49.33,2.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,108.5590429218114,5.7136338379900735,2.083290249874284,11.4692641265699,4.2423570760462965,1.970561385518733,0.631578947368421,2.851452350616455,8.106457710266113,1.0,2.0,0.8356905541286981,0.16430944587130192,2.827743870741717e-05,0.16428581401463085,-0.16425753657592343,2.946045493332704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(/C=C2/C(=O)Nc3ccccc32)cc(C)c1O,265.312,265.11027872,20.0,3.501740000000002,80.52350000000003,49.33,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,0.11764705882352941,0.0,0.0,0.0,0.0,117.12339174767838,5.856169587383919,2.1141382899576766,12.482110546454225,4.52743549684222,1.9716377557178886,0.6,2.866525650024414,9.969082832336426,1.0,2.0,0.9972808331781923,0.002719166821807728,2.9276080684515403e-05,0.002689969492887092,-0.0026606934122025768,3.5005574723793673,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,520.9460000000001,518.7966506959999,21.0,5.014500000000002,99.16650000000001,49.33,2.0,2.0,4.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,151.3904408512115,7.2090686119624525,2.128095388687946,15.051788250673834,5.734710394518746,2.8860171727762456,0.5714285714285714,2.802748203277588,6.111846923828125,1.0,2.0,0.04898067033639251,0.9510193296636075,2.527768078804291e-05,0.9510180915145604,-0.9509928138337723,3.7045247244678343,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
O=C1Nc2ccccc2/C1=C\c1ccc(O)cc1,237.25799999999998,237.078978592,18.0,2.884900000000001,71.04950000000002,49.33,2.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,104.39350751888517,5.799639306604732,2.06520794707081,10.594325580249754,4.035866968245453,1.7566390574674389,0.6666666666666666,2.873035430908203,9.22698974609375,1.0,2.0,0.9852953301716045,0.014704669828395467,2.9718201583344458e-05,0.014675387752943648,-0.014645669551360303,2.8784664244465743,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C1Nc2ccccc2/C1=C\c1cc(F)c(O)c(F)c1,273.23799999999994,273.06013496800006,20.0,3.163100000000001,70.9655,49.33,2.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,112.72457832473764,5.636228916236882,2.1141382899576757,12.349246012281293,4.450130076951275,1.9294292668928192,0.6,2.821861743927002,6.629035472869873,1.0,2.0,0.14489160609875595,0.855108393901244,2.6414979130059307e-05,0.8551045664913919,-0.8550781515122619,2.3241432265299484,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
COc1ccc(/C=C2/C(=O)Nc3ccccc32)cc1O,267.284,267.08954327600003,20.0,2.893500000000001,77.60150000000002,58.56,2.0,3.0,5.0,4.0,2.0,3.0,2.0,1.0,0.0625,0.0,0.0,0.0,0.0,115.87199486278867,5.793599743139433,2.0439060542324317,12.292334289087536,4.735394314355078,2.0101119720881173,0.6,2.855196475982666,9.168303489685059,1.0,2.0,0.983208842819977,0.016791157180022998,2.8522270132675677e-05,0.01676311303192843,-0.016734590761795752,2.886145775869703,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C1Nc2ccccc2/C1=C/c1cccc(C(=O)O)c1,265.268,265.07389321200003,20.0,2.8775000000000004,76.34400000000002,66.4,2.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,114.91997173332555,5.7459985866662775,2.0661951298086487,12.169088776456997,4.660558751459403,2.074509369539391,0.6,2.8545427322387695,4.048486232757568,1.0,2.0,0.00044491862864208016,0.999555081371358,2.8479369062704703e-05,0.9995550686999952,-0.9995265893309325,-0.4742194100598027,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
O=C1Nc2c(Cl)cccc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,340.5930000000001,338.96206153599996,21.0,4.845100000000002,86.07950000000001,49.33,2.0,2.0,4.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,135.30330619953017,6.443014580930008,2.1356972395887914,14.265390353023173,5.261124031957652,2.4840839838913578,0.5714285714285714,2.5515899658203125,6.203981876373291,1.0,2.0,0.059864036054815876,0.9401359639451842,1.4176982680263204e-05,0.9401351152417498,-0.9401209382590695,3.6222659937812454,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
O=C1Nc2cc(Cl)ccc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,340.5930000000001,338.96206153599996,21.0,4.845100000000002,86.07950000000001,49.33,2.0,2.0,4.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,135.30330619953017,6.443014580930008,2.1096656056572707,14.265390353023173,5.261124031957652,2.6000930011279837,0.5714285714285714,2.7468600273132324,6.230485439300537,1.0,2.0,0.06339180075681473,0.9366081992431853,2.2225440373928128e-05,0.936606790301183,-0.9365845648608091,3.647133088854166,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
O=C1Nc2ccc(Cl)cc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,340.5930000000001,338.96206153599996,21.0,4.845100000000002,86.07950000000001,49.33,2.0,2.0,4.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,135.30330619953017,6.443014580930008,2.128095388687946,14.265390353023173,5.261124031957652,2.6000930011279837,0.5714285714285714,2.760833263397217,6.1769022941589355,1.0,2.0,0.05644910500327721,0.9435508949967228,2.2952145866403323e-05,0.9435495993388926,-0.9435266471930261,3.5967570606060844,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
O=C1Nc2cccc(Cl)c2/C1=C\c1cc(Cl)c(O)c(Cl)c1,340.59299999999996,338.96206153599996,21.0,4.845100000000002,86.07950000000001,49.33,2.0,2.0,4.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,135.30330619953017,6.443014580930008,2.15635457389835,14.265390353023173,5.261124031957652,2.4840839838913578,0.5714285714285714,2.5612378120422363,6.100682735443115,1.0,2.0,0.04779752720571518,0.9522024727942848,1.4495443807557893e-05,0.9522017799378718,-0.9521872844940642,3.524505429066267,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
O=C1Nc2ccccc2/C1=C/c1cc(Cl)c(O)c(Cl)c1,306.148,305.00103388800005,20.0,4.191700000000003,81.0695,49.33,2.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0000399726485,6.250001998632425,2.1141382899576757,13.03356205581792,4.852561277106731,2.1510398174379937,0.6,2.8312511444091797,6.2162885665893555,1.0,2.0,0.06147810664873004,0.93852189335127,2.6992270758341466e-05,0.9385202338727765,-0.9384932416020182,2.9804204839957236,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Cc1ccc2c(c1)/C(=C\c1cc(Cl)c(O)c(Cl)c1)C(=O)N2,320.175,319.01668395200005,21.0,4.500120000000003,85.80650000000003,49.33,2.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,0.0625,0.0,0.0,0.0,0.0,131.3649820870451,6.255475337478337,2.1280953886879463,13.987873508600918,5.0969590608788655,2.5021888198349855,0.5714285714285714,2.9140000343322754,6.225286483764648,1.0,2.0,0.06268409206181527,0.9373159079381848,3.265771923755071e-05,0.9373138607518491,-0.9372812030326115,3.2972773397725854,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
O=C1Nc2ccccc2/C1=C\c1ccc(C(=O)O)cc1,265.268,265.07389321200003,20.0,2.8775000000000004,76.34400000000002,66.4,2.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,114.91997173332555,5.7459985866662775,1.9994125693547902,12.169088776456997,4.660558751459403,2.074509369539391,0.6,2.854339599609375,4.1227030754089355,1.0,2.0,0.0005277903301941198,0.9994722096698059,2.846605189658211e-05,0.9994721946452713,-0.9994437285933747,-0.40003857088331474,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
COc1cc(/C=C2\C(=O)Nc3ccccc32)ccc1O,267.284,267.08954327600003,20.0,2.893500000000001,77.60150000000002,58.56,2.0,3.0,5.0,4.0,2.0,3.0,2.0,1.0,0.0625,0.0,0.0,0.0,0.0,115.87199486278867,5.793599743139433,2.0653163522892526,12.292334289087536,4.735394314355078,2.0101119720881173,0.6,2.8622655868530273,9.231851577758789,1.0,2.0,0.9854570430589488,0.014542956941051233,2.899031914144859e-05,0.014514387398632572,-0.014485397079491123,2.88713769774883,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C1Nc2ccccc2/C1=C\c1ccc(O)c(Cl)c1,271.703,271.04000623999997,19.0,3.5383000000000013,76.05950000000001,49.33,2.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,114.69677374576683,6.036672302408781,2.083290249874284,11.809342995026022,4.4441302775957,2.0862886809001098,0.631578947368421,2.8541088104248047,7.903224945068359,1.0,2.0,0.7610780834465034,0.2389219165534966,2.8450929151466962e-05,0.23890026255878943,-0.23887181162963797,3.4197292158642805,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=c1[nH]cnc2nc[nH]c12,136.114,136.038510748,10.0,-0.35380000000000006,34.5094,74.43,2.0,3.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.14269411512977,5.514269411512977,3.0929120500200673,5.159860161857645,1.6629234524260401,0.5397705083562873,0.9,3.630227565765381,9.673409461975098,2.0,2.0,0.9945309335123118,0.00546906648768819,0.0001698845091047663,0.0053000823804768326,-0.005130197871372066,-0.35618170419889833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(C)c(C(=O)Nc2cccc([S+](=O)([O-])N3CCCCC3)c2)[nH]1,361.4670000000002,361.14601259600005,25.0,3.2735400000000014,97.18080000000003,88.25999999999999,2.0,3.0,5.0,7.0,4.0,3.0,2.0,1.0,0.3888888888888889,0.0,1.0,1.0,0.0,148.56349416649607,5.942539766659843,1.801565949759155,17.849950086251773,7.111498211028646,3.8353148950950535,0.44,3.289656639099121,12.943751335144043,2.0,2.0,0.9999195836539025,8.041634609745607e-05,7.755734883788061e-05,2.859219013027377e-06,7.469812982485323e-05,3.273505074220316,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])N3CCC(F)(F)CC3)c2)c1C,439.48400000000026,439.137733656,30.0,3.721340000000003,107.51530000000005,105.33,2.0,4.0,6.0,10.0,5.0,3.0,2.0,1.0,0.4,0.0,1.0,1.0,0.0,173.78597130118553,5.792865710039518,1.8074572631020924,22.259593335841,8.010147892470963,4.3499657829801395,0.36666666666666664,3.1704249382019043,12.72833251953125,2.0,2.0,0.9999363664185252,6.363358147476461e-05,5.893853555879697e-05,4.695322651403133e-06,5.424321290739383e-05,3.721312363407388,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC1=C(C(=O)Nc2ccccc2)C(c2ccc[nH]2)n2ncnc2N1,320.35600000000005,320.13855913200007,24.0,2.5337999999999994,90.34810000000002,87.63,3.0,5.0,8.0,7.0,3.0,4.0,3.0,1.0,0.11764705882352941,0.0,0.0,0.0,0.0,137.97215624407607,5.74883984350317,1.7512381183416577,14.255513813586973,5.692640380302717,2.356838098309516,0.6666666666666666,3.396078586578369,11.441405296325684,4.0,3.0,0.9998100195139665,0.00018998048603346973,9.90913053820015e-05,9.08981878715482e-05,8.193117510453294e-06,2.5337174846848476,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccnc(NC(=S)N2CCC(c3cccc(C(F)(F)F)c3)CC2)c1,379.4510000000001,379.1330033,26.0,4.9852200000000035,100.18670000000004,28.160000000000004,1.0,2.0,3.0,7.0,2.0,3.0,2.0,1.0,0.3684210526315789,0.0,0.0,0.0,0.0,155.78693337794613,5.991805129921005,1.596205826034149,18.635441974791334,7.61477927716478,4.51840213155363,0.46153846153846156,5.964554786682129,12.93369197845459,4.0,1.0,0.9646051348325825,0.03539486516741752,0.03539204251377339,2.9262184935526302e-06,0.03538911629527984,4.969569569449355,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Cc1ccc(-n2nc3c(N4CCCC(C(=O)NCc5ccccc5C)C4)nnc(C)c3c2C)cc1,468.6050000000002,468.26375964400006,35.0,4.581980000000004,138.83369999999988,75.94,1.0,6.0,7.0,7.0,5.0,5.0,4.0,1.0,0.35714285714285715,0.0,0.0,0.0,0.0,205.72198910930751,5.877771117408786,1.3990846069171148,23.023015460227555,9.485904684238735,4.502766331218421,0.6,5.667884349822998,13.803059577941895,5.0,1.0,0.9818063587517617,0.0181936412482383,0.018193253128023848,3.9531222982629895e-07,0.018192857815794022,4.574005840517836,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
CCCCc1ccc(NC(=O)c2ccc3c(c2)N(S(C)(=O)=O)CC3)cc1,372.4900000000001,372.15076362799994,26.0,3.603600000000002,105.34300000000005,66.48,1.0,3.0,4.0,6.0,6.0,3.0,2.0,1.0,0.35,0.0,0.0,0.0,0.0,154.6341969334749,5.947469112825957,1.7472904187646978,18.451056862660522,7.495768732113842,4.070155583445404,0.46153846153846156,4.171227931976318,13.306611061096191,1.0,1.0,0.9994085984057901,0.0005914015942098949,0.0005901624209864449,1.2399049688609063e-06,0.000588922516017584,3.6033430815725733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCN1C(CC(C)C)=NS(=O)(=O)c2cc(NC(=O)c3cccs3)ccc21,405.5450000000001,405.11808359599996,27.0,4.363700000000004,110.42700000000004,78.84,1.0,5.0,6.0,8.0,6.0,3.0,2.0,1.0,0.3684210526315789,0.0,0.0,0.0,0.0,163.5348248041431,6.056845363116412,1.9754773575546163,19.5682472483434,7.816738993388652,4.219330470885613,0.4074074074074074,4.711190223693848,11.665209770202637,2.0,1.0,0.9979026569367094,0.0020973430632905687,0.002043158146753716,5.4295851548208725e-05,0.0019888622952055073,4.362788178945579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1c(Cl)cccc1-n1ncc(C(=O)Nc2ccc(Br)cc2F)c1C1CCNCC1,491.7920000000002,490.05712929200007,30.0,5.455020000000003,120.20890000000003,58.95,2.0,4.0,6.0,8.0,4.0,4.0,3.0,1.0,0.2727272727272727,0.0,0.0,0.0,0.0,187.29918433854203,6.243306144618068,1.7635209706722346,21.028880630570725,8.875814563422667,4.147531653217419,0.5666666666666667,10.114513397216797,10.852093696594238,3.0,1.0,0.0019252894591189151,0.998074710540881,0.9980740307077332,0.000352982340198135,0.9977210483675351,2.7395160330900223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
COc1cccc(CNc2ccc(C(=O)Nc3nccs3)cc2)c1O,355.41900000000004,355.099062404,25.0,3.7217000000000016,98.49470000000001,83.48,3.0,6.0,9.0,7.0,6.0,3.0,3.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,148.66945457513557,5.946778183005423,1.619617892568739,16.785786144559395,7.673257907792832,4.073920469176454,0.68,4.197256088256836,8.620073318481445,3.0,3.0,0.9425865414545506,0.057413458545449436,0.000626590603949708,0.056822472368779166,-0.05619588176482946,3.696021234475442,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(NC(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1,404.2530000000001,403.0490467,27.0,4.723320000000003,104.4309,84.23,2.0,4.0,6.0,8.0,5.0,3.0,3.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,164.99999456107105,6.111110909669298,1.5833434261295205,18.946163145968523,8.242753222710133,5.089411522328583,0.6296296296296297,3.666959762573242,11.886021614074707,2.0,2.0,0.9997824744019678,0.00021752559803223104,0.00018487554391266383,3.2656091432180593e-05,0.00015221945248048324,4.723225519556775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
COC(=O)c1ccc(NS(=O)(=O)c2c(C)nc3sccn3c2=O)cc1,379.41900000000004,379.02966251600003,25.0,1.6518199999999998,92.66600000000003,106.84,1.0,8.0,9.0,10.0,4.0,3.0,3.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,146.3192103808709,5.852768415234837,2.000476111724605,17.114375992335443,6.297319346460609,3.128924938403809,0.6,4.090879917144775,4.754542350769043,2.0,1.0,0.002256045666933908,0.9977439543330661,0.0004905314192382148,0.9977428471286647,-0.9972523157094265,-0.9948321135997453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
COc1cc(Cl)c(C)cc1NS(=O)(=O)c1c(C)nc2sccn2c1=O,399.88100000000014,399.011425608,25.0,2.8356400000000006,97.62550000000003,89.76999999999998,1.0,7.0,8.0,10.0,4.0,3.0,3.0,0.0,0.2,0.0,0.0,0.0,0.0,152.46095450770886,6.098438180308355,2.1583945218185225,17.714341704166063,6.321752433568373,3.0991237881511284,0.6,4.4120612144470215,5.539926528930664,2.0,1.0,0.013599636514055399,0.9864003634859446,0.0010271051790481933,0.9863863808672277,-0.9853592756881795,0.9691673008665724,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
CCN(c1ccccc1)S(=O)(=O)c1c(C)nc2scc(C)n2c1=O,363.46400000000006,363.071133404,24.0,2.5880400000000003,95.46080000000005,71.75,0.0,6.0,6.0,8.0,4.0,3.0,3.0,0.0,0.25,0.0,0.0,0.0,0.0,143.61905665231222,5.98412736051301,2.287677564128192,16.66023163039469,6.027113866436461,2.513215512402917,0.625,2.594789981842041,,1.0,0.0,0.9999843403092652,1.5659690734803888e-05,1.5659690734842974e-05,0.0,1.5659690734842974e-05,2.5880331990294754,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)c1cccc(-c2cnc(N3CCC(c4ncc[nH]4)CC3)s2)c1,353.49500000000006,353.167416736,25.0,3.9832000000000027,104.65270000000005,48.050000000000004,1.0,5.0,6.0,6.0,4.0,4.0,3.0,1.0,0.3684210526315789,0.0,0.0,0.0,0.0,151.90284217259756,6.076113686903902,1.4600294420217814,16.145946385645004,6.879140275169806,3.3947832356277217,0.64,7.033063888549805,13.874255180358887,4.0,1.0,0.6994963138365514,0.3005036861634486,0.3005034514541746,3.3554028874234813e-07,0.3005031159138859,3.8279854302150356,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCc1nc2c(sc3nc4c(cc32)COC(C)(C)C4)c(=O)n1Cc1ccco1,395.48400000000015,395.130362532,28.0,4.061200000000003,108.94100000000003,70.15,0.0,7.0,7.0,7.0,3.0,5.0,4.0,1.0,0.38095238095238093,0.0,0.0,0.0,0.0,165.34420744414888,5.90515026586246,1.7256540254643555,17.579149542447677,6.252241233956969,2.7702052423161625,0.6428571428571429,3.934938907623291,,3.0,0.0,0.9996573978438071,0.0003426021561928616,0.0003426021561928639,0.0,0.0003426021561928639,4.061051184280331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccccn2)cc1OCC,449.57600000000025,449.17731272400005,32.0,4.916000000000004,127.97120000000002,65.38,1.0,6.0,7.0,7.0,10.0,4.0,4.0,0.0,0.28,0.0,0.0,0.0,0.0,191.36441088016628,5.980137840005196,1.4504523320889107,21.894799510254057,10.326959572783748,4.939900883352859,0.625,4.758833885192871,13.88697624206543,2.0,1.0,0.9977201582126137,0.002279841787386272,0.002279516675756816,3.2585442009632275e-07,0.00227919082133672,4.915008746912182,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
COc1ccc(-n2nc(C3CCN(C(=O)Cc4ccc(F)cc4)CC3)[nH]c2=O)cc1,410.4490000000001,410.175418816,30.0,2.657,109.39570000000003,80.22,1.0,5.0,6.0,8.0,5.0,4.0,3.0,1.0,0.3181818181818182,0.0,0.0,0.0,0.0,172.64813723390003,5.754937907796668,1.3830887811920356,19.877406421476056,8.524187285072877,4.269171424426681,0.5666666666666667,1.8779762983322144,10.184893608093262,1.0,1.0,0.9983586957352681,0.0016413042647318576,3.005903214687931e-06,0.0016383032860982675,-0.0016352973828835796,2.6562866050052976,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2nc(-c3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3Cl)oc2c1,420.85200000000026,420.08768470399997,30.0,5.480120000000002,114.57720000000002,73.59,1.0,5.0,6.0,7.0,3.0,5.0,4.0,1.0,0.13043478260869565,0.0,0.0,0.0,0.0,176.93691158198803,5.897897052732934,1.432542314905326,18.51427799747451,7.387806841900952,3.460459488592587,0.7,3.747798442840576,12.158873558044434,2.0,1.0,0.9997598905282572,0.00024010947174279984,0.00022269051457660986,1.7422837066755056e-05,0.0002052676775098548,5.4800157092602735,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
