smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,chiral_center_count,unspecified_chiral_center_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,estimated_logd_ph74,pka_features_available,nitroso_group_count,nitroso_present,aromatic_amine_count,aromatic_amine_present,michael_acceptor_count,michael_acceptor_present,catechol_ring_count,hydroquinone_ring_count,quinone_ring_count,quinone_or_catechol_alert_count,quinone_or_catechol_present,epoxide_ring_count,epoxide_present,alkyl_halide_count,alkyl_halide_present,aryl_halide_count,aryl_chloride_count,aryl_halide_present,hydroxamic_acid_count,metal_chelator_alert_count,metal_chelator_present,pains_filter_available,pains_alert_count,pains_alert_present,electrophilic_alert_count,electrophilic_alert_present,structural_alert_family_count,mw_le_500,logp_le_5,logp_lt_3,tpsa_gt_75,tpsa_le_140,hbd_le_5,hba_le_10,rotatable_bonds_le_10,aromatic_ring_count_le_3,most_basic_pka_lt_7,most_basic_pka_ge_7,property_alert_count,property_window_pass,basic_aryl_halide_risk_flag
FC(F)(F)C(F)(F)C(F)(F)F,188.017,187.98722576,11.0,8.0,0.0,2.7462999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.7462999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
FC(F)(F)C(Cl)Br,197.381,195.890224472,7.0,5.0,0.0,2.5084999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.5084999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
FC(F)OC(Cl)C(F)(F)F,184.49099999999996,183.971433464,10.0,7.0,1.0,2.3528000000000002,9.23,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.3528000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
FC(F)OC(F)C(F)(F)F,168.03599999999997,168.000984004,10.0,7.0,1.0,2.0835,9.23,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
FC(F)=C(F)F,100.01400000000001,99.99361288,6.0,4.0,0.0,1.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
[NH3+]CC(=O)[O-],75.06700000000001,75.0320284,5.0,3.0,3.0,-3.0218,67.77,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,9.635557174682617,2.093101978302002,1.0,1.0,2.851183513508967e-08,0.9999999714881649,0.9942200333158234,0.999995067128118,-10.566774828871047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],189.09899999999996,189.00517323973003,13.0,7.0,7.0,-5.252599999999999,140.62,1.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,,2.966949462890625,0.0,4.0,3.6892105384600526e-05,0.9999631078946154,0.0,0.9999631078946154,-9.68566655944321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
FC(F)OC(F)(F)C(F)Cl,184.491,183.971433464,10.0,7.0,1.0,2.3528000000000002,9.23,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.3528000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
O=C([O-])/C=C/C(=O)[O-],114.05599999999998,113.99640570382002,8.0,4.0,4.0,-2.9576000000000002,80.25999999999999,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,,3.0178074836730957,0.0,2.0,4.1475293768855614e-05,0.9999585247062311,0.0,0.9999585247062311,-7.3398105291917,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,
NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)[O-],175.212,175.11895214009,12.0,6.0,6.0,-5.518999999999999,133.78,4.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,11.591437339782715,2.506127119064331,2.0,1.0,8.215921618070924e-10,0.9999999991784079,0.999935652050345,0.9999872320382202,-14.60434371266804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
NCC[NH2+]CCNCC[NH2+]CCN,191.32299999999995,191.20989864017997,13.0,5.0,5.0,-4.379799999999996,97.28999999999999,5.0,3.0,8.0,10.0,0.0,0.0,0.0,0.0,10.6270170211792,,5.0,0.0,0.0005925507620997417,0.9994074492379003,0.9994074492379003,0.0,-7.607074438979483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
[NH3+]CCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],232.04499999999996,231.97924559573002,13.0,10.0,8.0,-4.908099999999999,174.25,2.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,9.448553085327148,1.7903624773025513,1.0,5.0,2.1774190357976857e-08,0.9999999782258097,0.9911370029451138,0.999997543247479,-12.570157984637184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
[NH3+]CCC[NH2+]CCSP(=O)([O-])[O-],214.22699999999998,214.05409997,12.0,7.0,5.0,-3.2562999999999978,107.44,2.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,10.326494216918945,,2.0,0.0,0.001183018947208181,0.9988169810527918,0.9988169810527918,0.0,-6.183308299664489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
[NH3+]CCCC([NH3+])(C(=O)[O-])C(F)F,183.178,183.09396051609,12.0,6.0,4.0,-2.9957999999999965,95.41,2.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0,10.439881324768066,1.2075629234313965,2.0,1.0,5.851743897881482e-10,0.9999999994148256,0.9990885713706357,0.9999993579591743,-12.2285146890694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
[NH3+]CCCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],246.07199999999997,245.99489565973002,14.0,10.0,8.0,-4.517999999999999,174.25,2.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,9.977433204650879,1.945407509803772,1.0,5.0,9.264568904277246e-09,0.9999999907354311,0.9973611224975137,0.9999964892008456,-12.551174784315874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
O=C([O-])CCC(=O)[O-],116.07199999999999,116.01205576782002,8.0,4.0,4.0,-2.733599999999999,80.25999999999999,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,,3.437232732772827,0.0,2.0,0.00010893951021140325,0.9998910604897886,0.0,0.9998910604897886,-6.696414581632769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,
[NH3+]CC(=O)CCC(=O)[O-],131.131,131.058243148,9.0,4.0,4.0,-2.6724999999999994,84.84,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,7.025339126586914,4.123066425323486,1.0,1.0,0.00037147486798857235,0.9996285251320114,0.29677793839727334,0.9994717531086241,-6.1025705629615175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
O=C([O-])CCCO,103.097,103.04006766391001,7.0,3.0,3.0,-1.4912,60.36,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,,4.596228122711182,0.0,2.0,0.0015687231297683013,0.9984312768702317,0.0,0.9984312768702317,-4.295653700023204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
NC(=O)CC[C@H]([NH3+])C(=O)[O-],146.146,146.06914218,10.0,5.0,5.0,-3.3876999999999997,110.86000000000001,2.0,3.0,5.0,4.0,0.0,0.0,1.0,0.0,9.121842384338379,2.413971424102783,2.0,3.0,1.9229211488096713e-07,0.9999998077078851,0.9813793628746652,0.9999896731721054,-10.10373852405011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-],610.6240000000004,610.13740955982,40.0,20.0,18.0,-10.649200000000011,332.2,6.0,14.0,20.0,21.0,0.0,0.0,4.0,0.0,9.212396621704102,2.086704730987549,2.0,8.0,7.37339644966897e-08,0.9999999262660355,0.9848307200796506,0.9999951392574411,-17.781532414506685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0
[NH3+]CCCCCC(=O)[O-],131.175,131.094628656,9.0,3.0,3.0,-1.4613999999999996,67.77,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,10.963805198669434,4.761962890625,1.0,1.0,6.266728317646217e-07,0.9999993733271683,0.9997270543065723,0.9977040383971819,-7.664359132921644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
O=C([O-])CCCCCCCC(=O)[O-],186.20699999999997,186.09030608782,13.0,4.0,4.0,-0.7830999999999997,80.25999999999999,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,,4.568774223327637,0.0,2.0,0.0014727673143311026,0.9985272326856689,0.0,0.9985272326856689,-3.614965862854909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,
O=C([O-])CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],289.21999999999997,289.06883611573,20.0,10.0,10.0,-8.827100000000007,168.2,1.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0,8.595475196838379,1.5936400890350342,2.0,4.0,9.36099400154027e-08,0.99999990639006,0.9400647175604744,0.9999984381496807,-15.855778033049983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
O=C([O-])CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC[NH+](CC(=O)[O-])CC(=O)[O-],390.32500000000016,390.11651457972994,27.0,13.0,13.0,-12.19230000000001,212.76999999999998,2.0,11.0,13.0,16.0,0.0,0.0,0.0,0.0,9.39453411102295,1.5756123065948486,3.0,5.0,1.502109921952372e-08,0.9999999849789007,0.9899748689403584,0.9999985016555764,-20.015598285207627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
NCC[NH2+]CCNCC[NH3+],148.254,148.16769948017998,10.0,4.0,4.0,-3.6599999999999975,82.3,4.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,10.56521987915039,,4.0,0.0,0.0006830985344064011,0.9993169014655936,0.9993169014655936,0.0,-6.825516646446623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
O=S(=O)([O-])CCS,141.193,140.96855959991,7.0,5.0,3.0,-0.5385999999999997,57.2,1.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,,1.3918492794036865,0.0,2.0,9.81406326316936e-07,0.9999990185936737,0.0,0.9999990185936737,-6.546751146807844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
[NH3+]CCS,78.16,78.03719667608999,4.0,2.0,1.0,-0.8418999999999999,27.64,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,9.12897777557373,9.715846061706543,1.0,1.0,0.018234646919470736,0.9817653530805293,0.981677237786102,0.004809061723257861,-2.581002641585741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
O=C([O-])[O-],60.008,59.98584101982,4.0,3.0,3.0,-2.447,63.19,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,1.90974760055542,0.0,2.0,3.2340460235369406e-06,0.9999967659539765,0.0,0.9999967659539765,-7.937253803963969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
O=C([O-])P(=O)([O-])[O-],122.97999999999999,122.94998046973001,7.0,6.0,5.0,-2.7566,103.32,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.9916167259216309,0.0,3.0,3.904959701150901e-07,0.9999996095040299,0.0,0.9999996095040299,-9.16498344364535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,
NC(N)=O,60.056,60.032362748,4.0,3.0,3.0,-0.9762000000000002,69.11,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,13.88589859008789,0.0,4.0,0.9999996733360058,3.266639941879035e-07,0.0,3.266639942432026e-07,-0.9762001418683934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
NC(=O)NO,76.05499999999999,76.027277368,5.0,4.0,4.0,-0.9561000000000002,75.35000000000001,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.686418533325195,9.994172096252441,1.0,4.0,0.9955354461420733,0.004464553857926656,0.0019300985843127153,0.002539356481964926,-0.9580432722615339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
FCOC(C(F)(F)F)C(F)(F)F,200.05299999999997,200.007212256,12.0,8.0,1.0,2.4232000000000005,9.23,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.4232000000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
C#CC(O)(/C=C/Cl)CC,144.60099999999997,144.034192588,9.0,2.0,1.0,1.5132,20.23,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,,12.328444480895996,0.0,1.0,0.9999882090065446,1.1790993455385035e-05,0.0,1.1790993455370368e-05,1.5131948792064165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
CCC(C)C(C)(COC(N)=O)COC(N)=O,232.27999999999994,232.14230712,16.0,6.0,6.0,1.2294000000000005,104.63999999999999,2.0,4.0,6.0,6.0,0.0,0.0,1.0,1.0,2.707528591156006,13.157017707824707,2.0,4.0,0.999977949153709,2.2050846291032933e-05,2.0301109532829032e-05,1.7497722805187918e-06,1.2293904233335478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
C[NH+](CCCl)CCCl,157.064,156.03413116408998,8.0,3.0,1.0,-0.021299999999999653,4.44,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.265585422515869,,1.0,0.0,0.9927153255325905,0.0072846744674095465,0.0072846744674095265,0.0,-0.024475273433408582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
C=CC([NH3+])CCC(=O)[O-],129.159,129.078978592,9.0,3.0,3.0,-1.6869999999999992,67.77,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,9.665410995483398,4.362211227416992,1.0,1.0,4.943694325566811e-06,0.9999950563056744,0.9946019325944014,0.9990841732875659,-6.992948390027581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
C[NH2+]C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,196.22299999999998,196.11794909609,13.0,6.0,6.0,-4.384499999999996,117.76000000000002,6.0,5.0,11.0,6.0,0.0,0.0,4.0,0.0,8.79995059967041,13.266828536987305,1.0,5.0,0.038290640363039426,0.9617093596369606,0.9617093076057306,1.3588479792489672e-06,-5.801407370559883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CC(O)C(=O)[O-],89.07,89.02441759991001,6.0,3.0,3.0,-1.8829000000000002,60.36,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,,3.898617744445801,0.0,2.0,0.00031512355443896745,0.999684876445561,0.0,0.999684876445561,-5.384419133542772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
CC(S)C(=O)NCC(=O)[O-],162.19,162.02303769591,10.0,5.0,4.0,-1.8291999999999993,69.23,2.0,4.0,6.0,3.0,0.0,0.0,1.0,1.0,,3.329961061477661,0.0,3.0,8.50989304773675e-05,0.9999149010695226,0.0,0.9999149010695226,-5.899275898090457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
CC(C)(S)[C@@H]([NH3+])C(=O)[O-],149.21499999999997,149.051049592,9.0,4.0,3.0,-1.944799999999999,67.77,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,8.843096733093262,2.4200570583343506,1.0,2.0,3.6439728426171624e-07,0.9999996356027158,0.965204536857828,0.9999895274483696,-8.383224868347078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CCCC(C)(COC(N)=O)COC(N)=O,218.25299999999996,218.126657056,15.0,6.0,6.0,0.9834000000000005,104.63999999999999,2.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,2.707615852355957,13.146740913391113,2.0,4.0,0.9999779031763103,2.2096823689699008e-05,2.030518888741469e-05,1.7916711825189328e-06,0.9833904033653765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
