smiles,SARSCoV2_3CLPro_Diamond
Cn1nccc1C(=O)NCc1cccs1,0
CCc1noc(C)c1C(=O)Nc1cc(C)on1,0
CC1CCOC1C(=O)Nc1cnns1,0
O=c1nccc[nH]1,0
CCOC(=O)c1sc(-c2cnccn2)nc1C,0
Cc1nc(CN2CCC(CN)CC2)cs1,0
Cn1ccc(C(=O)Nc2cccc(C(=O)[O-])c2)n1,0
Cc1ccc(CN2CCS(=O)(=O)CC2)cc1,0
Cn1ccc(C(=O)NC[C@@H]2CCCO2)n1,1
Cc1cc(C)nc(Nc2ccccc2)n1,0
O=c1c2ccccc2[se]n1-c1ccccc1,0
Cc1cc(C2CCCN2S(C)(=O)=O)no1,0
O[C@@H]1CCN(Cc2ccc(Cl)cc2)C1,0
CC(C)c1ccc(C(=O)Nc2nncs2)cc1,0
O=C(Nc1nncs1)c1ccccc1F,0
COc1ccc(CCC2(C)NC(=O)NC2=O)cc1,0
Cn1cc(CNC(=O)c2ccco2)cn1,0
COC(=O)Nc1nnc(CC2CCCC2)s1,0
CC(NC(=O)CCl)c1cccc2ccccc12,1
CN1CCC(Oc2cccc(F)c2)C1=O,0
Cn1nc(-c2ccc(Cl)cc2)cc1NC(=O)CCl,0
CCc1ccccc1NC(=O)c1snnc1C,0
O=C(CCl)N1CCN(S(=O)(=O)c2cccs2)CC1,1
O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1,1
O=C(CCl)N1Cc2ccccc2C(c2ccccc2)C1,1
COc1ccc(NC2=NCCN2)cc1,0
Cc1[nH]cnc1CN1CCc2ccccc2C1,0
O=C(CCl)N1CCN(Cc2cccc3ccccc23)CC1,1
NC(=O)C1CCC1,0
O=C(O)C1CCC1,0
O=C(Cc1ccccc1)N1CCc2ccccc21,0
C1CC(c2nc(C3CC3)no2)CN1,0
O=C(NC[C@H]1CCCO1)N1CCOCC1,0
O[C@@H]1COC[C@@H]1O,0
O=C(Nc1ccc(F)cc1)Nc1cccc(O)c1,0
O=C(Nc1ccc(F)cc1)Nc1ccc(F)cc1,0
CC(=O)Nc1ccc(Oc2ncccn2)cc1,1
CC(C)N(C)S(=O)(=O)N1CCNC(=O)C1,0
CC(C)C(N)C(=O)N1CCOCC1,0
CC1CN(S(=O)(=O)N(C)C(C)C)CCO1,0
CC(=O)N1CCOC(CO)C1,0
N#CCCN1CCOCC1,0
CNC(=O)C1CNCCO1,0
CC1COCCN1CCN,0
CCNC(=O)CN1CC(C)OCC1C,0
CC(=O)NCC1CNCCO1,0
OCCN1CCOCC1,0
CC(N)CN1CCOCC1,0
CC(NC1CC1)c1cccnc1,0
O=C(NCCN1CCCC1=O)Nc1ccccc1,0
CN(C)Cc1nc(C2(N)CCCC2)no1,0
Cc1sc2ncnc(N(C)C)c2c1C,0
CS(=O)(=O)N1CCC(C(=O)NC2CC2)CC1,0
CC(=O)N[C@@H](CCC(N)=O)C(=O)NCC#CBr,0
CC[C@@H](C)[C@H](NC(C)=O)C(=O)NCC#CBr,0
CC(C)C(N)=NO,0
CC(N)CC(N)=O,0
O=P(O)(O)O,0
CCC(=O)O,0
CCC(=N)N,1
CC(=O)NC(CC(N)=O)C(=O)NCC#CBr,1
CC(=O)N[C@H](C(=O)NCC#CBr)[C@H](C)O,1
CNC(=O)[C@@H](C)N,0
CC[C@H](N)C(N)=O,0
CC(C)(O)CNC(=O)CCl,0
CC(=O)N[C@@H](CC(C)C)C(=O)NCC#CBr,0
CC(=O)N[C@@H](CCCC[NH3+])C(=O)NCC#CBr,0
NCC(=O)O,0
CCOC(N)=O,0
N#CCC(N)=O,0
CC(=O)NC(N)=O,0
CC(=O)NC(CC(=O)O)C(=O)NCC#CBr,0
CC(=O)N[C@@H](CCC(=O)O)C(=O)NCC#CBr,0
CC(=O)N[C@@H](C)C(=O)NCC#CBr,0
CC(=O)NC(C(=O)NCC#CBr)C(C)C,0
CN(c1ccc(C(N)=O)nn1)C1CCC1,0
Cn1cc([C@@H]2CCC[C@@H]2CO)cn1,0
Cn1cc([C@@H]2CCC[C@@H]2CF)cn1,0
COC(=O)[C@H]1CCC[C@H]1c1cnn(C)c1,0
CC(C)c1ncc(Cl)c(C(N)=O)n1,0
Nc1ncccn1,0
CC(CO)N(C)c1ncc(Cl)cn1,0
CC(C)Nc1ncccn1,0
Ic1cncnc1,0
CNc1ncccn1,0
Nc1cncnc1,1
CNc1nccc(OC)n1,0
Brc1cncnc1,0
CCS(=O)(=O)NCc1ccc2c(c1)OCO2,0
O=C(CCl)NCc1ccc2c(c1)OCO2,1
C[C@H](O)CNCc1ccc2c(c1)OCO2,0
CC(=O)Nc1cc2c(cc1C)OCO2,0
CC(C)CC(=O)NCc1ccc2c(c1)OCO2,0
Cc1cc(C(=O)NCC2CCCO2)ns1,0
