smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,logp,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,heterocycle_ring_count,aromatic_heterocycle_ring_count,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,abs_formal_charge,stereocenter_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,has_amphoteric_sites,ionizable_center_present,pka_features_available,pains_filter_available,pains_alert_count,pains_alert_present,michael_acceptor_count,aldehyde_count,epoxide_ring_count,aziridine_ring_count,alkyl_halide_count,acyl_halide_count,sulfonyl_halide_count,isocyanate_count,isothiocyanate_count,anhydride_count,reactive_alert_site_count,reactive_alert_present,catechol_ring_count,hydroxamate_count,beta_dicarbonyl_count,metal_chelator_alert_count,metal_chelator_alert_present,ester_count,phenol_count,metabolic_lability_alert_count,metabolic_lability_alert_present,aromatic_or_heterocycle_present,mol_weight_lt_500,logp_le_5,logp_in_1_3,estimated_logd_le_5,estimated_logd_in_1_3,tpsa_le_140,hbd_le_5,hba_le_10,rotatable_bonds_le_10,basic_ionization_ok,acidic_ionization_ok,formal_charge_zero_or_plus_one,formal_charge_abs_le_1,fraction_csp3_ge_0p3,stereocenter_count_ge_1,aromatic_ring_count_ge_1,aromatic_ring_count_1_3,ring_count_4_7,pains_alert_absent,reactive_alert_absent,metal_chelator_alert_absent,metabolic_lability_alert_absent,druglike_physchem_pass_count,druglike_physchem_window_pass,ionization_window_pass,liability_alert_absent_pass,sarscov2_vitro_design_rule_pass_count
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,260.31399999999996,260.050715244,18.0,4.0,3.167200000000001,54.37,1.0,3.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,4.036018371582031,0.0,1.0,0.000432345124522171,0.9995676548754778,0.0,0.9995676548754778,-0.9995676548754778,-0.19696943412112367,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,12.0
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.35800000000006,294.14806119599996,22.0,5.0,2.4083200000000007,53.92,1.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,6.806112766265869,13.869528770446777,2.0,1.0,0.796971769373489,0.20302823062651099,0.20302796028410947,3.392119021567316e-07,0.20302762107220731,2.3097629379300426,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C,358.44300000000004,358.12308607991,25.0,7.0,2.618520000000001,75.41,0.0,5.0,5.0,8.0,3.0,3.0,0.0,2.0,2.0,0.3333333333333333,-1.0,0.0,1.0,1.0,1.0,4.293286323547363,9.791278839111328,2.0,1.0,0.9951762367041326,0.004823763295867423,0.0007815320194356746,0.004045392880499061,-0.0032638608610633863,2.6164199971784545,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0
COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC,382.3680000000001,382.06785694791,26.0,10.0,2.5134000000000007,84.64,0.0,6.0,6.0,7.0,3.0,3.0,0.0,2.0,2.0,0.25,-1.0,0.0,1.0,1.0,1.0,4.385765075683594,8.4390869140625,2.0,1.0,0.9153743445614779,0.08462565543852207,0.0009668185814654226,0.08373979804981938,-0.08277297946835395,2.474998736175704,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,12.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-],382.4190000000001,382.03042532781996,25.0,10.0,-2.1213999999999977,129.67000000000002,1.0,8.0,9.0,5.0,3.0,1.0,2.0,3.0,1.0,0.4666666666666667,-2.0,0.0,2.0,2.0,4.0,0.0,2.4258627891540527,0.0,4.0,1.0613489137223375e-05,0.9999893865108628,0.0,0.9999893865108628,-0.9999893865108628,-7.095541820251417,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,12.0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,207.226,207.110672644,14.0,6.0,-3.262099999999999,104.39000000000001,5.0,6.0,11.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.9314985275268555,13.510546684265137,1.0,5.0,0.7462595279261227,0.2537404720738773,0.2537398935208042,7.752700005160087e-07,0.2537391182508037,-3.389210110938857,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,12.0
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,329.8080000000001,329.027727304,22.0,5.0,4.757600000000003,50.19,1.0,3.0,4.0,4.0,3.0,3.0,0.0,1.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,1.755247712135315,3.7179670333862305,1.0,1.0,0.00020791017572033518,0.9997920898242797,2.265931245489606e-06,0.9997920893531684,-0.9997898234219229,1.0754757454692476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,12.0
c1ccc(CC2=NCCN2)cc1,160.22000000000003,160.100048384,12.0,2.0,1.2308,24.39,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,10.35833740234375,14.0,1.0,0.0,0.0010994736856907439,0.9989005263143093,0.9989005263143093,0.0,0.9989005263143093,-1.7280151603878315,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,260.3809999999999,260.188863388,19.0,3.0,2.850740000000001,44.620000000000005,2.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,10.150236129760742,11.35214900970459,1.0,1.0,0.0017739615107559843,0.998226038489244,0.9982258404299699,0.00011163554704612414,0.9981142048829238,0.0996841928082084,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,12.0
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,244.38199999999995,244.19394876799998,18.0,2.0,3.1451400000000014,24.39,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,10.193313598632812,14.0,1.0,0.0,0.0016068967547867574,0.9983931032452132,0.9983931032452132,0.0,0.9983931032452132,0.3511279736725932,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,1268.8829999999996,1268.5658506319999,43.0,19.0,3.4453000000000014,194.24,6.0,7.0,13.0,10.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.7659090757369995,-0.31328245997428894,1.0,6.0,1.9351584137730932e-08,0.9999999806484159,2.3222451642674912e-06,0.9999999806483709,-0.9999976584032066,-4.2679834774608345,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,9.0
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,307.39,307.17835828,22.0,5.0,2.7711000000000015,48.0,0.0,5.0,5.0,8.0,2.0,1.0,1.0,1.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,10.11693286895752,14.0,1.0,0.0,0.0019152899666289303,0.9980847100333711,0.9980847100333711,0.0,0.9980847100333711,0.05333453359117124,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0
C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,315.3770000000001,315.169524912,23.0,7.0,1.3466999999999996,83.14,2.0,5.0,7.0,6.0,3.0,2.0,1.0,2.0,1.0,0.4375,0.0,0.0,0.0,0.0,1.0,8.56204891204834,8.104138374328613,1.0,2.0,0.053790697826133604,0.9462093021738665,0.9355784322548609,0.16502035406935,0.7705580781855109,0.07740717841594669,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,568.5420000000003,568.159413728,42.0,12.0,4.705220000000004,155.58999999999997,1.0,11.0,12.0,9.0,6.0,6.0,0.0,3.0,3.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,4.120297908782959,6.711740493774414,2.0,1.0,0.17003084119848377,0.8299691588015162,0.0005248919246224074,0.829879864115975,-0.8293549721913526,3.9357477034223205,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,8.0
COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,358.4380000000001,358.189257312,26.0,6.0,2.574200000000001,60.03,1.0,5.0,6.0,9.0,2.0,2.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,8.43823528289795,13.82380485534668,1.0,1.0,0.08389034822970119,0.9161096517702988,0.9161096201542829,3.7687296200415984e-07,0.9161092432813209,1.4979119971611816,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,388.46400000000017,388.19982199599997,28.0,7.0,2.5828000000000007,69.26,1.0,6.0,7.0,10.0,2.0,2.0,0.0,0.0,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,8.42266845703125,13.617880821228027,1.0,1.0,0.08668643869055538,0.9133135613094446,0.9133135088201979,6.055066481075208e-07,0.9133129033135498,1.5207511613456153,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21,231.231,231.07751579191,17.0,5.0,0.08831999999999973,75.02000000000001,0.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,2.0,0.25,-1.0,0.0,1.0,1.0,0.0,2.5229697227478027,6.107388019561768,2.0,1.0,0.04850520859499265,0.9514947914050074,1.3272843033203234e-05,0.9514941475944422,-0.951480874751409,-1.225891623405845,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,12.0
CC1=NN(c2ccccc2)C(=O)C1,174.20299999999995,174.07931294,13.0,3.0,1.7992,32.67,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.652198791503906,14.0,2.0,0.0,0.9982158832628859,0.0017841167371140942,0.001784116737114142,0.0,0.001784116737114142,1.7984244759273649,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,12.0
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,338.44400000000013,338.2093240599999,24.0,5.0,3.7177000000000024,46.150000000000006,0.0,5.0,5.0,13.0,2.0,1.0,1.0,1.0,0.0,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7177000000000024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,12.0
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,234.29499999999996,234.125594436,17.0,3.0,2.8355000000000015,38.69,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.0,13.83801555633545,0.0,1.0,0.9999996352592513,3.6474074871506446e-07,0.0,3.647407487153825e-07,-3.647407487153825e-07,2.835499841595078,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4000000000001,398.068490548,28.0,10.0,3.7016000000000013,141.31,3.0,7.0,10.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.479611396789551,2.6096091270446777,2.0,3.0,1.6183808588792854e-05,0.9999838161914112,0.0011997480149373943,0.9999837967515961,-0.9987840487366587,-1.0893192667500178,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,9.0
CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,414.5970000000002,414.27724992818,31.0,4.0,4.988400000000004,55.92,2.0,2.0,4.0,7.0,4.0,4.0,0.0,1.0,1.0,0.2962962962962963,2.0,2.0,0.0,2.0,0.0,5.7044267654418945,13.085066795349121,3.0,4.0,0.9802392135493496,0.01976078645065038,0.019758762195389138,2.0650582562157682e-06,0.019756697137132923,4.979732072067101,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,12.0
c1ccc2c(c1)CCCC2C1=NCCN1,200.285,200.131348512,15.0,2.0,2.1082,24.39,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,1.0,10.567672729492188,14.0,1.0,0.0,0.0006792539522246788,0.9993207460477753,0.9993207460477753,0.0,0.9993207460477753,-1.059767825969511,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,13.0
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,327.3800000000001,327.147058152,24.0,5.0,1.3014,70.0,2.0,5.0,7.0,2.0,5.0,1.0,4.0,2.0,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,4.0,6.5491180419921875,9.076409339904785,1.0,2.0,0.8583666824274417,0.14163331757255826,0.12355060778854779,0.02063177856554186,0.10291882922300594,1.2350728521094219,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,13.0
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,484.50300000000016,484.238057972,33.0,15.0,-7.2914000000000065,282.61000000000007,11.0,15.0,26.0,6.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,9.745619773864746,12.37403392791748,4.0,7.0,0.004491800264479046,0.995508199735521,0.9955081520500025,1.0616013486523179e-05,0.995497536036516,-9.638979563622335,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,9.0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,585.6080000000002,585.2857364359998,40.0,18.0,-8.424200000000015,331.93999999999994,13.0,17.0,30.0,10.0,3.0,0.0,3.0,2.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.0,16.0,9.856396675109863,12.19347095489502,4.0,9.0,0.003484019529351728,0.9965159804706483,0.9965159244162589,1.6088740904570276e-05,0.9964998356753544,-10.882119419259705,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,467.5200000000002,467.2591277640001,32.0,14.0,-6.295800000000006,268.1700000000001,10.0,14.0,24.0,6.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,9.769983291625977,12.568779945373535,5.0,5.0,0.004247809402358052,0.995752190597642,0.9957521617981334,6.779803552357952e-06,0.9957453819945811,-8.667634978122729,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,9.0
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,483.5190000000002,483.25404238400006,33.0,15.0,-7.325000000000009,288.4000000000001,11.0,15.0,26.0,6.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,9.747873306274414,12.511513710021973,5.0,6.0,0.004468669661934918,0.9955313303380651,0.9955312957708381,7.735402750085835e-06,0.995523560368088,-9.674821748562149,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,9.0
CCCSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N,356.51700000000005,356.13406800800004,23.0,8.0,2.7309200000000002,92.33999999999999,2.0,7.0,9.0,10.0,1.0,1.0,0.0,1.0,1.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,5.572910785675049,12.90259075164795,3.0,3.0,0.9853248263777834,0.014675173622216597,0.014672076283695514,3.143459600209123e-06,0.014668932824095305,2.7244994254701744,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13.0
