sample_index,smiles,y_true,total_seed_count,error_count,error_rate,wrong_seed_list,mean_prob_1_across_seeds,error_type,explanation_seed,explanation_bundle_path,explanation_bundle_valid_macro_f1,explanation_bundle_valid_roc_auc,selected_wrong_prediction,selected_wrong_prob_1
0,Nc1cccc([N+](=O)[O-])c1CO,0,5,5,1.0,0;1;2;3;4,0.6851314502124299,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6767835049347272
1035,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,1,5,5,1.0,0;1;2;3;4,0.3810934501730456,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3868718022643189
1039,Cc1cccc(C)c1C,1,5,5,1.0,0;1;2;3;4,0.15744970161108843,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.1491453308843239
1068,CCCC(=O)c1cc(O)c(O)cc1O,1,5,5,1.0,0;1;2;3;4,0.42071979700982964,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4178292883035495
1075,Nc1ccc(C=O)cc1,0,5,5,1.0,0;1;2;3;4,0.6112381896798731,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6109783712208514
1088,CCc1ccccc1N,0,5,5,1.0,0;1;2;3;4,0.6842173370362049,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6621500679200804
1091,CC(C)Nc1ccccc1,0,5,5,1.0,0;1;2;3;4,0.5163812400997074,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5038751428690165
1100,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0,5,5,1.0,0;1;2;3;4,0.5414356297417176,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5074064147644163
1118,CN(C)c1cccc(O)c1,1,5,5,1.0,0;1;2;3;4,0.39023424606840285,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.394582310427207
1140,C=CC(=O)NCNC(=O)C=C,1,5,5,1.0,0;1;2;3;4,0.3398392476065169,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3091730041489697
1142,CCN=NNCC,1,5,5,1.0,0;1;2;3;4,0.4484507940848612,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4522401812645295
1145,COCCl,0,5,5,1.0,0;1;2;3;4,0.5977996715346127,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5712718487068228
1148,CCCCCCCC(=O)Cl,1,5,5,1.0,0;1;2;3;4,0.36990965646814894,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3888607316243558
1173,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1,5,5,1.0,0;1;2;3;4,0.3949655047418404,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3879623726780306
1183,CCCCCCCC/C=C\CCCCCCCCN,1,5,5,1.0,0;1;2;3;4,0.21339046969794245,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2217834576296339
1185,NCCNCCO,1,5,5,1.0,0;1;2;3;4,0.33628550221203934,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3675611086886923
1261,O=C(CO)CO,1,5,5,1.0,0;1;2;3;4,0.4603377360872775,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4594877672632166
1286,CC(Br)(CO)CBr,0,5,5,1.0,0;1;2;3;4,0.687548832816396,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6534738034264804
1304,CC(O)/C=C/C=O,1,5,5,1.0,0;1;2;3;4,0.40722022212344966,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3953238252981572
1307,ClC(Br)Br,0,5,5,1.0,0;1;2;3;4,0.5676113488991922,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5573487805708033
1341,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,1,5,5,1.0,0;1;2;3;4,0.4409164776563078,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4647356733584258
1351,C[N+](C)(C)CCCl,0,5,5,1.0,0;1;2;3;4,0.5756211723037084,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5553661714582192
1365,ClC(Cl)(Cl)Br,1,5,5,1.0,0;1;2;3;4,0.457189724848346,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4753292375061048
1388,CC(C)CCOS(C)(=O)=O,1,5,5,1.0,0;1;2;3;4,0.4406353657508128,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4297002990702651
1393,[N-]=[N+]=NCC(=O)O,0,5,5,1.0,0;1;2;3;4,0.6039225545980642,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.570772056685591
1400,CN=[N+](C)[O-],1,5,5,1.0,0;1;2;3;4,0.3847681021710576,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3596331543831577
1404,NC(=O)NO,1,5,5,1.0,0;1;2;3;4,0.3952574677782239,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3947849256741927
1419,BrCC(Br)(Br)Br,1,5,5,1.0,0;1;2;3;4,0.4249432916728195,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4424185160988302
1423,NC(N)=S(=O)=O,1,5,5,1.0,0;1;2;3;4,0.34735837697809574,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3480658708433518
1426,NCCN,1,5,5,1.0,0;1;2;3;4,0.44051644909456356,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4706834836585543
1456,CCOC(=O)CCl,0,5,5,1.0,0;1;2;3;4,0.5179599335051706,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5099048715607783
1459,CCN=NC(C)(C)OO,0,5,5,1.0,0;1;2;3;4,0.5658523554218572,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5878178675037975
1462,CC(=O)NN,1,5,5,1.0,0;1;2;3;4,0.4054461651637703,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3869393471437857
1466,COCCOC(C)=O,1,5,5,1.0,0;1;2;3;4,0.4183252524033298,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4343144919630115
1476,NC(CCCCNC=CC=O)C(=O)O,1,5,5,1.0,0;1;2;3;4,0.4500092374163504,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.464471723275205
1493,C=CC(=O)CC,1,5,5,1.0,0;1;2;3;4,0.41817236537000024,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4395302536234869
1533,CCOP(=S)(OCC)OCCSCC,1,5,5,1.0,0;1;2;3;4,0.325687298882603,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3140114905701016
1538,C=CC=C,1,5,5,1.0,0;1;2;3;4,0.4789228721291037,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.474459522567989
1543,N#CNC(=N)N,1,5,5,1.0,0;1;2;3;4,0.40320375500025085,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.411385871116271
1554,CN(C)N,1,5,5,1.0,0;1;2;3;4,0.4702603693827833,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4646704594620328
1563,COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C(=O)OC,1,5,5,1.0,0;1;2;3;4,0.36095115672726197,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3169227446584837
1570,CC(C)CN(N)CC(C)C,1,5,5,1.0,0;1;2;3;4,0.34480283390444216,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3504237393783292
1581,CC(Br)Br,0,5,5,1.0,0;1;2;3;4,0.5573345877843993,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5424055482438926
1585,ICI,0,5,5,1.0,0;1;2;3;4,0.5966494993825088,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5667861390326252
1588,CCCCCl,0,5,5,1.0,0;1;2;3;4,0.5850006990088813,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.581403601214605
1595,CNP(=O)(N(C)C)N(C)C,1,5,5,1.0,0;1;2;3;4,0.4508767823658538,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4560597218512019
1605,C=C(C)C(=O)OCCN(C)C,1,5,5,1.0,0;1;2;3;4,0.37206902356404054,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3814094203672472
1667,CCOCCOC(C)=O,1,5,5,1.0,0;1;2;3;4,0.419328316596337,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4431482684926683
1670,CC(=O)NO,1,5,5,1.0,0;1;2;3;4,0.3390539262611423,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3364093824328196
1677,CCOCCOCC,1,5,5,1.0,0;1;2;3;4,0.2917687663522144,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2690585967341989
1708,CCCSC(=O)Cl,1,5,5,1.0,0;1;2;3;4,0.46243016701530637,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4591108167896531
1710,NCCNCCNCCN,1,5,5,1.0,0;1;2;3;4,0.43753797576662246,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4626861138243847
1724,O=CC(=O)O,1,5,5,1.0,0;1;2;3;4,0.41807484822830665,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4292088189000154
1753,C=C(C#N)C(=O)OC,1,5,5,1.0,0;1;2;3;4,0.4527010833257745,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.474096282530962
1754,O=C=S,1,5,5,1.0,0;1;2;3;4,0.46926597801079045,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4645040130997661
1764,COCC=O,1,5,5,1.0,0;1;2;3;4,0.37641567442170576,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3476983583273902
1766,CC(=O)N[C@@H](CS)C(=O)O,1,5,5,1.0,0;1;2;3;4,0.4228362500842214,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4035407236430937
1771,CCN(CC)C(=O)/C(Cl)=C(/C)OP(=O)(OC)OC,1,5,5,1.0,0;1;2;3;4,0.4795396630147965,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4657030336936478
1777,C[C@@H](C#N)CCC#N,1,5,5,1.0,0;1;2;3;4,0.4616447965630413,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4683231237942389
1784,NCN,1,5,5,1.0,0;1;2;3;4,0.46883372770270987,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4925976949545079
1787,C[C@@H](O)CN,1,5,5,1.0,0;1;2;3;4,0.34649823553651526,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3361129163746197
1790,FC(Cl)(Cl)C(F)(Cl)Cl,1,5,5,1.0,0;1;2;3;4,0.30304034639502475,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2867729211008219
1813,NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,0,5,5,1.0,0;1;2;3;4,0.5184842850987703,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5078048817950208
1843,O=C(O)/C(Cl)=C(\CCl)C(=O)O,0,5,5,1.0,0;1;2;3;4,0.6038379819602263,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6011589635482519
1847,CCC(=O)C(=O)CC,1,5,5,1.0,0;1;2;3;4,0.38985434567932187,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4055267720557826
1864,C=CCOC(C)=O,1,5,5,1.0,0;1;2;3;4,0.4273377561021629,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4455296923231273
1866,CCS(=O)CCSP(=O)(OC)OC,1,5,5,1.0,0;1;2;3;4,0.4780376226651842,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4783015796632577
1869,O=[N+]([O-])C(Br)(CO)CO,0,5,5,1.0,0;1;2;3;4,0.5949758404303437,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6035591070132267
1873,NCCNCCNCCNCCNCCN,1,5,5,1.0,0;1;2;3;4,0.4538741695995542,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4344539088315309
1875,CC(C)OC(=O)CCl,0,5,5,1.0,0;1;2;3;4,0.5269025974213999,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5156946802026472
1887,CC(C)=CCl,1,5,5,1.0,0;1;2;3;4,0.43742918075335196,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4247968608528834
1897,CC(C)=[N+]([O-])[O-],1,5,5,1.0,0;1;2;3;4,0.41555586570488534,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4089261592396569
1902,CCCBr,0,5,5,1.0,0;1;2;3;4,0.6506197920946658,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6314077121777434
1923,CC(=O)CCl,0,5,5,1.0,0;1;2;3;4,0.5336085410583715,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5230022065034636
1970,C=CCNC(N)=O,1,5,5,1.0,0;1;2;3;4,0.3590131032158482,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3631920058690616
1979,Br/C=C/Br,1,5,5,1.0,0;1;2;3;4,0.4733634169983829,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4546262489328513
1984,BrCCCBr,0,5,5,1.0,0;1;2;3;4,0.7031601091934172,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6981601916575759
1985,C=CC(C)=O,1,5,5,1.0,0;1;2;3;4,0.45973374279786866,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4816704465475399
1997,CC(C)N(N)C(C)C,1,5,5,1.0,0;1;2;3;4,0.4414907772692346,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4324748915448081
2004,C#CCO,1,5,5,1.0,0;1;2;3;4,0.3999324583098241,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4298922793923339
2010,FC(F)(F)I,1,5,5,1.0,0;1;2;3;4,0.42590010835553826,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4217959747185776
2015,COCCOC,1,5,5,1.0,0;1;2;3;4,0.34549497873414137,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3473866849724042
2032,CC(C)[N+](=O)[O-],1,5,5,1.0,0;1;2;3;4,0.4173136172556989,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4038856154252616
2058,COCCOCCOCCOC,1,5,5,1.0,0;1;2;3;4,0.3483575984719413,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3378827755001423
2106,NC(=O)CI,0,5,5,1.0,0;1;2;3;4,0.5490804413243113,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.570508685873175
2111,O=CCCCC=O,1,5,5,1.0,0;1;2;3;4,0.37126288063425966,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3635962054422951
2113,CN(C)C(=S)SSC(=S)N(C)C,1,5,5,1.0,0;1;2;3;4,0.42791259017514705,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4231521977769217
2115,CC(C)(C)CBr,0,5,5,1.0,0;1;2;3;4,0.5525097601351178,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5298784842575393
2119,CC(Cl)Cl,0,5,5,1.0,0;1;2;3;4,0.5398554886306077,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5446559940061153
2120,CC(=O)C(C)=O,1,5,5,1.0,0;1;2;3;4,0.4108771486597031,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4307635413840277
2153,O=C(O)C(Cl)(Cl)Cl,0,5,5,1.0,0;1;2;3;4,0.5660272689677746,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.6029656965693918
2160,CC(C)(Cl)Cl,0,5,5,1.0,0;1;2;3;4,0.5522889279559539,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5447452797640516
2161,CCOC(=O)[C@@H](C[C@](C)(C[C@@H](C[C@@](C)(C[C@H](C)C(=O)OCC)C(=O)O)C(=O)OCC)C(=O)O)C[C@](C)(CC)C(=O)O,1,5,5,1.0,0;1;2;3;4,0.34237526439983507,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3247421425042251
2164,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1,5,5,1.0,0;1;2;3;4,0.2804919005411175,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2907070449199279
2174,NCCCCC(N)C(=O)O,1,5,5,1.0,0;1;2;3;4,0.429286968884819,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4594808615763292
2200,CC/C=C/C=C/C=C/C=C/C=C/OC,1,5,5,1.0,0;1;2;3;4,0.45173252099703437,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.438890960182078
2204,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,1,5,5,1.0,0;1;2;3;4,0.29574367171891847,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.2942985560321992
2207,OCCOCCOCCO,1,5,5,1.0,0;1;2;3;4,0.47659744600985193,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4889058014307559
2218,CCOC(=O)N(C)C,1,5,5,1.0,0;1;2;3;4,0.44799545778855066,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4514133743513296
2226,NC(CS)C(=O)NCC(=O)O,1,5,5,1.0,0;1;2;3;4,0.44271473545392537,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4361771447815215
2229,CCOC(=O)CNC(=O)C(C)(C)Br,0,5,5,1.0,0;1;2;3;4,0.536595768019291,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.5543001799115598
2234,CCOC(N)=O,1,5,5,1.0,0;1;2;3;4,0.35701294295167,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3296464290325116
2264,C=C(Cl)Cl,1,5,5,1.0,0;1;2;3;4,0.4853324615682614,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4860938130256474
2312,CC(O)CN,1,5,5,1.0,0;1;2;3;4,0.34649823553651526,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.3361129163746197
2315,CC(=O)NC(CS)C(=O)O,1,5,5,1.0,0;1;2;3;4,0.4228362500842214,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4035407236430937
2327,C=CC(Cl)CCl,0,5,5,1.0,0;1;2;3;4,0.6750669249258145,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.676517655406178
2385,CC(C#N)CCC#N,1,5,5,1.0,0;1;2;3;4,0.4616447965630413,false_negative,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,0,0.4683231237942389
2411,O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2O)cc1,0,5,5,1.0,0;1;2;3;4,0.65627919704767,false_positive,2,checkpoints/forest/TDC__AMES/galactica-6.7b__ames__synthesize__seed_2.joblib,0.7713423228716407,0.8385177371464291,1,0.7022033477610724
