smiles,mol_weight,total_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,intramolecular_hbond_pair_count,intramolecular_hbond_potential_present,most_basic_pka,most_basic_pka_present,most_acidic_pka,most_acidic_pka_present,num_basic_sites,num_acidic_sites,neutral_fraction_ph65,neutral_fraction_ph74,neutral_fraction_ph80,charged_fraction_ph65,charged_fraction_ph74,charged_fraction_ph80,base_protonated_fraction_ph65,base_protonated_fraction_ph74,base_protonated_fraction_ph80,acid_deprotonated_fraction_ph65,acid_deprotonated_fraction_ph74,acid_deprotonated_fraction_ph80,net_charge_proxy_ph65,net_charge_proxy_ph74,net_charge_proxy_ph80,estimated_logd_ph65,estimated_logd_ph74,estimated_logd_ph80,min_neutral_fraction_intestinal_ph,mean_neutral_fraction_intestinal_ph,pka_features_available,mw_le_500,logp_le_5,hbd_le_5,hba_le_10,lipinski_pass,lipinski_violation_count,rotatable_bonds_le_10,tpsa_le_140,veber_pass,logp_le_5p88,tpsa_le_131p6,egan_pass,tpsa_le_63,palm_static_pass,ghose_mw_in_160_480,logp_ge_neg0p4,logp_le_5p6,ghose_logp_in_neg0p4_5p6,ghose_atom_count_in_20_70,ghose_mr_in_40_130,ghose_pass,total_hbond_donors_acceptors_le_12,veber_alt_pass,unionized_ph65_ge_0p5,unionized_ph74_ge_0p5,unionized_ph80_ge_0p5,unionized_across_intestinal_ph,hia_primary_rule_pass_count,hia_strict_absorption_screen
CC(=CCO)/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C,286.459,51.0,5.510300000000005,93.21180000000004,20.23,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,13.6201810836792,1.0,0.0,1.0,0.9999999241738714,0.9999993976919679,0.9999976021728408,7.582612859824422e-08,6.023080321160279e-07,2.397827159161814e-06,0.0,0.0,0.0,7.582612865197833e-08,6.023080320765524e-07,2.39782715916156e-06,-7.582612865197833e-08,-6.023080320765524e-07,-2.39782715916156e-06,5.510299967069135,5.510299738420872,5.510298958635653,0.9999976021728408,0.99999897467956,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0
CC(=CC(=O)O)/C=C/C=C(C)\C=C/C1=C(C)CCCC1(C)C,300.44200000000006,50.0,5.602600000000005,93.76180000000005,37.3,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.005133152008057,1.0,0.0,1.0,0.031006587845957556,0.004012242300226565,0.001010866760218887,0.9689934121540424,0.9959877576997734,0.9989891332397811,0.0,0.0,0.0,0.9689934121540424,0.9959877576997734,0.9989891332397811,-0.9689934121540424,-0.9959877576997734,-0.9989891332397811,4.0940539764531785,3.2059871522830505,2.6072939161102155,0.001010866760218887,0.012009898968801003,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
O=C(O)[C@@H]1C(=CCO)O[C@H]2CC(=O)N12,199.16199999999998,23.0,-1.0956,42.92860000000002,87.07000000000001,2.0,4.0,6.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,3.0514724254608154,1.0,0.0,2.0,0.0003558916807604451,4.4818050413897303e-05,1.125816309921479e-05,0.9996441083192396,0.9999551819495861,0.9999887418369008,0.0,0.0,0.0,0.9996441083192396,0.9999551819495861,0.9999887418369008,-0.9996441083192396,-0.9999551819495861,-0.9999887418369008,-4.544282163842348,-5.4441470392088505,-6.044132463920985,1.125816309921479e-05,0.00013732263142451906,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,307.434,51.0,2.3933999999999997,88.32950000000005,50.72,2.0,4.0,6.0,11.0,2.0,1.0,1.0,1.0,9.023711204528809,1.0,13.877857208251953,1.0,1.0,1.0,0.002985316159419719,0.02323165889276372,0.08649647212697434,0.9970146838405802,0.9767683411072363,0.9135035278730257,0.997014683715516,0.9767683333764616,0.9135034132844856,4.1893126540575564e-08,3.3276883572616033e-07,1.32477528220587e-06,0.9970146418223895,0.9767680006076259,0.9135020885092033,-0.1316096682128607,0.7594802223809665,1.3303983945511426,0.002985316159419719,0.03757114905971926,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CCN1CC[C@H](CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,341.4330000000001,46.0,0.4142000000000013,86.92140000000005,101.73,2.0,5.0,7.0,6.0,2.0,1.0,7.0,1.0,9.958540916442871,1.0,10.059860229492188,1.0,2.0,3.0,0.0003476869421755818,0.0027498636928885455,0.010787972455406573,0.9996523130578244,0.9972501363071115,0.9892120275445935,0.9996522172660648,0.9972441183243763,0.9891180379882927,0.00027543563920904494,0.0021836869080296526,0.008637188422421616,0.9993767816268557,0.9950604314163467,0.980480849565871,-3.0446116194909676,-2.146488833040097,-1.552860171088278,0.0003476869421755818,0.004628507696823567,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,279.34,41.0,1.8117999999999996,77.88960000000002,87.42999999999999,3.0,5.0,8.0,5.0,2.0,1.0,1.0,1.0,9.791044235229492,1.0,13.6893949508667,1.0,2.0,2.0,0.0005113680564711674,0.004047567847190198,0.01592152254025266,0.9994886319435289,0.9959524321528098,0.9840784774597473,0.9994886319104661,0.9959524300740745,0.9840784449068503,6.465543248073543e-08,5.135761249225079e-07,2.044580249300094e-06,0.9994885672550337,0.9959519164979496,0.9840764003266009,-1.479466404451243,-0.5810058626701158,0.013784596015542494,0.0005113680564711674,0.0068268194813046745,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,427.52600000000024,55.0,4.106600000000004,116.67370000000003,71.11,1.0,6.0,7.0,5.0,4.0,2.0,2.0,1.0,6.372127532958984,1.0,12.964995384216309,1.0,2.0,1.0,0.5730818967291043,0.9142550247096404,0.9769741798240851,0.42691810327089574,0.08574497529035963,0.023025820175914924,0.4269179068347947,0.0857424860205515,0.02301523037728648,3.4277131209008713e-07,2.722722832500461e-06,1.0839266852141447e-05,0.4269175640634826,0.085739763297719,0.023004391110434338,3.8648166896044414,4.067667355882028,4.09648308602369,0.5730818967291043,0.8214370337542766,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,295.408,41.0,1.3211999999999997,82.24020000000004,65.2,2.0,3.0,5.0,6.0,2.0,2.0,2.0,1.0,9.238555908203125,1.0,11.100329399108887,1.0,3.0,2.0,0.0018223886249553259,0.014292374058626843,0.05454090926003268,0.9981776113750447,0.9857076259413732,0.9454590907399674,0.9981775656334189,0.9857047763999481,0.9454158002028008,2.5099189661375745e-05,0.00019933521186833757,0.0007930964881293751,0.9981524664437574,0.9855054411880798,0.9446227037146714,-1.418159004049957,-0.5236956260078225,0.05792237385722765,0.0018223886249553259,0.02355189064787162,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,248.32600000000002,38.0,1.9055999999999995,72.93920000000004,57.279999999999994,3.0,3.0,6.0,6.0,2.0,2.0,3.0,1.0,9.026171684265137,1.0,13.868302345275879,1.0,2.0,2.0,0.002968500840650435,0.023103444966817863,0.0860498614201269,0.9970314991593495,0.9768965550331822,0.9139501385798731,0.9970314990322234,0.9768965471740535,0.9139500220471675,4.282502608068544e-08,3.4017117253830037e-07,1.3542444567258981e-06,0.9970314562071974,0.9768962070028809,0.9139486678027108,-0.6218628237499513,0.2692767425990452,0.8403501752501834,0.002968500840650435,0.037373935742531735,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,68.0,4.590320000000004,146.8938999999998,86.28000000000002,2.0,7.0,9.0,7.0,5.0,4.0,5.0,1.0,7.579565048217773,1.0,12.937847137451172,1.0,7.0,2.0,0.07686032176788327,0.3980807038739175,0.7247297201685634,0.9231396782321167,0.6019192961260825,0.2752702798314366,0.9231396501871415,0.601918142343472,0.2752619174700111,3.6488222212276274e-07,2.8983551708847715e-06,1.1538460068744659e-05,0.9231392853049194,0.6019152439883011,0.27525037900994237,3.47602219826161,4.190291126581382,4.450496071502564,0.07686032176788327,0.39989024860345473,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0
CC(C)[C@H]1CC[C@@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.42900000000014,50.0,3.2609000000000012,89.99850000000006,66.4,2.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,3.53540301322937,1.0,0.0,2.0,0.001083757430514809,0.00013656634904524179,3.430742427756872e-05,0.9989162425694852,0.9998634336509548,0.9999656925757224,0.0,0.0,0.0,0.9989162425694852,0.9998634336509548,0.9999656925757224,-0.9989162425694852,-0.9998634336509548,-0.9999656925757224,0.29583208812718986,-0.6037563008328544,-1.2037118865497582,3.430742427756872e-05,0.0004182104012792065,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
C[C@H]1C[C@H]2[C@H]([C@H](O)C[C@]3(C)[C@@H]2CC[C@@]3(O)C(=O)CO)[C@]2(C)C=CC(=O)C=C12,374.4770000000001,57.0,1.8036,99.59540000000004,94.83000000000001,3.0,5.0,8.0,2.0,4.0,0.0,5.0,1.0,0.0,0.0,11.945554733276367,1.0,0.0,3.0,0.9999964153751602,0.9999715270214534,0.9998866566513184,3.58462483984745e-06,2.847297854657871e-05,0.0001133433486816271,0.0,0.0,0.0,3.584624839902695e-06,2.8472978546548233e-05,0.00011334334868158339,-3.584624839902695e-06,-2.8472978546548233e-05,-0.00011334334868158339,1.8035984432144223,1.8035876341664872,1.8035507728192677,0.9998866566513184,0.9999515330159774,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0
C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@H]3C[C@@H](O)[C@@](O)(C(=O)CO)[C@]3(C)C[C@@H](O)[C@@]12F,394.4390000000002,55.0,0.6204999999999998,96.78720000000003,115.06,4.0,6.0,10.0,2.0,4.0,0.0,11.0,1.0,0.0,0.0,11.055357933044434,1.0,0.0,4.0,0.9999721625162118,0.9997789217372156,0.9991204512500593,2.783748378820672e-05,0.00022107826278439102,0.0008795487499406729,0.0,0.0,0.0,2.783748378825894e-05,0.00022107826278436871,0.000879548749940668,-2.783748378825894e-05,-0.00022107826278436871,-0.000879548749940668,0.6204879101661245,0.620403976315638,0.6201178487463599,0.9991204512500593,0.9996238451678289,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0
C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,360.4500000000002,54.0,1.5575999999999999,95.04840000000004,94.83,3.0,5.0,8.0,2.0,4.0,0.0,5.0,1.0,0.0,0.0,11.953560829162598,1.0,0.0,3.0,0.9999964808511027,0.9999720470897003,0.999888726732079,3.519148897290769e-06,2.7952910299666733e-05,0.00011127326792104153,0.0,0.0,0.0,3.5191488973315034e-06,2.7952910299659388e-05,0.00011127326792108829,-3.5191488973315034e-06,-2.7952910299659388e-05,-0.00011127326792108829,1.5575984716503635,1.5575878600356292,1.5575516719448983,0.999888726732079,0.9999524182242939,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0
C[C@@H]1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.4670000000002,57.0,1.8957000000000002,99.94440000000004,94.83,3.0,5.0,8.0,2.0,4.0,0.0,7.0,1.0,0.0,0.0,11.661462783813477,1.0,0.0,3.0,0.9999931050007747,0.9999452336962474,0.9997820070077464,6.894999225348641e-06,5.476630375256253e-05,0.00021799299225355728,0.0,0.0,0.0,6.894999225302343e-06,5.476630375260169e-05,0.0002179929922535965,-6.894999225302343e-06,-5.476630375260169e-05,-0.0002179929922535965,1.8956970055295603,1.8956762146451622,1.8956053165258289,0.9997820070077464,0.9999067819015895,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0
COc1ccc(CCN(C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,484.6370000000003,75.0,5.101680000000005,138.20799999999994,73.18,0.0,7.0,7.0,14.0,2.0,2.0,4.0,1.0,9.185626029968262,1.0,14.0,0.0,1.0,0.0,0.0020581603210793054,0.016118213024607475,0.06122588563684317,0.9979418396789207,0.9838817869753925,0.9387741143631568,0.9979418396789207,0.9838817869753925,0.9387741143631568,0.0,0.0,0.0,0.9979418396789207,0.9838817869753925,0.9387741143631568,2.4151592012564547,3.3089968912798033,3.888615075943137,0.0020581603210793054,0.026467419660843317,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
CN[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H]1O,1449.2710000000004,176.0,0.10620000000000512,349.2917000000005,530.4900000000002,19.0,25.0,44.0,13.0,12.0,5.0,104.0,1.0,8.87948989868164,1.0,2.677241563796997,1.0,3.0,18.0,6.249964587367769e-07,6.075460613482704e-07,5.545115739774921e-07,0.9999993750035413,0.9999993924539387,0.999999445488426,0.9958437534241246,0.9679117621031083,0.883407365119971,0.9998496247882971,0.9999810663937577,0.9999952440257093,-0.00400587136417252,-0.03206930429064947,-0.1165878789057383,-6.097922443384614,-6.110220790271126,-6.1498893846598115,5.545115739774921e-07,5.956846980208465e-07,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc2nc(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,451.4830000000003,58.0,1.7177999999999993,122.20040000000006,112.27000000000001,1.0,9.0,10.0,4.0,5.0,3.0,6.0,1.0,6.772710800170898,1.0,13.515933990478516,1.0,4.0,2.0,0.34797778973885074,0.8091324278328595,0.9440585892688552,0.6520222102611493,0.19086757216714045,0.05594141073114478,0.6520221767169418,0.19086695260393738,0.0559385329023253,9.639754366543073e-08,7.657123944121157e-07,3.048348989677336e-06,0.6520220803193982,0.19086618689154297,0.05593548455333562,1.259351525263587,1.6258196068661117,1.6927989479067278,0.34797778973885074,0.7003896022801884,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0
CCCC[C@@H]1C(=O)C(=O)N(c2ccccc2)N1c1ccccc1,308.38100000000003,43.0,3.5827000000000027,91.16900000000004,40.620000000000005,0.0,3.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5827000000000027,3.5827000000000027,3.5827000000000027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0
COC(=O)[C@H](c1ccccc1)[C@@H]1CCCCN1,233.31099999999995,36.0,2.0852999999999997,66.84070000000004,38.33,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,9.661465644836426,1.0,14.0,0.0,1.0,0.0,0.0006890250515302343,0.005447061267454645,0.021338642895005866,0.9993109749484698,0.9945529387325454,0.9786613571049941,0.9993109749484698,0.9945529387325454,0.9786613571049941,0.0,0.0,0.0,0.9993109749484698,0.9945529387325454,0.9786613571049941,-1.0764649877533916,-0.1785377398420085,0.4144667955030781,0.0006890250515302343,0.009158243071330249,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
Oc1ccc([C@H](O)[C@@H]2CCCCN2)cc1O,223.27199999999996,33.0,1.2732999999999999,60.373100000000036,72.72,4.0,4.0,8.0,2.0,2.0,1.0,4.0,1.0,9.735522270202637,1.0,9.667464256286621,1.0,1.0,3.0,0.0005806709033680131,0.004572324253811953,0.01767360167370707,0.999419329096632,0.9954276757461881,0.982326398326293,0.9994189342160225,0.9954029771218162,0.981946330763104,0.0006795798692964299,0.005372743409438727,0.02105209518363101,0.998739354346726,0.9900302337123775,0.960894235579473,-1.962769935329355,-1.0665629784850124,-0.47937493732831005,0.0005806709033680131,0.007608865610295679,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
Cc1c(N(C)C)c(=N)n(-c2ccccc2)n1C,230.31500000000003,35.0,1.6696900000000001,69.65870000000004,36.95,1.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,9.469684600830078,1.0,14.0,0.0,2.0,0.0,0.001071149170154051,0.008445627702595382,0.032796920695624454,0.998928850829846,0.9915543722974046,0.9672030793043755,0.998928850829846,0.9915543722974046,0.9672030793043755,0.0,0.0,0.0,0.998928850829846,0.9915543722974046,0.9672030793043755,-1.3004600443281746,-0.4036780669168074,0.18552306969713106,0.001071149170154051,0.014104565856124629,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,445.54500000000024,58.0,2.0781199999999993,114.97440000000005,130.14999999999998,3.0,6.0,9.0,7.0,3.0,2.0,5.0,1.0,4.326220512390137,1.0,5.053443908691406,1.0,3.0,3.0,0.034299053304769164,0.004478438798279569,0.0011294343294206213,0.9657009466952309,0.9955215612017204,0.9988705656705794,0.006657627216552477,0.0008430517325693472,0.0002118987897003345,0.9654710659239677,0.995517782460458,0.9988703262940883,-0.9588134387074152,-0.9946747307278886,-0.998658427504388,0.6134021331567994,-0.27075335641682585,-0.8690190159161597,0.0011294343294206213,0.013302308810823118,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,268.356,40.0,4.828600000000005,83.60960000000004,40.46,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,9.827666282653809,1.0,0.0,2.0,0.999529965716208,0.9962785302878524,0.9853471207998253,0.00047003428379199796,0.003721469712147596,0.014652879200174662,0.0,0.0,0.0,0.0004700342837920328,0.0037214697121475734,0.014652879200174624,-0.0004700342837920328,-0.0037214697121475734,-0.014652879200174624,4.8283958187143865,4.82698077141212,4.82218925190982,0.9853471207998253,0.9937185389346285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0
N=C(NCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,477.4040000000001,58.0,3.395080000000001,132.56699999999995,167.58,10.0,4.0,14.0,7.0,2.0,2.0,0.0,0.0,9.962288856506348,1.0,9.591967582702637,1.0,6.0,10.0,0.0003445165622318507,0.0027148164887260046,0.010520273826876,0.9996554834377681,0.997285183511274,0.989479726173124,0.999655204670023,0.9972677344167389,0.9892105358391439,0.0008085020906950947,0.00638630982361765,0.024949370049047154,0.998846702579328,0.9908814245931212,0.9642611657900967,-0.06770989505387792,0.8288204782610578,1.417107043995816,0.0003445165622318507,0.004526535625944618,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)[C@H](CCc1ccccc1)N[C@@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,389.4520000000002,55.0,1.1170000000000004,101.42130000000007,110.18,3.0,5.0,8.0,7.0,3.0,1.0,4.0,1.0,7.452216148376465,1.0,1.9712378978729248,1.0,1.0,2.0,2.971996841245593e-06,1.7511120024491684e-06,7.293164574932722e-07,0.9999970280031587,0.9999982488879976,0.9999992706835426,0.8995792873774255,0.5300218741664273,0.22074692916424676,0.9999704045434091,0.9999962740563737,0.9999990640826648,-0.10039111716598359,-0.4699743998899464,-0.779252134918418,-4.409951656496366,-4.639686075224372,-5.020083986193109,7.293164574932722e-07,1.8174751003960113e-06,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,417.5060000000003,61.0,1.5955,110.4185000000001,99.18,2.0,6.0,8.0,8.0,3.0,1.0,3.0,1.0,6.081407070159912,1.0,3.256696939468384,1.0,1.0,1.0,0.0004131637948587582,6.859569137208042e-05,1.7843585407613398e-05,0.9995868362051412,0.9999314043086279,0.9999821564145924,0.27610885469105395,0.04581821762987287,0.011917909892529279,0.9994292459611694,0.9999281104579447,0.999981941191338,-0.7233203912701155,-0.9541098928280718,-0.9880640312988087,-1.7883777422878566,-2.5682031623121415,-3.1530178760646677,1.7843585407613398e-05,0.00016653435721281735,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cc(Cl)c[n+]2[O-])cn1,374.84900000000005,40.0,3.414320000000002,96.92580000000002,73.97,0.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,4.46264123916626,1.0,14.0,0.0,1.0,0.0,0.9909076857784217,0.9988461752510096,0.9997099217000642,0.009092314221578301,0.0011538247489903952,0.00029007829993576983,0.009092314221578298,0.0011538247489904503,0.0002900782999358204,0.0,0.0,0.0,0.009092314221578298,0.0011538247489904503,0.0002900782999358204,3.410353196942931,3.4138186109652358,3.41419400231954,0.9909076857784217,0.9964879275764985,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0
C[C@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,287.35900000000004,42.0,2.3520000000000003,82.34210000000003,72.72,4.0,4.0,8.0,6.0,2.0,2.0,3.0,1.0,9.405360221862793,1.0,9.735321998596191,1.0,1.0,3.0,0.0012412164779872902,0.009735744486327162,0.03715126746043698,0.9987587835220127,0.9902642555136728,0.962848732539563,0.9987580615414029,0.9902192726428556,0.9621653692633002,0.0005813336440422503,0.004599133497407428,0.018061846064218127,0.9981767278973607,0.9856201391454481,0.9441035231990821,-0.5541524674969511,0.3403691673548841,0.9219736348310239,0.0012412164779872902,0.01604274280825048,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
