smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,halogen_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fused_aromatic_ring_count,max_fused_aromatic_system_size,aromatic_n_heterocycle_ring_count,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,aromatic_nitro_count,aromatic_nitro_present,aromatic_amine_count,aromatic_amine_present,azo_linkage_count,azo_linkage_present,n_nitroso_count,n_nitroso_present,epoxide_ring_count,epoxide_present,alkyl_halide_count,alkyl_halide_present,michael_acceptor_count,michael_acceptor_present,alkyl_oxy_nitrogen_ester_count,alkyl_oxy_nitrogen_ester_present,hydrazine_count,hydrazine_present,isocyanate_count,isocyanate_present,quinone_ring_count,quinone_present,pah_system_count,pah_present,hetero_pah_system_count,hetero_pah_present,polycyclic_alert_present,aromatic_alert_family_count,reactive_alert_family_count,ames_alert_family_count,ames_structural_alert_present
Cc1ccc(NO)cc1[N+](=O)[O-],168.152,168.053492116,12.0,7.0,5.0,5.0,0.0,1.7043199999999996,43.24260000000001,75.39999999999999,2.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
C=Cc1ccc(O)c(OC)c1,150.177,150.06807956,11.0,9.0,2.0,2.0,0.0,2.0438,44.74980000000002,29.46,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)c1ccc(N(O)C=O)cc1,209.201,209.068807832,15.0,10.0,5.0,5.0,0.0,1.2153,52.72800000000002,66.84,1.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC(CC)COC(=O)c1ccc(N(C)N=O)cc1,292.379,292.178692628,21.0,16.0,5.0,5.0,0.0,4.177400000000004,84.22850000000005,58.97,0.0,4.0,4.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CC(=O)c1ccccc1[N+](=O)[O-],165.14799999999994,165.042593084,12.0,8.0,4.0,4.0,0.0,1.7974,43.10090000000002,60.209999999999994,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Cc1cccc([N+](=O)[O-])c1C(O)O,183.163,183.053157768,13.0,8.0,5.0,5.0,0.0,0.8864199999999998,45.01200000000002,83.60000000000001,2.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Nc1cc([N+](=O)[O-])c(N)cc1Cl,187.586,187.014854112,12.0,6.0,6.0,5.0,1.0,1.4125999999999999,46.931200000000004,95.17999999999999,2.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
O=C(O)c1ccccc1[N+](=O)[O-],167.11999999999995,167.02185764,12.0,7.0,5.0,5.0,0.0,1.293,40.05570000000001,80.44,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Cc1ccc(O)c(O)c1,124.13899999999998,124.052429496,9.0,7.0,2.0,2.0,0.0,1.4062199999999996,34.5086,40.46,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,446.6720000000004,446.33960995199993,32.0,28.0,4.0,4.0,0.0,7.993400000000009,132.08700000000005,52.60000000000001,0.0,4.0,4.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,266.29699999999997,266.126657056,19.0,13.0,6.0,6.0,0.0,3.725760000000003,72.66180000000003,86.28,0.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5384615384615384,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CCCC[C@@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,290.403,290.18819469199997,21.0,18.0,3.0,3.0,0.0,4.468000000000004,86.29300000000006,35.53,0.0,3.0,3.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Nc1cccc(Cl)c1,127.574,127.01887687199999,8.0,6.0,2.0,1.0,1.0,1.9222,35.86440000000001,26.02,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CCCCOC(=O)c1ccc(O)cc1,194.23,194.094294308,14.0,11.0,3.0,3.0,0.0,2.349100000000001,53.297300000000035,46.53,1.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N/C(=N\O)c1ccccc1,136.15399999999997,136.063662876,10.0,7.0,3.0,3.0,0.0,0.7811000000000001,38.952900000000014,58.61,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1cc(Cl)cc(C(=O)O)c1Cl,206.028,204.96973376,12.0,7.0,5.0,3.0,2.0,2.2738,47.8337,63.32000000000001,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Oc1ccc(Cl)c(Cl)c1Cl,197.448,195.924947756,10.0,6.0,4.0,1.0,3.0,3.3524000000000003,43.13680000000001,20.23,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=Cc1ccccc1C=C,130.18999999999997,130.07825032,10.0,10.0,0.0,0.0,0.0,2.9726000000000017,46.624000000000024,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)Nc1ccc([N+](=O)[O-])cc1,180.16299999999998,180.053492116,13.0,8.0,5.0,5.0,0.0,1.5532,47.400100000000016,72.24,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CNc1ccc([N+](=O)[O-])cc1,152.15300000000002,152.058577496,11.0,7.0,4.0,4.0,0.0,1.6364999999999998,42.64310000000002,55.17,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
Cc1c(N)cc(N)cc1[N+](=O)[O-],167.16799999999998,167.069476528,12.0,7.0,5.0,5.0,0.0,1.06762,46.6582,95.18,2.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
O=C(Cl)c1c(Cl)cccc1Cl,209.45900000000003,207.924947756,11.0,7.0,4.0,1.0,3.0,3.3724000000000007,46.64550000000001,17.07,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc(N=O)c1,121.139,121.052763844,9.0,7.0,2.0,2.0,0.0,2.39292,36.63400000000001,29.43,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,269.51099999999997,267.946077124,15.0,9.0,6.0,3.0,3.0,3.4987000000000013,59.197800000000015,46.53,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC[C@@H](C)c1ccccc1O,150.22099999999998,150.104465068,11.0,10.0,1.0,1.0,0.0,2.9057000000000017,46.81280000000004,20.23,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=[N+]([O-])c1ccccc1O,139.10999999999999,139.02694302,10.0,6.0,4.0,4.0,0.0,1.3003999999999998,34.76120000000001,63.370000000000005,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Cc1ccc(O)cc1,108.13999999999999,108.057514876,8.0,7.0,1.0,1.0,0.0,1.7006199999999998,32.843799999999995,20.23,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],243.13099999999997,243.0127495,17.0,7.0,10.0,10.0,0.0,1.4197999999999997,52.95720000000001,138.65,0.0,7.0,7.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CN(C)c1ccc(N)cc1,136.19799999999998,136.100048384,10.0,8.0,2.0,2.0,0.0,1.3348,45.18140000000002,29.259999999999998,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.36499999999995,285.10347908800003,19.0,13.0,6.0,5.0,0.0,2.1955,72.74210000000005,74.68,1.0,3.0,4.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,201.56499999999997,200.982885288,13.0,7.0,6.0,5.0,1.0,1.9464000000000001,45.06570000000001,80.44,1.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CC[C@@H](C)Nc1ccc(N[C@H](C)CC)cc1,220.35999999999999,220.19394876799998,16.0,14.0,2.0,2.0,0.0,4.107400000000003,73.19340000000005,24.06,2.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Cc1c(N)cc([N+](=O)[O-])c(N)c1C,181.19499999999996,181.085126592,13.0,8.0,5.0,5.0,0.0,1.37604,51.39520000000001,95.17999999999999,2.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
Cc1ccc(CN(C)N=O)cc1,164.20800000000003,164.094963004,12.0,9.0,3.0,3.0,0.0,2.10822,48.441000000000024,32.67,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Cc1ccc([N+](=O)[O-])cc1N=O,166.136,166.037842052,12.0,7.0,5.0,5.0,0.0,2.30112,43.28840000000002,72.57,0.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Cc1cccc(C)c1N,121.183,121.08914935199999,9.0,8.0,1.0,1.0,0.0,1.88564,40.32840000000001,26.02,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Cc1cc([N+](=O)[O-])ccc1N,152.153,152.058577496,11.0,7.0,4.0,4.0,0.0,1.4854199999999997,42.24580000000002,69.16,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
OCc1ccccc1,108.13999999999997,108.057514876,8.0,7.0,1.0,1.0,0.0,1.1789,32.364799999999995,20.23,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNc1ccccc1,108.14399999999998,108.06874825599999,8.0,6.0,2.0,2.0,0.0,0.9722000000000002,34.25210000000001,38.05,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
CCCC[C@H](CC)COC(=O)c1cccc(C(=O)OC[C@@H](CC)CCCC)c1,390.56400000000025,390.277009696,28.0,24.0,4.0,4.0,0.0,6.433000000000008,113.61900000000009,52.60000000000001,0.0,4.0,4.0,14.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)c1cc(O)ccc1O,166.21999999999997,166.099379688,12.0,10.0,2.0,2.0,0.0,2.395300000000001,48.47160000000004,40.46,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCc1ccccc1OCC(O)CNC(C)C,249.35399999999996,249.172878976,18.0,15.0,3.0,3.0,0.0,2.1528,74.98350000000005,41.49,2.0,3.0,5.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(N)c([N+](=O)[O-])c1,152.15300000000002,152.058577496,11.0,7.0,4.0,4.0,0.0,1.48542,42.24580000000001,69.16,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
CCN(CC)c1ccc(N)cc1,164.25199999999998,164.131348512,12.0,10.0,2.0,2.0,0.0,2.115,54.415400000000034,29.259999999999998,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
O=[N+]([O-])c1cc(Cl)ccc1Cl,192.001,190.954083696,11.0,6.0,5.0,3.0,2.0,2.9016,43.11640000000001,43.14,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,321.20000000000005,320.058214416,20.0,14.0,6.0,4.0,2.0,3.7321000000000026,78.64300000000004,44.760000000000005,0.0,4.0,4.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=CNc1ccccc1,121.13899999999995,121.052763844,9.0,7.0,2.0,2.0,0.0,1.2549,36.12870000000001,29.1,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,231.893,229.885975404,11.0,6.0,5.0,1.0,4.0,4.0058,48.14680000000001,20.23,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)S(=O)(=O)c1ccc(NC(C)=O)cc1,270.354,270.103813436,18.0,12.0,6.0,5.0,0.0,1.6755,70.85250000000003,66.48,1.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)COc1ccc(Cl)cc1Cl,235.066,233.985049476,14.0,9.0,5.0,3.0,2.0,2.5452000000000004,53.97300000000002,35.53,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=Cc1ccc([N+](=O)[O-])cc1,149.149,149.047678464,11.0,8.0,3.0,3.0,0.0,2.2378,43.18740000000002,43.14,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
