smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fused_aromatic_ring_count,aromatic_atom_fraction,carbon_heavy_atom_fraction,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,basic_center_count,tertiary_amine_count,quaternary_ammonium_count,aromatic_linker_count,longest_alkyl_chain,adamantane_like_present,most_basic_pka,num_basic_sites,base_protonated_fraction_ph74,pka_features_available,mw_gt_500,mw_ge_300,mw_lt_300,logp_ge_3,logp_le_3,tpsa_gt_75,tpsa_le_75,hba_ge_3,hba_le_2,hbd_le_3,hbd_ge_4,oxygen_nitrogen_ge_4,oxygen_nitrogen_le_3,basic_center_present,cationic_center_present,tertiary_amine_present,most_basic_pka_gt_8,most_basic_pka_lt_8,aromatic_ring_count_ge_2,aromatic_linker_present,long_alkyl_chain_ge_6,bulky_hydrophobic_moiety_present,hydrophobic_large_molecule,aromatic_basic_combo_present,pgp_flowchart_high_likelihood
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.7960000000003,567.31307792,40.0,32.0,8.0,7.0,4.747620000000004,160.5924999999997,101.9,4.0,6.0,10.0,9.0,4.0,2.0,2.0,0.0,0.3,0.8,0.5625,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,6.550326347351074,1.0,0.12385219918239906,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,291.73400000000004,291.066220988,20.0,15.0,5.0,4.0,2.8450200000000017,76.37430000000003,59.3,1.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0,0.55,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1490042209625244,1.0,5.610531141738224e-07,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C(=O)N2c3ccccc3[C@H](N3CCN(Cc4ccccc4)CC3)[C@@H](O)[C@@H]2C)cc1,455.60200000000026,455.257277296,34.0,29.0,5.0,5.0,4.263720000000004,135.93229999999994,47.02000000000001,1.0,4.0,5.0,4.0,5.0,3.0,2.0,0.0,0.5294117647058824,0.8529411764705882,0.3448275862068966,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,6.963320255279541,2.0,0.26786294676268596,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,383.40800000000024,383.15935415200005,28.0,19.0,9.0,9.0,1.7845999999999997,103.87890000000003,106.95,1.0,8.0,9.0,4.0,4.0,3.0,1.0,2.0,0.5357142857142857,0.6785714285714286,0.3157894736842105,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,6.772367000579834,4.0,0.19074472608755197,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,288.43500000000006,288.22016351599996,21.0,18.0,3.0,3.0,3.8965400000000026,88.66570000000006,32.34,1.0,2.0,3.0,5.0,2.0,1.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.6111111111111112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,8.446552276611328,2.0,0.9175697162305233,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)c1cccc(OC[C@H](O)CN2CCOCC2)c1,279.33599999999996,279.147058152,20.0,15.0,5.0,5.0,0.9610999999999998,75.20730000000005,59.0,1.0,5.0,6.0,6.0,2.0,1.0,1.0,0.0,0.3,0.75,0.5333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.38736629486084,1.0,0.0885333834161887,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)c1ccc(OC[C@@H](O)CN2CCOCC2)cc1,279.3359999999999,279.147058152,20.0,15.0,5.0,5.0,0.9610999999999998,75.20730000000005,59.0,1.0,5.0,6.0,6.0,2.0,1.0,1.0,0.0,0.3,0.75,0.5333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.39315938949585,1.0,0.0896157089288898,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(=O)c1ccccc1OC[C@@H](O)CN1CCOCC1,293.363,293.162708216,21.0,16.0,5.0,5.0,1.3512,79.82430000000005,59.0,1.0,5.0,6.0,7.0,2.0,1.0,1.0,0.0,0.2857142857142857,0.7619047619047619,0.5625,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.381434917449951,1.0,0.08743746397480051,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(=O)c1ccccc1OC[C@H](O)CN1CCOCC1,293.363,293.162708216,21.0,16.0,5.0,5.0,1.3512,79.82430000000005,59.0,1.0,5.0,6.0,7.0,2.0,1.0,1.0,0.0,0.2857142857142857,0.7619047619047619,0.5625,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.381434917449951,1.0,0.08743746397480051,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCOc1ccc(OCCCN2CCOCC2)cc1,293.4069999999999,293.199093724,21.0,17.0,4.0,4.0,2.9666000000000015,84.21600000000007,30.930000000000003,0.0,4.0,4.0,9.0,2.0,1.0,1.0,0.0,0.2857142857142857,0.8095238095238095,0.6470588235294118,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,7.233649730682373,1.0,0.4053949442578713,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1N1CCN(CC(=O)c2oc3ccccc3c2CCc2ccccc2)CC1,454.5700000000002,454.22564282,34.0,29.0,5.0,5.0,5.231500000000005,136.04149999999993,45.92,0.0,5.0,5.0,8.0,5.0,4.0,1.0,2.0,0.6176470588235294,0.8529411764705882,0.27586206896551724,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,6.129816055297852,2.0,0.05094565353669135,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,249.29500000000004,249.057197592,17.0,11.0,6.0,5.0,1.4646000000000001,65.89990000000002,85.08,2.0,4.0,6.0,3.0,2.0,2.0,0.0,0.0,0.7058823529411765,0.6470588235294118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.612788200378418,3.0,0.0016295958073428928,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CN(CCc1ccc(NC(=O)c2ccccc2NC(=O)c2cnc3ccccc3c2)cc1)Cc1ccc(F)c(F)c1,550.6090000000003,550.2180325759999,41.0,33.0,8.0,6.0,6.692100000000004,156.92939999999967,74.33000000000001,2.0,4.0,6.0,9.0,5.0,5.0,0.0,2.0,0.6829268292682927,0.8048780487804879,0.12121212121212122,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.031728744506836,4.0,0.8107067794206337,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
COc1ccc(CN(C)CCc2ccc(NC(=O)c3ccccc3NC(=O)c3cnc4ccccc4c3)cc2)cc1O,560.6540000000002,560.242355504,42.0,34.0,8.0,8.0,6.128100000000006,165.23019999999966,103.79,3.0,6.0,9.0,10.0,5.0,5.0,0.0,2.0,0.6666666666666666,0.8095238095238095,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.421785354614258,4.0,0.913152383768534,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
COc1cc(CN(C)CCc2ccc(NC(=O)c3ccccc3NC(=O)c3cnc4ccccc4c3)cc2)ccc1O,560.6540000000002,560.242355504,42.0,34.0,8.0,8.0,6.128100000000006,165.23019999999966,103.79,3.0,6.0,9.0,10.0,5.0,5.0,0.0,2.0,0.6666666666666666,0.8095238095238095,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.395055770874023,4.0,0.9081456484860914,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4000000000001,398.068490548,28.0,18.0,10.0,9.0,3.7016000000000013,100.7296,141.31,3.0,7.0,10.0,6.0,3.0,3.0,0.0,0.0,0.6428571428571429,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.479611396789551,2.0,0.0011997480149373943,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
COc1ccc([C@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,414.52700000000016,414.1613283119999,29.0,22.0,7.0,6.0,3.368500000000002,114.49500000000005,59.080000000000005,0.0,6.0,6.0,6.0,3.0,2.0,1.0,0.0,0.41379310344827586,0.7586206896551724,0.36363636363636365,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.65701961517334,1.0,0.9475686467314812,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
CN1[C@@H](CC(=O)c2ccccc2)CCC[C@@H]1C[C@H](O)c1ccccc1,337.463,337.20417910400005,25.0,22.0,3.0,3.0,4.236000000000003,100.59830000000005,40.540000000000006,1.0,3.0,4.0,6.0,3.0,2.0,1.0,0.0,0.48,0.88,0.4090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.797004699707031,1.0,0.9960073811102783,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C(CCc1ccccc1)c1ccccc1OCCCCN1CCCCC1,365.5170000000003,365.23547923200005,27.0,24.0,3.0,3.0,5.147000000000005,110.55550000000008,29.54,0.0,3.0,3.0,10.0,3.0,2.0,1.0,0.0,0.4444444444444444,0.8888888888888888,0.4583333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,9.757912635803223,1.0,0.9956329654099138,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,610.7110000000002,610.2791349360001,45.0,35.0,10.0,10.0,4.953000000000005,170.0880999999995,114.25,1.0,9.0,10.0,10.0,5.0,3.0,2.0,0.0,0.4,0.7777777777777778,0.3142857142857143,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,6.7050323486328125,2.0,0.16795056804963235,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,327.3800000000001,327.14705815200006,24.0,19.0,5.0,5.0,2.770500000000001,89.87660000000004,62.160000000000004,2.0,5.0,7.0,2.0,4.0,2.0,2.0,0.0,0.5,0.7916666666666666,0.3684210526315789,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.4922709465026855,1.0,0.11006048836673049,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O=C(CCc1ccccc1)c1ccccc1OC[C@@H](O)CNC1CCCCC1,381.51600000000025,381.230393852,28.0,24.0,4.0,4.0,4.164100000000003,111.91300000000007,58.56,2.0,4.0,6.0,10.0,3.0,2.0,1.0,0.0,0.42857142857142855,0.8571428571428571,0.4583333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.252243995666504,1.0,0.9861421603793826,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C(CCc1ccccc1)c1ccccc1OC[C@H](O)CNC1CCCCC1,381.51600000000025,381.230393852,28.0,24.0,4.0,4.0,4.164100000000003,111.91300000000007,58.56,2.0,4.0,6.0,10.0,3.0,2.0,1.0,0.0,0.42857142857142855,0.8571428571428571,0.4583333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.252243995666504,1.0,0.9861421603793826,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
C[C@@H]1O[C@H](O[C@@H]2[C@@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@@H](CO)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,580.5390000000003,580.1792057039999,41.0,27.0,14.0,14.0,-1.1652000000000007,134.14690000000004,225.05999999999997,8.0,14.0,22.0,6.0,5.0,2.0,3.0,0.0,0.2926829268292683,0.6585365853658537,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,438.4800000000001,438.179086552,32.0,24.0,8.0,8.0,3.5660000000000025,117.64280000000004,104.22,1.0,5.0,6.0,10.0,3.0,2.0,1.0,0.0,0.375,0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0
O=C1CC[C@@]2(O)[C@@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@H]1O5,341.4070000000001,341.162708216,25.0,20.0,5.0,5.0,1.5253999999999999,89.79760000000005,70.0,2.0,5.0,7.0,2.0,6.0,1.0,5.0,0.0,0.24,0.8,0.65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.262880802154541,1.0,0.42171706690478994,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(CNC(=O)c2c3n(c4c(N5CCN(CCc6ccc(F)c(F)c6)CC5)ncnc24)CCCC3)c1OC,590.6750000000001,590.2816954520001,43.0,32.0,11.0,9.0,4.357700000000004,159.89719999999966,84.75000000000001,1.0,8.0,9.0,9.0,6.0,4.0,2.0,2.0,0.4883720930232558,0.7441860465116279,0.40625,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,7.047530174255371,5.0,0.3075514036716824,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
COc1ccc(-n2c(C(=N)CCC(N)=O)n[nH]c2=S)cc1,305.363,305.09464572,21.0,13.0,8.0,7.0,1.5718599999999998,80.55780000000001,109.78,3.0,6.0,9.0,6.0,2.0,2.0,0.0,0.0,0.5238095238095238,0.6190476190476191,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.5099940299987793,3.0,0.00012880659102229317,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CC(C)CN(C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,505.63700000000034,505.22465683999997,35.0,25.0,10.0,9.0,2.4028,133.23270000000002,131.19,3.0,7.0,10.0,11.0,3.0,2.0,1.0,0.0,0.34285714285714286,0.7142857142857143,0.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.250581741333008,1.0,0.0007083925437561977,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
O=C1C[C@@H](CCN2CCCCC2)Oc2ccccc21,259.349,259.157228912,19.0,16.0,3.0,3.0,2.8964000000000016,74.71350000000004,29.540000000000003,0.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,0.3157894736842105,0.8421052631578947,0.5625,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.433374404907227,1.0,0.9908246550671905,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C(=O)CCN[C@H](C)[C@@H](O)c2ccccc2)c1,313.397,313.167793596,23.0,19.0,4.0,4.0,2.979700000000001,90.80800000000005,58.56,2.0,4.0,6.0,8.0,2.0,2.0,0.0,0.0,0.5217391304347826,0.8260869565217391,0.3157894736842105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,8.33944320678711,1.0,0.8968910246225901,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@@H]1C(=O)O,365.4110000000001,365.104541708,25.0,16.0,9.0,8.0,0.023700000000000443,90.69370000000004,132.96,4.0,6.0,10.0,4.0,3.0,1.0,2.0,0.0,0.24,0.64,0.4375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.030774116516113,1.0,0.29939635512857954,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(C)S[C@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,378.4060000000001,378.0885572959999,26.0,17.0,9.0,8.0,0.4864999999999999,92.47730000000006,124.01,3.0,5.0,8.0,5.0,3.0,1.0,2.0,0.0,0.23076923076923078,0.6538461538461539,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc2c(c1)CCC[C@@H]2C1=NCCN1,200.285,200.131348512,15.0,13.0,2.0,2.0,2.1082,62.425700000000035,24.39,1.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,0.4,0.8666666666666667,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.567672729492188,1.0,0.9993207460477753,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)Oc1c(OCc2ccccc2)cc2oc(-c3ccccc3)cc(=O)c2c1OC(C)=O,444.43900000000025,444.1209029799999,33.0,26.0,7.0,7.0,4.889600000000005,121.31200000000004,92.04000000000002,0.0,7.0,7.0,6.0,4.0,4.0,0.0,2.0,0.6666666666666666,0.7878787878787878,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,378.31600000000014,378.116682452,26.0,17.0,9.0,3.0,4.447900000000003,82.34850000000002,45.150000000000006,2.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,0.38461538461538464,0.6538461538461539,0.47058823529411764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.038461685180664,2.0,0.9775266952454487,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,410.5580000000003,410.256942948,30.0,25.0,5.0,5.0,4.339200000000004,121.87650000000006,42.01,0.0,5.0,5.0,12.0,3.0,2.0,1.0,0.0,0.4,0.8333333333333334,0.48,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,9.170450210571289,2.0,0.983318163859899,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
O=C(CCc1ccccc1)OCCN1CCN(CCOC(=O)CCc2ccccc2)CC1,438.56800000000027,438.251857568,32.0,26.0,6.0,6.0,2.9560000000000013,124.32400000000004,59.080000000000005,0.0,6.0,6.0,12.0,3.0,2.0,1.0,0.0,0.375,0.8125,0.46153846153846156,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,6.774179935455322,2.0,0.1913899290607543,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,477.0480000000002,476.223055976,34.0,29.0,5.0,4.0,5.088000000000005,137.99779999999987,43.78,1.0,3.0,4.0,7.0,4.0,3.0,1.0,0.0,0.5294117647058824,0.8529411764705882,0.3448275862068966,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,7.9067301750183105,1.0,0.7625641849090464,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
O=c1c2ccccc2n(CCCN2CCCCC2)c2ccccc12,320.4359999999999,320.18886338799996,24.0,21.0,3.0,3.0,4.030700000000003,100.62200000000004,25.240000000000002,0.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,0.5833333333333334,0.875,0.38095238095238093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,9.480935096740723,2.0,0.991768570846566,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
COc1cccc2c(=O)c3ccccc3n(CCCN3CCCCC3)c12,350.4620000000002,350.199428072,26.0,22.0,4.0,4.0,4.039300000000003,107.17400000000006,34.47,0.0,4.0,4.0,5.0,4.0,3.0,1.0,3.0,0.5384615384615384,0.8461538461538461,0.4090909090909091,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,9.459373474121094,2.0,0.9913532093796802,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
C[C@H](N[C@@H](C)COc1ccccc1)[C@@H](O)c1ccc(O)cc1,301.3860000000001,301.167793596,22.0,18.0,4.0,4.0,2.871200000000001,87.06330000000004,61.72,3.0,4.0,7.0,7.0,2.0,2.0,0.0,0.0,0.5454545454545454,0.8181818181818182,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,8.742552757263184,1.0,0.9565341935060975,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
