smiles,mol_weight,exact_mol_weight,heavy_atom_count,total_atom_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,heteroatom_count,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fraction_csp3,stereocenter_count,formal_charge,positive_formal_atom_count,negative_formal_atom_count,abs_formal_charge,labute_asa,labute_asa_per_heavy_atom,aromatic_heavy_atom_fraction,fused_aromatic_ring_count,intramolecular_hbond_pair_count,intramolecular_hbond_potential_present,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,has_amphoteric_sites,ionizable_center_present,moderate_basic_pka_8_12,moderate_acidic_pka_2_6,any_moderate_pka_2_12,pka_features_available,mw_le_500,logp_le_5,hbd_le_5,hba_le_10,lipinski_pass,lipinski_violation_count,rotatable_bonds_le_10,tpsa_le_140,veber_pass,logp_le_5p88,tpsa_le_131p6,egan_pass,ghose_mw_in_160_480,ghose_logp_in_neg0p4_5p6,ghose_atom_count_in_20_70,ghose_mr_in_40_130,ghose_pass,oprea_hbd_lt_2,oprea_hba_in_2_10,oprea_rotatable_bonds_in_2_8,oprea_ring_count_in_1_4,oprea_pass,mw_le_300,logp_le_3,hbd_le_3,hba_le_3,rule_of_3_pass,muegge_mw_in_200_600,muegge_logp_in_neg2_5,tpsa_le_150,rotatable_bonds_le_15,ring_count_le_7,muegge_pass,pfizer_3_75_risk,pfizer_3_75_safe,aromatic_ring_count_le_3,fraction_csp3_ge_0p4,fraction_csp3_distance_to_0p45,stereocenter_count_ge_1,crystal_packing_risk_proxy,oral_bioavailability_rule_pass_count,oral_bioavailability_screen_pass
Cc1cc(=O)n(-c2ccccc2)n1C,188.23000000000002,188.094963004,14.0,26.0,1.4844199999999999,55.74700000000003,26.93,0.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,82.19710859795416,5.871222042711011,0.7857142857142857,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4844199999999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2681818181818182,0.0,0.0,6.0,0.0
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,361.82500000000005,361.1080857999999,25.0,45.0,3.554500000000001,96.27400000000006,75.63,2.0,3.0,5.0,6.0,7.0,2.0,2.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,151.12704371861736,6.045081748744694,0.48,0.0,1.0,1.0,,3.6795639991760254,0.0,2.0,0.00019031864497887074,0.9998096813550211,0.0,0.9998096813550211,-0.9998096813550211,-0.16601866302782042,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.18684210526315792,0.0,0.0,6.0,0.0
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,366.84400000000016,366.102272148,26.0,45.0,5.505100000000004,100.90880000000003,54.37,1.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,156.8571973094496,6.032969127286522,0.46153846153846156,0.0,1.0,1.0,,5.043724060058594,0.0,1.0,0.0043834511069293924,0.9956165488930706,0.0,0.9956165488930706,-0.9956165488930706,3.1469161667910814,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1772727272727273,0.0,0.0,3.0,0.0
O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,389.4520000000002,389.19507096399997,28.0,55.0,1.1170000000000004,101.42130000000007,110.18,3.0,5.0,8.0,8.0,7.0,3.0,1.0,2.0,0.55,3.0,0.0,0.0,0.0,0.0,163.64162976276413,5.844343920098718,0.21428571428571427,0.0,4.0,1.0,7.452216148376465,1.9712378978729248,1.0,2.0,1.7511120024491684e-06,0.9999982488879976,0.5300218741664273,0.9999962740563737,-0.4699743998899464,-4.639686075224372,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.10000000000000003,1.0,0.0,6.0,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,417.5060000000003,417.22637109199997,30.0,61.0,1.5955,110.4185000000001,99.18,2.0,6.0,8.0,8.0,8.0,3.0,1.0,2.0,0.5909090909090909,3.0,0.0,0.0,0.0,0.0,176.69082546886818,5.889694182295606,0.2,0.0,3.0,1.0,6.081407070159912,3.256696939468384,1.0,1.0,6.859569137208042e-05,0.9999314043086279,0.04581821762987287,0.9999281104579447,-0.9541098928280718,-2.5682031623121415,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.14090909090909093,1.0,0.0,6.0,1.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.87100000000015,375.140134876,26.0,49.0,4.425600000000004,100.98730000000005,40.540000000000006,1.0,3.0,4.0,5.0,6.0,3.0,2.0,1.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,157.95153635385225,6.075059090532779,0.46153846153846156,0.0,2.0,1.0,8.1363525390625,13.836922645568848,1.0,1.0,0.15505196463757082,0.8449480353624292,0.8449479786661409,3.65659781680415e-07,0.8449476130063592,3.616077273481123,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.06904761904761908,0.0,0.0,6.0,0.0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.6110000000002,454.28315769599993,33.0,71.0,5.093080000000005,131.65600000000003,63.95,0.0,6.0,6.0,6.0,13.0,2.0,2.0,0.0,0.5185185185185185,1.0,0.0,0.0,0.0,0.0,198.5692233112098,6.017249191248782,0.36363636363636365,0.0,3.0,1.0,9.200688362121582,,1.0,0.0,0.015577337905924638,0.9844226620940754,0.9844226620940754,0.0,0.9844226620940754,3.2855732407851743,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.06851851851851848,1.0,0.0,1.0,0.0
COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,484.6370000000003,484.2937223799999,35.0,75.0,5.101680000000005,138.20799999999994,73.18,0.0,7.0,7.0,7.0,14.0,2.0,2.0,0.0,0.5357142857142857,1.0,0.0,0.0,0.0,0.0,210.0477106551133,6.001363161574665,0.34285714285714286,0.0,4.0,1.0,9.185626029968262,,1.0,0.0,0.016118213024607475,0.9838817869753925,0.9838817869753925,0.0,0.9838817869753925,3.3089968912798033,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.08571428571428569,1.0,0.0,1.0,0.0
CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,563.6720000000004,563.301189442,39.0,85.0,6.121300000000007,150.63329999999982,110.21,1.0,6.0,7.0,9.0,14.0,3.0,1.0,2.0,0.7,4.0,0.0,0.0,0.0,0.0,232.8203458977222,5.969752458915954,0.15384615384615385,0.0,7.0,1.0,,3.4044344425201416,0.0,1.0,0.00010101609353052599,0.9998989839064695,0.0,0.9998989839064695,-0.9998989839064695,2.1256905695719,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.24999999999999994,1.0,0.0,1.0,0.0
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,454.5190000000002,454.0300139280001,29.0,43.0,-0.6360799999999995,102.87150000000001,156.08999999999997,2.0,12.0,14.0,15.0,7.0,4.0,2.0,2.0,0.42857142857142855,2.0,0.0,0.0,0.0,0.0,175.66786055792278,6.05751243303182,0.3448275862068966,0.0,15.0,1.0,2.5194931030273438,2.646824598312378,3.0,2.0,1.765270295275104e-05,0.9999823472970473,1.3167016646559722e-05,0.9999823470646108,-0.9999691800479642,-5.389268786730042,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.021428571428571463,1.0,0.0,1.0,0.0
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,275.348,275.152143532,20.0,41.0,2.6201000000000008,76.24570000000004,47.56,1.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,0.5625,1.0,0.0,0.0,0.0,0.0,119.00763669907016,5.950381834953508,0.3,0.0,2.0,1.0,,13.831031799316406,0.0,1.0,0.9999996293465561,3.706534439373854e-07,0.0,3.706534439154926e-07,-3.706534439154926e-07,2.6200998390272257,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.11249999999999999,1.0,0.0,8.0,1.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,284.443,284.214015516,21.0,49.0,4.313500000000004,85.48580000000005,20.23,1.0,1.0,2.0,1.0,0.0,4.0,0.0,4.0,0.8,6.0,0.0,0.0,0.0,0.0,128.75368269911922,6.131127747577106,0.0,0.0,0.0,0.0,,13.062750816345215,0.0,1.0,0.9999978260565662,2.173943433825265e-06,0.0,2.1739434338279137e-06,-2.1739434338279137e-06,4.31349905586734,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.35000000000000003,1.0,0.0,5.0,0.0
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,285.235,285.08733208399997,20.0,32.0,-1.8409000000000002,62.702800000000025,139.54000000000002,4.0,9.0,13.0,10.0,2.0,3.0,2.0,1.0,0.5,4.0,0.0,0.0,0.0,0.0,111.01169550616902,5.550584775308451,0.45,2.0,17.0,1.0,4.122750759124756,12.88737678527832,5.0,5.0,0.9994688829095956,0.0005311170904044316,0.0005278632781367221,3.255530742840876e-06,0.0005246077473938812,-1.8411307224973632,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.04999999999999999,1.0,0.0,4.0,0.0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,267.245,267.096753896,19.0,32.0,-1.9800000000000006,62.744800000000026,139.54000000000002,4.0,9.0,13.0,9.0,2.0,3.0,2.0,1.0,0.5,4.0,0.0,0.0,0.0,0.0,106.84616010324278,5.623482110696989,0.47368421052631576,2.0,14.0,1.0,5.4914422035217285,12.787198066711426,5.0,5.0,0.9878028464186321,0.012197153581367859,0.012193103421121947,4.100153845856664e-06,0.01218900326727609,-1.9853297267246595,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.04999999999999999,1.0,0.0,4.0,0.0
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,285.69100000000003,285.06286692399993,19.0,31.0,-0.29740000000000044,66.36500000000001,119.31000000000002,3.0,8.0,11.0,9.0,2.0,3.0,2.0,1.0,0.5,3.0,0.0,0.0,0.0,0.0,112.35519257792845,5.913431188312024,0.47368421052631576,2.0,9.0,1.0,4.001501560211182,13.087264060974121,5.0,4.0,0.9995986197126114,0.00040138028738856413,0.00039932647113350697,2.0546367259038633e-06,0.0003972718344076031,-0.2975743522370748,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.04999999999999999,1.0,0.0,6.0,1.0
NS(=O)(=O)Cc1noc2ccccc12,212.23000000000002,212.025563116,14.0,22.0,0.6163,50.820200000000014,86.19000000000001,1.0,4.0,5.0,6.0,2.0,2.0,2.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,80.54400990584925,5.753143564703518,0.6428571428571429,2.0,1.0,1.0,3.5167384147644043,9.606876373291016,1.0,2.0,0.9936978589715667,0.006302141028433295,0.00013082224440235266,0.006172126235437889,-0.006041303991035536,0.6135543540871496,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.325,0.0,1.0,6.0,0.0
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,295.72900000000004,294.9488253519999,17.0,23.0,0.12990000000000046,62.1257,118.69,2.0,5.0,7.0,10.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,102.40040745855707,6.023553379915121,0.35294117647058826,0.0,6.0,1.0,3.770811080932617,7.487314224243164,3.0,3.0,0.5499643225927285,0.45003567740727146,0.00023480594797901545,0.4499065121843878,-0.4496717062364088,-0.12976548323971404,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45,0.0,0.0,6.0,0.0
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,230.67600000000002,229.991676144,14.0,21.0,1.8726,55.369500000000016,58.53,1.0,3.0,4.0,6.0,0.0,2.0,1.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,86.66468298352589,6.190334498823278,0.42857142857142855,0.0,2.0,1.0,4.441615104675293,9.19686222076416,2.0,1.0,0.9832049056867531,0.016795094313246883,0.001099353589701075,0.015713014882862412,-0.014613661293161337,1.8652440367898824,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.325,0.0,0.0,7.0,0.0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.30700000000002,248.061948624,17.0,29.0,1.6838000000000002,67.16060000000002,86.18,2.0,4.0,6.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.79367710137302,5.870216300080766,0.7058823529411765,0.0,4.0,1.0,4.08286190032959,13.626038551330566,2.0,4.0,0.9995178434921137,0.00048215650788629993,0.00048156255499572813,5.942390538772794e-07,0.0004809683159418509,1.6835905515916962,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.45,0.0,0.0,6.0,0.0
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,435.8890000000002,435.0655693559999,29.0,47.0,2.5487200000000003,106.66800000000003,112.74,2.0,6.0,8.0,10.0,4.0,4.0,2.0,2.0,0.3684210526315789,3.0,0.0,0.0,0.0,0.0,175.10646187164693,6.038153857642998,0.3793103448275862,0.0,7.0,1.0,,2.5959272384643555,0.0,2.0,1.5700750766178828e-05,0.9999842992492338,0.0,0.9999842992492338,-0.9999842992492338,-2.255359580341527,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.08157894736842108,1.0,0.0,6.0,1.0
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,401.44400000000013,401.104541708,28.0,47.0,1.89532,101.65800000000004,112.74,2.0,6.0,8.0,9.0,4.0,4.0,2.0,2.0,0.3684210526315789,3.0,0.0,0.0,0.0,0.0,164.80319564476528,5.8858284158844745,0.39285714285714285,0.0,7.0,1.0,,2.5961785316467285,0.0,2.0,1.5709838082522687e-05,0.9999842901619175,0.0,0.9999842901619175,-0.9999842901619175,-2.908508291104477,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.08157894736842108,1.0,0.0,6.0,1.0
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,470.3340000000002,469.026597004,30.0,47.0,3.2021200000000007,111.67800000000003,112.74,2.0,6.0,8.0,11.0,4.0,4.0,2.0,2.0,0.3684210526315789,3.0,0.0,0.0,0.0,0.0,185.40972809852857,6.180324269950953,0.36666666666666664,0.0,7.0,1.0,,2.598405599594116,0.0,2.0,1.5790603978937945e-05,0.9999842093960211,0.0,0.9999842093960211,-0.9999842093960211,-1.599481258230882,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.08157894736842108,1.0,0.0,6.0,1.0
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,254.28500000000003,254.094294308,19.0,33.0,3.4011000000000022,73.07830000000004,54.37,1.0,2.0,3.0,3.0,5.0,2.0,2.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,111.065543735431,5.845554933443737,0.631578947368421,0.0,1.0,1.0,,4.242183685302734,0.0,1.0,0.0006948352093559818,0.999305164790644,0.0,0.999305164790644,-0.999305164790644,0.24298181731907853,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.325,0.0,0.0,6.0,0.0
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.19999999999996,250.044150556,18.0,26.0,3.035600000000001,60.41810000000002,57.53,2.0,2.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.93449985024587,5.607472213902549,0.6666666666666666,0.0,4.0,1.0,,2.8634631633758545,0.0,2.0,2.907036857435763e-05,0.9999709296314256,0.0,0.9999709296314256,-0.9999709296314256,-1.500949461907076,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.45,0.0,0.0,5.0,0.0
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,244.265,244.089957876,18.0,31.0,3.6808000000000023,67.88680000000002,37.3,1.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,104.70461492391684,5.816923051328713,0.6666666666666666,0.0,1.0,1.0,,4.1220703125,0.0,1.0,0.0005270373123187344,0.9994729626876813,0.0,0.9994729626876813,-0.9994729626876813,0.4026413627656966,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.31666666666666665,1.0,0.0,5.0,0.0
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,477.0480000000002,476.223055976,34.0,67.0,5.088000000000005,137.99779999999987,43.78,1.0,3.0,4.0,5.0,7.0,4.0,3.0,1.0,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,207.3328130559866,6.098023913411371,0.5294117647058824,0.0,2.0,1.0,7.9067301750183105,13.842348098754883,1.0,1.0,0.237435729348092,0.762564270651908,0.7625641849090464,3.6112016852948085e-07,0.7625638237888779,4.4635460722055855,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10517241379310344,0.0,0.0,3.0,0.0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,383.40800000000024,383.15935415200005,28.0,49.0,1.7845999999999997,103.87890000000003,106.95,1.0,8.0,9.0,9.0,4.0,4.0,3.0,1.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,161.20072132699008,5.7571686188210744,0.5357142857142857,2.0,5.0,1.0,6.772367000579834,13.514676094055176,4.0,2.0,0.8092546524582719,0.19074534754172812,0.19074472608755197,7.679334274281248e-07,0.19074395815412454,1.6926852048693546,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1342105263157895,0.0,0.0,7.0,0.0
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,339.3920000000002,339.1794209,24.0,49.0,-0.23669999999999924,88.26900000000003,103.29,4.0,6.0,10.0,8.0,8.0,2.0,1.0,1.0,0.5625,1.0,0.0,0.0,0.0,0.0,140.91163121080288,5.871317967116787,0.25,0.0,10.0,1.0,8.641890525817871,10.209061622619629,1.0,3.0,0.05410533791648569,0.9458946620835144,0.9458106815767142,0.001549761267416278,0.944260920309298,-1.5034598862184732,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.11249999999999999,1.0,0.0,6.0,1.0
