smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,heterocycle_ring_count,aromatic_heterocycle_ring_count,fused_ring_count,fraction_csp3,aromatic_atom_fraction,ring_to_rotatable_ratio,planarity_proxy_score,formal_charge,positive_formal_atom_count,negative_formal_atom_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,carboxylic_acid_count,tetrazole_ring_count,acidic_sulfonamide_count,sulfonylurea_count,acidic_group_attached_to_aromatic_scaffold_count,anionic_motif_family_count,anionic_motif_present,benzylic_ch_site_count,allylic_ch_site_count,alpha_heteroatom_ch_site_count,oxidation_site_proxy_count,oxidation_site_present,oxidation_site_min_heavy_degree,oxidation_site_mean_heavy_degree,acidic_to_oxidation_min_graph_distance,acidic_to_oxidation_distance_4_8,known_cyp2c9_motif_present,mw_gt_300,logp_ge_2,logp_in_2_5,estimated_logd_ge_2,estimated_logd_in_2_5,tpsa_40_150,hba_ge_3,hba_ge_5,hbd_le_3,rotatable_bonds_le_7,rotatable_bonds_gt_10,aromatic_ring_count_ge_1,aromatic_ring_count_ge_2,heterocycle_present,most_acidic_pka_in_3_8p5,most_basic_pka_lt_8,acid_deprotonated_fraction_ge_0p5,base_protonated_fraction_le_0p5,predicted_neutral_or_anionic_ph74,semi_rigid_aromatic_scaffold,weak_acidic_lipophilic_profile,cyp2c9_primary_rule_pass_count,cyp2c9_substrate_heuristic_pass,pka_features_available
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,514.6290000000004,514.2368762,39.0,6.0,6.0,7.2644200000000065,156.1122999999997,72.94,1.0,5.0,6.0,7.0,6.0,6.0,0.0,2.0,2.0,4.0,0.18181818181818182,0.7692307692307693,0.8571428571428571,0.5874125874125875,0.0,0.0,0.0,5.758713722229004,3.7944912910461426,4.0,1.0,0.00024242393282128066,0.9997575760671787,0.022330869066617062,0.9997520388798715,-0.9774211698132544,3.64899549247092,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,1.5,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,720.9620000000001,720.3127606359999,50.0,13.0,11.0,5.905200000000005,196.89689999999945,145.77999999999997,4.0,9.0,13.0,17.0,4.0,4.0,0.0,2.0,2.0,0.0,0.43243243243243246,0.44,0.23529411764705882,0.007567567567567546,0.0,0.0,0.0,3.3280739784240723,11.373624801635742,2.0,4.0,0.9998090289801518,0.0001909710198482184,8.472999467168278e-05,0.0001062500277407303,-2.152003306904751e-05,5.905117054419528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,10.0,1.0,1.0,2.4,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.4399999999999,530.148760736,36.0,10.0,8.0,4.205800000000003,137.5959999999999,69.06,0.0,7.0,7.0,7.0,5.0,3.0,2.0,3.0,1.0,0.0,0.38461538461538464,0.4722222222222222,0.7142857142857143,0.08760683760683757,0.0,0.0,0.0,6.609006881713867,,3.0,0.0,0.8607255156371185,0.13927448436288148,0.13927448436288145,0.0,0.13927448436288145,4.140664677528406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,9.0,1.0,1.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,,9.0,,1.0
O=c1[nH]cc(F)c(=O)[nH]1,130.078,130.017855556,9.0,5.0,4.0,-0.7977000000000001,27.641399999999994,65.72,2.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.0,,7.156348705291748,0.0,2.0,0.3633096709584459,0.6366903290415541,0.0,0.6366903290415541,-0.6366903290415541,-1.2374230414767111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,263.3809999999999,263.18852904,19.0,3.0,3.0,2.6346000000000007,77.40280000000006,32.7,1.0,3.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.625,0.3157894736842105,0.5,-0.3092105263157895,0.0,0.0,0.0,9.561173439025879,13.976974487304688,1.0,1.0,0.006852361391730515,0.9931476386082695,0.9931476367933149,2.6486550281822107e-07,0.993147371927812,0.47044025947379087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.25,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,324.44900000000007,324.02721999199997,19.0,9.0,6.0,0.612,73.37470000000003,106.32999999999998,2.0,6.0,8.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,0.6,0.2631578947368421,0.6666666666666666,-0.3368421052631579,0.0,0.0,0.0,6.57887077331543,9.440417289733887,2.0,2.0,0.8609927869459159,0.13900721305408414,0.13116240677731308,0.009029082463700967,0.12213332431361212,0.5469995131229832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,2.6666666666666665,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,835.086,834.545305176,58.0,16.0,16.0,2.201700000000009,213.52389999999914,196.32999999999998,5.0,16.0,21.0,12.0,4.0,0.0,4.0,4.0,0.0,2.0,0.9761904761904762,0.0,0.3333333333333333,-0.9761904761904762,0.0,0.0,0.0,8.117690086364746,13.160552978515625,2.0,4.0,0.1607653412017403,0.8392346587982598,0.8392343797756168,1.7355865173937791e-06,0.8392326441890994,1.4078924265813928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,21.0,1.0,1.0,2.4761904761904763,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,349.51800000000003,349.240564612,26.0,2.0,2.0,5.398600000000005,105.30680000000005,33.120000000000005,1.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,0.625,0.23076923076923078,5.0,-0.3942307692307692,0.0,0.0,0.0,5.486609935760498,13.904641151428223,1.0,1.0,0.9879398775248118,0.012060122475188173,0.012059813382049738,3.128662470607051e-07,0.012059500515802677,5.393330515788339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,2.25,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,384.24500000000006,384.19688568000004,28.0,9.0,8.0,0.36059999999999964,105.00950000000005,124.44000000000001,4.0,6.0,10.0,9.0,2.0,2.0,0.0,1.0,1.0,0.0,0.3684210526315789,0.42857142857142855,0.2222222222222222,0.06015037593984962,0.0,0.0,0.0,1.1888701915740967,10.810561180114746,2.0,2.0,0.9996109933939114,0.0003890066060886488,6.149926487119197e-07,0.0003883918522981382,-0.00038777685964942624,0.3604310237089734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.6666666666666665,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,313.39700000000005,313.167793596,23.0,4.0,4.0,3.1938000000000004,90.03170000000006,39.72,1.0,4.0,5.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,0.3684210526315789,0.5217391304347826,0.5,0.15331807780320367,0.0,0.0,0.0,8.18505573272705,,1.0,0.0,0.14092146102270753,0.8590785389772925,0.8590785389772925,0.0,0.8590785389772925,2.3427771371405606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,2.0,2.3333333333333335,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,,7.0,,1.0
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,309.3880000000001,309.16412586,23.0,4.0,3.0,3.055600000000002,90.91500000000005,18.84,0.0,3.0,3.0,0.0,4.0,2.0,2.0,2.0,0.0,3.0,0.3157894736842105,0.5217391304347826,4.0,0.20594965675057209,0.0,0.0,0.0,7.886918067932129,,2.0,0.0,0.2457942722792279,0.7542057277207721,0.7542057277207721,0.0,0.7542057277207721,2.4461717583449523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,1.0,1.0,1.8333333333333333,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,,8.0,,1.0
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,295.298,295.0956912760001,22.0,6.0,6.0,2.972200000000001,81.99590000000003,84.07999999999998,2.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0625,0.6818181818181818,1.0,0.6193181818181818,0.0,0.0,0.0,4.774324893951416,9.290901184082031,2.0,2.0,0.984975265896504,0.015024734103496029,0.0023620975791676666,0.012692617725932036,-0.01033052014676437,2.9656253248940248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,1.0
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,371.43700000000007,371.18450628,27.0,7.0,7.0,1.8341999999999996,104.58160000000004,88.69000000000001,3.0,5.0,8.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3,0.4444444444444444,0.2222222222222222,0.14444444444444443,0.0,0.0,0.0,4.022876262664795,13.653207778930664,1.0,3.0,0.9995799786496669,0.00042002135033314403,0.00041946338171980303,5.582027588997805e-07,0.00041890517896090324,1.8340175487258703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,1.0,1.0,1.5,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0
CC(C)(C)[C@@H](O)/C=C\c1ccc2c(c1)OCO2,234.29499999999996,234.125594436,17.0,3.0,3.0,2.8355000000000015,67.06080000000004,38.69,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.42857142857142855,0.35294117647058826,1.0,-0.07563025210084029,0.0,0.0,0.0,,13.83801555633545,0.0,1.0,0.9999996352592513,3.6474074871506446e-07,0.0,3.647407487153825e-07,-3.647407487153825e-07,2.835499841595078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.3333333333333335,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0
CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,451.37900000000013,450.06840223999995,29.0,9.0,6.0,5.503100000000004,114.61240000000002,83.03000000000002,1.0,6.0,7.0,7.0,3.0,3.0,0.0,2.0,2.0,0.0,0.25,0.5862068965517241,0.42857142857142855,0.3362068965517241,0.0,0.0,0.0,5.383851528167725,12.869020462036133,4.0,2.0,0.9904535877935166,0.009546412206483446,0.009543048534271164,3.3960811798522384e-06,0.009539652453091312,5.498934129508669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,2.3333333333333335,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,429.1340000000001,426.981272756,26.0,8.0,4.0,6.117800000000003,106.477,39.41,0.0,4.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.1111111111111111,0.6538461538461539,0.5,0.5427350427350428,0.0,0.0,0.0,6.244996070861816,,3.0,0.0,0.934593793177228,0.06540620682277198,0.06540620682277201,0.0,0.06540620682277201,6.088422892462071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,,8.0,,1.0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,386.56100000000015,386.2027992,27.0,5.0,4.0,4.214800000000004,112.52300000000007,32.78,0.0,4.0,4.0,8.0,3.0,2.0,1.0,2.0,1.0,0.0,0.5,0.4074074074074074,0.375,-0.09259259259259262,0.0,0.0,0.0,7.817096710205078,,1.0,0.0,0.27679798178792814,0.7232020182120719,0.7232020182120719,0.0,0.7232020182120719,3.65696291923284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,1.0,1.0,1.8571428571428572,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,7.0,,1.0
C[C@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,245.33,245.16404560799998,18.0,5.0,5.0,2.3547800000000008,72.96040000000004,73.1,2.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.46153846153846156,0.3333333333333333,0.5,-0.12820512820512825,0.0,0.0,0.0,5.976507186889648,9.914336204528809,3.0,2.0,0.9607168792616635,0.03928312073833651,0.036343717173428276,0.003050261402630449,0.03329345577079783,2.337375421081388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,1.0
NNC(=O)c1ccncc1,137.142,137.058911844,10.0,4.0,4.0,-0.3149000000000006,35.89060000000001,68.00999999999999,2.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6,1.0,0.6,0.0,0.0,0.0,4.135773658752441,11.188119888305664,3.0,1.0,0.9992933075419076,0.0007066924580924061,0.0005439229351721357,0.0001628581051789599,0.0003810648299931757,-0.31520702113249427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,350.591,348.926283882,18.0,9.0,4.0,4.718100000000002,77.43200000000002,40.58,0.0,5.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.4444444444444444,0.3333333333333333,0.16666666666666666,-0.1111111111111111,0.0,0.0,0.0,1.630216121673584,,1.0,0.0,0.9999983009139126,1.6990860873811187e-06,1.699086087376562e-06,0.0,1.699086087376562e-06,4.718099262095664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,270.76300000000003,270.09237616,19.0,3.0,2.0,3.627200000000003,81.67000000000004,15.6,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.1875,0.631578947368421,3.0,0.444078947368421,0.0,0.0,0.0,6.4810791015625,,2.0,0.0,0.892438378634776,0.10756162136522396,0.10756162136522396,0.0,0.10756162136522396,3.5777782385178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.6666666666666667,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,,6.0,,1.0
CN1CCCN=C1/C=C\c1cccs1,206.31400000000002,206.087769448,14.0,3.0,2.0,2.4953000000000003,62.90200000000004,15.6,0.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.36363636363636365,0.35714285714285715,1.0,-0.006493506493506496,0.0,0.0,0.0,10.599420547485352,,1.0,0.0,0.0006314008351717693,0.9993685991648282,0.9993685991648282,0.0,0.9993685991648282,-0.7043948479898083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,1.8,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,6.0,,1.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,355.8690000000001,355.1451400039999,25.0,5.0,4.0,5.179200000000004,104.76750000000003,48.39,2.0,4.0,6.0,6.0,3.0,3.0,0.0,1.0,1.0,2.0,0.25,0.64,0.5,0.39,0.0,0.0,0.0,8.813047409057617,10.071660995483398,3.0,2.0,0.03711647414506471,0.9628835258549353,0.9628044751552066,0.0021252744801566197,0.96067920067505,3.748766713988893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0
CN1CCN(CCCCN2C(=O)CN(/N=C\c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,457.9620000000003,457.1880674359999,32.0,9.0,8.0,3.2257000000000025,123.73400000000005,72.6,0.0,6.0,6.0,8.0,4.0,2.0,2.0,3.0,1.0,0.0,0.43478260869565216,0.34375,0.5,-0.09103260869565216,0.0,0.0,0.0,7.8952507972717285,,4.0,0.0,0.242254802472182,0.757745197527818,0.757745197527818,0.0,0.757745197527818,2.6099723952852187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,1.0,1.0,1.8888888888888888,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,8.0,,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.45300000000026,376.19982199599997,27.0,7.0,7.0,1.6046,100.15250000000007,95.94000000000001,2.0,5.0,7.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,0.55,0.2222222222222222,0.2222222222222222,-0.32777777777777783,0.0,0.0,0.0,5.375280857086182,3.307248592376709,1.0,1.0,8.000739246456472e-05,0.9999199926075354,0.009358310651439333,0.9999192368004246,-0.9905609261489853,-2.492269883530025,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,2.0,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.31099999999995,233.141578848,17.0,3.0,3.0,2.0852999999999997,66.84070000000004,38.33,1.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.5,0.35294117647058826,0.6666666666666666,-0.14705882352941174,0.0,0.0,0.0,9.661465644836426,,1.0,0.0,0.005447061267454645,0.9945529387325454,0.9945529387325454,0.0,0.9945529387325454,-0.1785377398420085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,2.25,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,,6.0,,1.0
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,371.8720000000001,371.15128800400004,26.0,7.0,6.0,2.3617,104.17400000000002,45.78,0.0,6.0,6.0,5.0,4.0,3.0,1.0,3.0,2.0,2.0,0.3684210526315789,0.5769230769230769,0.8,0.20850202429149794,0.0,0.0,0.0,7.461719989776611,,4.0,0.0,0.46453079492091376,0.5354692050790862,0.5354692050790862,0.0,0.5354692050790862,2.0287145097632737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,,9.0,,1.0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.3620000000001,314.061279928,22.0,5.0,4.0,2.5577000000000005,83.76680000000003,60.44,0.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.11764705882352941,0.5454545454545454,1.0,0.427807486631016,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5577000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.5,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,10.0,,1.0
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.4690000000002,369.21647510400004,27.0,7.0,7.0,3.4647000000000014,101.76470000000005,81.93,1.0,6.0,7.0,7.0,4.0,2.0,2.0,2.0,1.0,2.0,0.6,0.4074074074074074,0.5714285714285714,-0.1925925925925926,0.0,0.0,0.0,4.15500545501709,13.806275367736816,2.0,1.0,0.9994310711689511,0.0005689288310488649,0.0005685366582395387,3.923959008122545e-07,0.0005681442623387265,3.464452847035189,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,2.2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0
CCCCc1ncc(/C=C(/Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52200000000016,424.14567824799997,30.0,7.0,6.0,4.744400000000003,116.97810000000005,92.42,2.0,5.0,7.0,10.0,3.0,3.0,0.0,2.0,2.0,0.0,0.2608695652173913,0.5333333333333333,0.3,0.27246376811594203,0.0,0.0,0.0,5.767117500305176,3.225127696990967,2.0,2.0,6.53282638684787e-05,0.9999346717361315,0.022757259062821784,0.9999331504229892,-0.9771758913601675,0.5595011167485433,2.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,291.4350000000001,291.21982916800005,21.0,3.0,3.0,3.472000000000002,86.90850000000005,41.489999999999995,2.0,3.0,5.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.2857142857142857,0.3333333333333333,-0.38095238095238093,0.0,0.0,0.0,9.38308334350586,13.886923789978027,1.0,1.0,0.01029021332758061,0.9897097866724194,0.9897097833189018,3.2589377765631443e-07,0.9897094574251242,1.484424378263966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,2.0,2.5,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,285.43100000000004,285.209264484,21.0,2.0,2.0,3.8826000000000027,87.73580000000005,23.47,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,0.5789473684210527,0.2857142857142857,1.5,-0.29323308270676696,0.0,0.0,0.0,8.798612594604492,9.96738338470459,1.0,1.0,0.03830059511973684,0.9616994048802632,0.9615956945213016,0.0027004878142927835,0.9588952067070088,2.465805522146427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,1.0,1.0,1.8333333333333333,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0
