smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,halogen_atom_count,logp,molar_refractivity,labute_asa,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,heterocycle_ring_count,aromatic_heterocycle_ring_count,fused_ring_count,largest_fused_ring_system_ring_count,fraction_csp3,aromatic_atom_fraction,ring_to_rotatable_ratio,planarity_proxy_score,formal_charge,positive_formal_atom_count,negative_formal_atom_count,basic_center_count,primary_amine_count,secondary_amine_count,tertiary_amine_count,quaternary_ammonium_count,aromatic_basic_heterocycle_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,net_charge_proxy_ph74,estimated_logd_ph74,carboxylic_acid_count,sulfonic_acid_count,strong_acidic_group_family_count,aryl_halide_count,halogen_substituent_present,aryl_halide_present,heterocycle_present,tertiary_amine_or_basic_center_present,steroid_like_ring_system_count,steroid_like_scaffold_present,mw_gt_400,logp_gt_3,estimated_logd_gt_3,tpsa_lt_100,hbd_le_2,hba_in_4_6,rotatable_bonds_gt_6,aromatic_ring_count_ge_2,aromatic_ring_count_ge_3,lipophilic_pi_scaffold_present,large_flexible_scaffold_present,non_strong_acidic_profile,neutral_or_weak_base_profile,high_polarity_penalty,cyp3a4_primary_rule_pass_count,cyp3a4_substrate_heuristic_pass,pka_features_available
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,316.4270000000002,316.156911628,21.0,13.0,8.0,7.0,0.0,0.5024999999999997,82.19850000000004,129.13279449954695,79.74,2.0,8.0,10.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.8461538461538461,0.23809523809523808,0.3333333333333333,-0.6080586080586081,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,9.15219497680664,13.571083068847656,2.0,1.0,0.01738552786239162,0.9826144721376083,0.9826144604128254,6.743985661619849e-07,0.9826137860142592,-1.2573121186566725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0
NC(N)=Nc1nc(CSCC/N=C/NS(=O)(=O)c2ccc(Br)cc2)cs1,477.4350000000001,475.975848884,26.0,14.0,12.0,8.0,1.0,2.0505,111.56830000000001,167.94494122167742,135.82,3.0,7.0,10.0,9.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.21428571428571427,0.4230769230769231,0.2222222222222222,0.2087912087912088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.211244106292725,6.554746150970459,4.0,1.0,0.07584842213168372,0.9241515778683163,0.3930221072473114,0.8750392344806733,-0.48201712723336193,0.9304465506253126,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0
CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.33099999999996,309.134048856,22.0,17.0,5.0,2.0,3.0,4.435000000000003,79.79870000000004,127.47322151943769,21.259999999999998,1.0,2.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.5454545454545454,0.3333333333333333,0.2513368983957219,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.972113609313965,7.4,1.0,0.0,0.0026713125351756073,0.9973286874648244,0.9973286874648244,0.0,0.9973286874648244,1.8617247020841732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.361,255.162314292,19.0,17.0,2.0,2.0,0.0,3.7246200000000034,79.53370000000005,114.97661531065897,21.259999999999998,1.0,2.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.631578947368421,0.3333333333333333,0.3374613003095975,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.118239402770996,7.4,1.0,0.0,0.0019095476428787617,0.9980904523571212,0.9980904523571212,0.0,0.9980904523571212,1.0055504984156647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0
NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,295.304,295.118398792,21.0,16.0,5.0,2.0,3.0,4.174300000000002,74.92640000000004,120.89830791844575,35.25,1.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5714285714285714,0.4,0.3214285714285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.29189395904541,7.4,1.0,0.0,0.012664003211326103,0.9873359967886739,0.9873359967886739,0.0,0.9873359967886739,2.276871011982305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,469.6690000000001,469.29807948800004,35.0,32.0,3.0,3.0,0.0,7.217600000000008,143.98049999999984,210.68385097940222,29.540000000000003,0.0,3.0,3.0,9.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.40625,0.5142857142857142,0.4444444444444444,0.10803571428571423,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.26189136505127,7.4,1.0,0.0,0.12083164366477395,0.879168356335226,0.879168356335226,0.0,0.879168356335226,6.299780683203671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,453.8790000000002,453.05614754399994,30.0,19.0,11.0,8.0,2.0,2.6878199999999994,106.62600000000003,179.27199727457318,112.74,2.0,6.0,8.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,0.3684210526315789,0.36666666666666664,1.0,-0.0017543859649122862,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.4,2.6010074615478516,0.0,2.0,1.5885488061528896e-05,0.9999841145119385,0.0,0.9999841145119385,-0.9999841145119385,-2.111179437483189,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,764.9500000000003,764.4346921080001,54.0,41.0,13.0,13.0,0.0,3.2473000000000014,191.22099999999944,318.5281908108477,182.82999999999998,5.0,13.0,18.0,7.0,8.0,0.0,8.0,4.0,0.0,4.0,4.0,0.926829268292683,0.0,1.1428571428571428,-0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,13.095915794372559,0.0,5.0,0.9999979858893266,2.014110673353997e-06,0.0,2.0141106733147413e-06,-2.0141106733147413e-06,3.247299125281969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,780.9490000000002,780.4296067280001,55.0,41.0,14.0,14.0,0.0,2.218100000000003,192.61079999999941,323.3224245630436,203.05999999999997,6.0,14.0,20.0,7.0,8.0,0.0,8.0,4.0,0.0,4.0,4.0,0.926829268292683,0.0,1.1428571428571428,-0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,13.073249816894531,0.0,6.0,0.9999978779810323,2.1220189676540713e-06,0.0,2.12201896766393e-06,-2.12201896766393e-06,2.218099078417897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,813.9790000000003,813.4510704439999,57.0,41.0,16.0,16.0,0.0,3.6209000000000087,202.26499999999916,337.0165074550678,184.18999999999997,0.0,16.0,16.0,9.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.8780487804878049,0.0,0.4444444444444444,-0.8780487804878049,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.457126140594482,7.4,1.0,0.0,0.46716288259205996,0.53283711740794,0.53283711740794,0.0,0.53283711740794,3.290368329554225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,458.58100000000024,458.24818983200004,34.0,28.0,6.0,5.0,1.0,5.351300000000005,135.01769999999996,199.7334603142011,42.32,1.0,5.0,6.0,8.0,5.0,4.0,1.0,2.0,1.0,2.0,2.0,0.32142857142857145,0.6176470588235294,0.625,0.296218487394958,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,8.71965503692627,13.569990158081055,4.0,1.0,0.045711386794446016,0.954288613205554,0.9542885823001632,6.760978397519211e-07,0.9542879062023235,4.011324397137933,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,1.0
C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,366.50100000000015,366.21949481999997,27.0,24.0,3.0,3.0,0.0,4.305900000000004,99.49300000000005,160.8390879816571,43.370000000000005,0.0,3.0,3.0,0.0,7.0,0.0,7.0,1.0,0.0,6.0,6.0,0.8333333333333334,0.0,7.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.305900000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0
Oc1nc2cc(Cl)ccc2o1,169.56699999999998,168.993056048,11.0,7.0,4.0,3.0,1.0,2.1868,40.68380000000001,67.2245448753332,46.260000000000005,1.0,3.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.8181818181818182,2.0,0.8181818181818182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.9804120063781738,3.9397294521331787,1.0,1.0,0.0003463995613353464,0.9996536004386647,3.805487972586413e-06,0.9996535991204403,-0.9996497936324676,-1.2736226666251271,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
Nc1nc2cc(Cl)ccc2o1,168.58299999999997,168.00904046,11.0,7.0,4.0,3.0,1.0,2.0633999999999997,43.43140000000001,67.7702018201499,52.05,1.0,3.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.8181818181818182,2.0,0.8181818181818182,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,6.385988712310791,7.4,2.0,0.0,0.9117222480592887,0.0882777519407113,0.08827775194071126,0.0,0.08827775194071126,2.0232625526843164,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,335.4730000000002,335.16674804,23.0,17.0,6.0,5.0,0.0,2.1975999999999996,93.98750000000005,137.88131918110852,56.410000000000004,1.0,3.0,4.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.5294117647058824,0.391304347826087,0.5,-0.13810741687979539,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.2216215133667,13.907258033752441,2.0,1.0,0.014855197156632197,0.9851448028433678,0.9851447982235975,3.1098671094177944e-07,0.9851444872368865,0.3694784200891428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,608.6880000000004,608.27338086,44.0,33.0,11.0,11.0,0.0,4.171100000000004,160.68719999999962,256.1734234680975,117.78000000000003,1.0,10.0,11.0,8.0,6.0,3.0,3.0,3.0,1.0,5.0,5.0,0.5151515151515151,0.3409090909090909,0.75,-0.17424242424242425,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.828961372375488,13.846559524536133,2.0,1.0,0.2713625462825297,0.7286374537174702,0.7286373566686231,3.5763525169827813e-07,0.7286369990333713,3.604649905721316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0
O=C(OC1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,324.38000000000005,324.1473925,24.0,19.0,5.0,5.0,0.0,2.519000000000001,88.74920000000004,139.51552096981928,62.4,1.0,4.0,5.0,2.0,6.0,2.0,4.0,5.0,1.0,6.0,4.0,0.47368421052631576,0.375,3.0,-0.09868421052631576,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.159402370452881,13.87158203125,2.0,1.0,0.9456575797722537,0.05434242022774627,0.05434210096233025,3.376119591409255e-07,0.05434176335037111,2.494733907928082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,399.3970000000001,399.139447908,29.0,21.0,8.0,6.0,2.0,2.7189000000000014,106.13030000000002,164.7516189562312,65.78,1.0,5.0,6.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,0.23809523809523808,0.5517241379310345,1.3333333333333333,0.3136288998357964,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,7.128190994262695,6.186606407165527,3.0,1.0,0.03756348502691037,0.9624365149730896,0.34844909798962054,0.9423475818834612,-0.5938984838938407,1.293665877996205,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,331.17600000000004,329.952035096,20.0,13.0,7.0,4.0,2.0,3.7493000000000016,77.34430000000003,128.06104257471608,63.6,1.0,4.0,5.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.07692307692307693,0.55,0.4,0.4730769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,2.558377265930176,0.0,1.0,1.4400282496551675e-05,0.9999855997175034,0.0,0.9999855997175034,-0.9999855997175034,-1.0923289880790445,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
C[C@H](C(=O)O)c1cccc(C(=O)c2cccs2)c1,260.31399999999996,260.050715244,18.0,14.0,4.0,3.0,0.0,3.167200000000001,70.24430000000002,108.70590700584246,54.37,1.0,3.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.6111111111111112,0.5,0.4682539682539683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.269934177398682,0.0,1.0,0.0007406489278214412,0.9992593510721786,0.0,0.9992593510721786,-0.9992593510721786,0.0368123984789972,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
COc1cc(Br)c2oc(C3CCNCC3)cc2c1,310.1910000000001,309.036440852,18.0,14.0,4.0,3.0,1.0,3.6709000000000023,75.31070000000003,114.62217346691574,34.4,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.42857142857142855,0.5,1.5,0.07142857142857145,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.333673477172852,7.4,1.0,0.0,0.001163645953307646,0.9988363540466924,0.9988363540466924,0.0,0.9988363540466924,0.7367208635494706,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,465.9530000000003,465.183062308,32.0,23.0,9.0,7.0,2.0,3.358100000000002,122.03660000000002,192.11757539959092,86.05,2.0,6.0,8.0,9.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.43478260869565216,0.375,0.3333333333333333,-0.05978260869565216,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,7.786327838897705,13.194280624389648,2.0,3.0,0.2912016707169446,0.7087983292830554,0.7087978616413475,1.6059006658595546e-06,0.7087962557406816,2.822293862334231,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,1.0
CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,280.323,280.109944372,21.0,18.0,3.0,3.0,0.0,4.040500000000003,82.72480000000003,122.02556087673486,50.440000000000005,1.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,0.16666666666666666,0.7619047619047619,1.0,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.532402515411377,0.0,1.0,0.001354608565955151,0.9986453914340448,0.0,0.9986453914340448,-0.9986453914340448,1.1723138175683614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,308.3330000000001,308.10485899199995,23.0,19.0,4.0,4.0,0.0,3.609600000000003,87.73180000000005,132.5520250911752,67.50999999999999,1.0,4.0,5.0,4.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,0.15789473684210525,0.6956521739130435,0.75,0.5377574370709381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.476648330688477,0.0,1.0,0.0011916000610198152,0.9988083999389802,0.0,0.9988083999389802,-0.9988083999389802,0.6857305167824923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,353.33000000000004,353.08993719999995,26.0,19.0,7.0,7.0,0.0,3.517800000000003,94.38620000000004,147.20500081367507,110.65,1.0,6.0,7.0,5.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,0.15789473684210525,0.6153846153846154,0.6,0.45748987854251016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.433011054992676,0.0,1.0,0.0010778112567096931,0.9989221887432903,0.0,0.9989221887432903,-0.9989221887432903,0.5503427150749798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,308.77200000000005,308.082874096,22.0,17.0,5.0,4.0,1.0,3.5801200000000017,86.89100000000002,132.66005687193478,43.07,0.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,0.11764705882352941,0.7727272727272727,4.0,0.6550802139037433,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.218367576599121,7.4,3.0,0.0,0.9993422182625576,0.0006577817374423534,0.0006577817374424038,0.0,0.0006577817374424038,3.579834235025336,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,351.8410000000001,351.125073256,25.0,19.0,6.0,5.0,1.0,3.333300000000002,99.54500000000002,151.14977477093137,46.31,0.0,5.0,5.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,0.21052631578947367,0.68,1.3333333333333333,0.4694736842105264,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,6.847115993499756,7.4,4.0,0.0,0.7812665417851499,0.21873345821485013,0.21873345821485013,0.0,0.21873345821485013,3.226099225782479,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,343.21700000000004,342.043901744,23.0,17.0,6.0,4.0,2.0,4.233520000000002,91.90100000000002,142.96332309881646,43.07,0.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,0.11764705882352941,0.7391304347826086,4.0,0.6214833759590792,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.097400665283203,7.4,3.0,0.0,0.9995020515840252,0.000497948415974836,0.0004979484159748784,0.0,0.0004979484159748784,4.233303689890563,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,319.88000000000005,319.18152551199995,22.0,18.0,4.0,3.0,1.0,4.810600000000004,96.85970000000006,138.2301567424412,28.16,1.0,3.0,4.0,8.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.5,0.45454545454545453,0.25,-0.04545454545454547,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,10.088799476623535,13.78915786743164,3.0,1.0,0.002043205669671033,0.997956794330329,0.9979567934963517,4.0817082130107404e-07,0.9979563853255304,2.1209120850404424,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0
CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,335.8790000000001,335.176440132,23.0,18.0,5.0,4.0,1.0,3.783000000000002,98.27150000000005,143.0243904946372,48.39,2.0,4.0,6.0,9.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.5,0.43478260869565216,0.2222222222222222,-0.06521739130434784,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,8.741804122924805,13.76565170288086,3.0,2.0,0.04353751354753978,0.9564624864524602,0.9564624676933636,4.3087183867819873e-07,0.956462036821525,2.4218636226054473,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0
COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,259.35299999999995,259.168462292,19.0,15.0,4.0,4.0,0.0,2.782700000000001,79.66810000000002,113.52566642868597,60.17,2.0,4.0,6.0,6.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.4,0.5263157894736842,0.3333333333333333,0.12631578947368416,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,10.277918815612793,13.722977638244629,3.0,1.0,0.0013228362785407306,0.9986771637214593,0.9986771630926362,4.753594755430862e-07,0.9986766877331607,-0.0957939031490187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0
O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,200.16899999999998,200.059720368,14.0,8.0,6.0,5.0,1.0,-0.015300000000000313,45.503700000000016,78.13673270456316,64.09,1.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.5,0.42857142857142855,2.0,-0.07142857142857145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.5546579360961914,7.514190196990967,1.0,1.0,0.5653489919691689,0.4346510080308311,1.4277485751316312e-05,0.43464293615340766,-0.4346286586676563,-0.2629833778515158,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0
