smiles,mol_weight,exact_mol_weight,heavy_atom_count,carbon_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,molar_refractivity,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fused_aromatic_ring_count,max_fused_aromatic_system_size,aromatic_n_heterocycle_ring_count,aromatic_linker_count,halogen_atom_count,fluorine_atom_count,chlorine_atom_count,bromine_atom_count,iodine_atom_count,aromatic_halogen_count,fraction_csp3,formal_charge,positive_formal_atom_count,negative_formal_atom_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,estimated_logd_ph74,pka_features_available,pah_system_count,pah_present,planar_aromatic_proxy,epoxide_ring_count,epoxide_present,aziridine_ring_count,aziridine_present,alkyl_halide_count,alkyl_sulfate_or_sulfonate_count,alkylating_group_present,michael_acceptor_count,michael_acceptor_present,aromatic_amine_count,aromatic_amine_present,nitro_group_count,nitroso_group_count,aromatic_nitro_or_nitroso_present,azo_linkage_count,azo_linkage_present,quinone_ring_count,quinone_present,aldehyde_count,aldehyde_present,n_mustard_count,s_mustard_count,mustard_present,polyhalogenated_aromatic_ring_count,polyhalogenated_aromatic_present,catechol_ring_count,hydroquinone_ring_count,redox_cycling_alert_count,redox_cycling_present,metabolic_stability_proxy,cyp_bioactivation_proxy,dna_binding_propensity_flag,electrophilic_alert_family_count,genotoxic_alert_count,genotoxic_alert_present,high_logp_flag,very_large_molecular_weight_flag,low_tpsa_flag,low_hbond_balance_flag,high_aromatic_ring_burden_flag
CC(O)CNC(=O)N(N=O)C(C)Cl,209.63299999999998,209.056718924,13.0,6.0,7.0,6.0,0.6450000000000004,48.02850000000002,82.0,2.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,7.4,10.830394744873047,0.0,2.0,0.9996289400549425,0.00037105994505748363,0.0,0.00037105994505749106,0.6448388208079858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C=CCNNCC=C,112.17599999999999,112.10004838399999,8.0,6.0,2.0,2.0,0.4526,36.3994,24.06,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,7.4,7.4,0.0,0.0,1.0,0.0,0.0,0.0,0.4526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
CN(C)CCN(CCN=O)C(N)=O,188.231,188.127325752,13.0,7.0,6.0,6.0,-0.30489999999999967,50.372400000000034,79.0,1.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,8.126476287841797,13.388142585754395,1.0,2.0,0.15805459097553565,0.8419454090244644,0.8419452465951057,1.0276777833765126e-06,-1.1060928847887532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CCCCCCCCCCCCNC(=N)N,227.396,227.23614792799998,16.0,13.0,3.0,3.0,3.39037,71.76080000000005,61.900000000000006,3.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,12.581398010253906,13.289379119873047,1.0,2.0,6.585648837039011e-06,0.999993414351163,0.9999934143426669,1.290090923808806e-06,-1.791031430654507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC(=O)N[C@@H](CC(=O)O)C(=O)O,175.14,175.048072388,12.0,6.0,6.0,6.0,-0.9496,37.49329999999999,103.7,3.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7.4,3.0521774291992188,0.0,3.0,4.48908607647569e-05,0.9999551091392352,0.0,0.9999551091392352,-5.297442067091104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNCC(O)C(O)C(O)C(O)CO,195.21499999999997,195.110672644,13.0,7.0,6.0,6.0,-3.3582999999999994,45.03970000000002,113.18,6.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.79995059967041,13.266828536987305,1.0,5.0,0.038290640363039426,0.9617093596369606,0.9617093076057306,1.3588479792489672e-06,-4.775207370559887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS(=N)(=O)CC[C@H](N)C(=O)O,180.22899999999998,180.056863244,11.0,5.0,6.0,5.0,-0.5350299999999992,41.8813,104.24,3.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,9.08261489868164,2.26202654838562,1.0,1.0,1.480749643242022e-07,0.9999998519250357,0.9796549740006921,0.9999927218100223,-7.364548363321858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCCCNC(=N)N,172.23600000000002,172.14364451199998,12.0,6.0,6.0,6.0,-1.2672599999999985,49.0676,123.8,6.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,11.009757041931152,13.25741958618164,2.0,4.0,0.0002455476045955698,0.9997544523954044,0.9997544520544345,1.3886084725195977e-06,-4.877124298209225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(N/C(=N/C#N)Nc1ccncc1)C(C)(C)C,245.33,245.16404560799998,18.0,13.0,5.0,5.0,2.3547800000000008,72.96040000000004,73.1,2.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,5.976507186889648,9.914336204528809,3.0,2.0,0.9607168792616635,0.03928312073833651,0.036343717173428276,0.003050261402630449,2.337375421081388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CNCCc1ccccn1,136.19799999999995,136.100048384,10.0,8.0,2.0,2.0,0.8434999999999999,41.86770000000002,24.92,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,9.162139892578125,7.4,2.0,0.0,0.016998641911412427,0.9830013580885876,0.9830013580885876,0.0,-0.9260857747358455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ClCc1ccccn1,127.57399999999997,127.01887687199999,8.0,6.0,2.0,1.0,1.8203999999999998,33.794000000000004,12.89,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,3.7507543563842773,7.4,1.0,0.0,0.9997757889709955,0.0002242110290044952,0.00022421102900447342,0.0,1.8203026154695703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
CCC1(c2ccccc2)C(=O)N=C(O)NC1=O,232.23899999999995,232.084792244,17.0,12.0,5.0,5.0,0.9048,61.62450000000002,78.75999999999999,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.0583128929138184,-1.6019361019134521,1.0,2.0,9.955065361664843e-10,0.9999999990044934,4.552952498047631e-05,0.9999999990044481,-8.09715588419336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,277.496,277.27695012,20.0,19.0,1.0,1.0,5.295400000000005,86.89870000000008,12.03,1.0,1.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.689099311828613,7.4,1.0,0.0,0.0005136621322515689,0.9994863378677484,0.9994863378677484,0.0,2.006077550228196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,329.487,329.214349864,25.0,24.0,1.0,1.0,5.4294000000000056,106.95470000000005,12.03,1.0,1.0,2.0,8.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,10.41702938079834,7.4,1.0,0.0,0.0009606235408929908,0.999039376459107,0.999039376459107,0.0,2.411953225187244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,358.29600000000005,358.1111261439999,24.0,12.0,12.0,12.0,-5.668899999999993,71.38220000000003,217.59999999999997,9.0,11.0,20.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,7.4,3.2154459953308105,0.0,9.0,6.537588816291073e-05,0.9999346241118371,0.0,0.9999346241118371,-9.85348239798499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)N[C@@H]1[C@@H](O[C@H](C)C(=O)O)[C@H](O)[C@@H](CO)O[C@@H]1O,293.272,293.111066568,20.0,11.0,9.0,9.0,-2.5801999999999974,63.547900000000034,145.55,5.0,7.0,12.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,7.4,3.638270616531372,0.0,5.0,0.00017305950263557524,0.9998269404973644,0.0,0.9998269404973644,-6.342004548759984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,265.222,265.09099982000004,18.0,8.0,10.0,10.0,-2.8909,55.85690000000003,151.92,5.0,8.0,13.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,7.4,8.913625717163086,0.0,5.0,0.9702652188560797,0.029734781143920253,0.0,0.029734781143920218,-2.904009536515409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccn(C)c(=O)c1C#N,164.164,164.058577496,12.0,8.0,4.0,4.0,0.2655799999999999,42.95000000000001,55.019999999999996,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2.213658094406128,7.4,1.0,0.0,0.999993488886489,6.5111135110207385e-06,6.511113511055249e-06,0.0,0.2655771722501251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,570.7670000000003,570.35565394,41.0,34.0,7.0,7.0,6.828300000000008,153.8145999999998,117.97000000000001,2.0,5.0,7.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,7.4,4.255720615386963,0.0,2.0,0.0007168184804657862,0.9992831815195342,0.0,0.9992831815195342,3.683709193446562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,614.6500000000003,614.312285532,42.0,23.0,19.0,19.0,-8.895300000000017,138.35600000000002,353.11,13.0,19.0,32.0,9.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.968679428100586,12.385039329528809,6.0,7.0,0.0026924346939876287,0.9973075653060124,0.9973075374380094,1.0350377157353809e-05,-11.465154821877638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1,868.0709999999999,867.4980206359999,61.0,45.0,16.0,16.0,0.1552000000000071,214.91519999999926,240.68999999999997,9.0,16.0,25.0,8.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555555555555556,0.0,0.0,0.0,10.55681037902832,12.1354398727417,1.0,9.0,0.0006964325595485675,0.9993035674404515,0.9993035546336937,1.8388747144615596e-05,-3.0019209329858816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cn1cc(C(=O)O)c(=O)c2ccc(/C=C/c3ccc([N+](=O)[O-])o3)nc21,341.2790000000001,341.064785072,25.0,16.0,9.0,9.0,2.3033,88.23370000000003,128.47,1.0,7.0,8.0,4.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,1.0,1.0,2.5946226119995117,5.6399078369140625,2.0,1.0,0.017077341649002833,0.9829226583509971,1.565365700867421e-05,0.9829223910239637,0.5357202669956811,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@H]3c4csc(n4)[C@H]4NC(=O)c5csc(n5)[C@H]([C@@](C)(O)[C@@H](C)O)NC(=O)[C@H]5CSC(=N5)/C(=C\C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c5csc(n5)[C@]3(CC2)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@H](C(C)CC)N[C@@H]2C=Cc3c([C@H](C)O)cc(nc3[C@H]2O)C(=O)O[C@@H]4C)n1)C(N)=O,1664.9219999999996,1663.4923518799992,114.0,72.0,42.0,37.0,0.7739000000000107,418.1841000000007,562.7399999999999,17.0,31.0,48.0,12.0,10.0,5.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4305555555555556,0.0,0.0,0.0,6.089694976806641,9.116469383239746,9.0,17.0,0.9353715764061088,0.0646284235938912,0.04665980106666422,0.018848069710405046,0.7448841686540273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Nc1nc2c(ncn2[C@H]2CC(O)[C@@H](CO)O2)c(=S)[nH]1,283.31299999999993,283.07391027600005,19.0,10.0,9.0,8.0,-0.28821000000000024,68.74470000000001,122.21000000000001,4.0,8.0,12.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.901187419891357,6.742359161376953,6.0,5.0,0.1747645791394095,0.8252354208605905,0.030734775911914293,0.8196937486291914,-1.045756584533976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,471.54600000000016,471.04532964400016,30.0,15.0,15.0,12.0,-0.7283199999999983,108.09650000000002,163.32999999999998,2.0,12.0,14.0,9.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2.425832986831665,2.546121120452881,1.0,2.0,1.399943251595668e-05,0.999986000567484,1.0612760847052736e-05,0.9999860004189098,-5.582209568620596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
c1ccc2nc(N3CCNCC3)ccc2c1,213.284,213.12659748,16.0,13.0,3.0,3.0,1.6443999999999999,66.82570000000003,28.160000000000004,1.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,8.693572998046875,7.4,3.0,0.0,0.04840382579900737,0.9515961742009926,0.9515961742009926,0.0,0.32927968928353035,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,813.9790000000002,813.4510704439999,57.0,41.0,16.0,16.0,2.7674000000000056,205.30439999999922,206.04999999999998,3.0,16.0,19.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8048780487804879,0.0,0.0,0.0,7.359617233276367,12.482170104980469,1.0,3.0,0.5232251241330366,0.47677487586696343,0.47677054556198084,8.276110883814305e-06,2.486088589693832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,352.434,352.178692628,26.0,21.0,5.0,5.0,3.1788000000000016,98.55970000000005,54.56,1.0,4.0,5.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.0,0.0,7.624247074127197,13.89156723022461,2.0,1.0,0.3737064757152276,0.6262935242847725,0.6262934037913352,3.22427911183361e-07,2.751330623520024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
COC(=O)Nc1nc2cc(SC(C)C)ccc2[nH]1,265.33799999999997,265.08849772,18.0,12.0,6.0,5.0,3.2417000000000016,73.11440000000003,67.00999999999999,2.0,4.0,6.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,5.311429500579834,9.553589820861816,2.0,2.0,0.9849950352188775,0.015004964781122454,0.008089136191980114,0.006972227890106832,3.235134041479868,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(OC)c3ccoc3nc2c1OC,259.26099999999997,259.084457896,19.0,14.0,5.0,5.0,3.006800000000001,71.17100000000002,53.72,0.0,5.0,5.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,5.977746486663818,7.4,1.0,0.0,0.9635562095187585,0.03644379048124147,0.03644379048124148,0.0,2.9906770545096726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0
